"file","SiteDescriptions","LocationInfo","MonthlyData","AnnualData","Metadata","Duplicate","NotRelevant"
"/IN/Fac_2020_2022.xlsx$Fac",NA,NA,NA,NA,NA,NA,NA
"/IN/Fac1985_2020uniqueplus76wu_z6l.xlsx$Fac1985_2020uniqueplus76wu_z6l",NA,NA,NA,NA,NA,NA,NA
"/IN/Facs.xlsx$Facs",NA,NA,NA,NA,NA,NA,NA
"/IN/Facs_IN.xlsx$Facs",NA,NA,NA,NA,NA,NA,NA
"/IN/IDNR_Data1985_2017.zip",NA,NA,NA,NA,NA,NA,NA
"/IN/IN_IN.xlsx$WU",NA,NA,NA,NA,NA,NA,NA
"/IN/IN_IN.xlsx$FAC",NA,NA,NA,NA,NA,NA,NA
"/IN/IN_IN.xlsx$Sources",NA,NA,NA,NA,NA,NA,NA
"/IN/IN_Sources.xlsx$Sources",NA,NA,NA,NA,NA,NA,NA
"/IN/IN_WU.xlsx$WU",NA,NA,NA,NA,NA,NA,NA
"/IN/README_Indiana2.txt",NA,NA,NA,NA,NA,NA,NA
"/IN/Sources.xlsx$Sources",NA,NA,NA,NA,NA,NA,NA
"/IN/Water withdrawal metadata_data explanation.pdf",NA,NA,NA,NA,NA,NA,NA
"/IN/WU Database- Sep 2018.accdb",NA,NA,NA,NA,NA,NA,NA
"/IN/WU.xlsx$WU",NA,NA,NA,NA,NA,NA,NA
"/IN/WU_2020_2022.xlsx$WU",NA,NA,NA,NA,NA,NA,NA
"/IN/WU1985_2020E.xlsx$WU1985_2020E",NA,NA,NA,NA,NA,NA,NA
"/KS/K11963.xlsx$NOTES",NA,NA,NA,NA,NA,NA,NA
"/KS/K11963.xlsx$PART A",NA,NA,NA,NA,NA,NA,NA
"/KS/K11963.xlsx$PART B - IND",NA,NA,NA,NA,NA,NA,NA
"/KS/K11963.xlsx$PART B - MUN",NA,NA,NA,NA,NA,NA,NA
"/KS/K11963.xlsx$PART E",NA,NA,NA,NA,NA,NA,NA
"/KS/K11963.xlsx$SIC",NA,NA,NA,NA,NA,NA,NA
"/LA/John Lovelace_20200520_2015 IN Site-Specific WD.xlsx$ReadMe",NA,NA,NA,NA,NA,NA,NA
"/LA/John Lovelace_20200520_2015 IN Site-Specific WD.xlsx$datapull",NA,NA,NA,NA,NA,NA,NA
"/LA/John Lovelace_20200520_2015 IN Site-Specific WD.xlsx$facilities",NA,NA,NA,NA,NA,NA,NA
"/LA/John Lovelace_20200520_2015 IN Site-Specific WD.xlsx$SIC Group",NA,NA,NA,NA,NA,NA,NA
"/LA/John Lovelace_20200520_2015 IN Site-Specific WD.xlsx$SIC",NA,NA,NA,NA,NA,NA,NA
"/LA/John Lovelace_20200520_2015 IN Site-Specific WD.xlsx$NAICS.SIC",NA,NA,NA,NA,NA,NA,NA
"/LA/John Lovelace_20200520_2015 IN Site-Specific WD.xlsx$deliveries",NA,NA,NA,NA,NA,NA,NA
"/LA/John Lovelace_20200520_2015 IN Site-Specific WD.xlsx$hoovers_2010",NA,NA,NA,NA,NA,NA,NA
"/LA/John Lovelace_20200624_2000-2019_IN Site-Specific WD.xlsx$ReadMe",NA,NA,NA,NA,NA,NA,NA
"/LA/John Lovelace_20200624_2000-2019_IN Site-Specific WD.xlsx$datapull_2000-2019",NA,NA,NA,NA,NA,NA,NA
"/LA/John Lovelace_20200624_2000-2019_IN Site-Specific WD.xlsx$SIC Group",NA,NA,NA,NA,NA,NA,NA
"/LA/John Lovelace_20200624_2000-2019_IN Site-Specific WD.xlsx$SIC",NA,NA,NA,NA,NA,NA,NA
"/LA/John Lovelace_20200624_2000-2019_IN Site-Specific WD.xlsx$NAICS.SIC",NA,NA,NA,NA,NA,NA,NA
"/LA/John Lovelace_20200624_2000-2019_IN Site-Specific WD.xlsx$deliveries",NA,NA,NA,NA,NA,NA,NA
"/LA/LA_IN_WU.xlsx$ReadMe",NA,NA,NA,NA,NA,NA,NA
"/LA/LA_IN_WU.xlsx$datapull_2000-2019",NA,NA,NA,NA,NA,NA,NA
"/LA/LA_IN_WU.xlsx$LA_IN_WU_facility_list",NA,NA,NA,NA,NA,NA,NA
"/LA/LA_IN_WU.xlsx$SIC Group",NA,NA,NA,NA,NA,NA,NA
"/LA/LA_IN_WU.xlsx$SIC",NA,NA,NA,NA,NA,NA,NA
"/LA/LA_IN_WU.xlsx$NAICS.SIC",NA,NA,NA,NA,NA,NA,NA
"/LA/LA_IN_WU.xlsx$deliveries",NA,NA,NA,NA,NA,NA,NA
"/LA/LA_IN_WU.xlsx$notes",NA,NA,NA,NA,NA,NA,NA
"/LA/LA_NPDES_082720.csv",NA,NA,NA,NA,NA,NA,NA
"/LA/LA_NPDES_082720.xlsx$facility_list",NA,NA,NA,NA,NA,NA,NA
"/LA/LA_NPDES_082720.xlsx$NPDES_082720",NA,NA,NA,NA,NA,NA,NA
"/LA/LA_NPDES_082720.xlsx$notes",NA,NA,NA,NA,NA,NA,NA
"/ME/site_specific_data_20240619.zip",NA,NA,NA,NA,NA,NA,NA
"/MI/~$EGLE industrial monthly water use 2010-2019.xlsx",NA,NA,NA,NA,NA,NA,NA
"/MI/EGLE industrial monthly water use 2010-2019.xlsx$2010",NA,NA,NA,NA,NA,NA,NA
"/MI/EGLE industrial monthly water use 2010-2019.xlsx$2011",NA,NA,NA,NA,NA,NA,NA
"/MI/EGLE industrial monthly water use 2010-2019.xlsx$2012",NA,NA,NA,NA,NA,NA,NA
"/MI/EGLE industrial monthly water use 2010-2019.xlsx$2013",NA,NA,NA,NA,NA,NA,NA
"/MI/EGLE industrial monthly water use 2010-2019.xlsx$2014",NA,NA,NA,NA,NA,NA,NA
"/MI/EGLE industrial monthly water use 2010-2019.xlsx$2015",NA,NA,NA,NA,NA,NA,NA
"/MI/EGLE industrial monthly water use 2010-2019.xlsx$2016",NA,NA,NA,NA,NA,NA,NA
"/MI/EGLE industrial monthly water use 2010-2019.xlsx$2017",NA,NA,NA,NA,NA,NA,NA
"/MI/EGLE industrial monthly water use 2010-2019.xlsx$2018",NA,NA,NA,NA,NA,NA,NA
"/MI/EGLE industrial monthly water use 2010-2019.xlsx$2019",NA,NA,NA,NA,NA,NA,NA
"/MI/MI industrial water use records workup for SIC codes-Reed 20200529-INTERNAL USE ONLY.xlsx$Notes",NA,NA,NA,NA,NA,NA,NA
"/MI/MI industrial water use records workup for SIC codes-Reed 20200529-INTERNAL USE ONLY.xlsx$SIC-NAICS lookup",NA,NA,NA,NA,NA,NA,NA
"/MI/MI industrial water use records workup for SIC codes-Reed 20200529-INTERNAL USE ONLY.xlsx$Task 1",NA,NA,NA,NA,NA,NA,NA
"/MI/MI industrial water use records workup for SIC codes-Reed 20200529-INTERNAL USE ONLY.xlsx$Task 2",NA,NA,NA,NA,NA,NA,NA
"/MI/MI industrial water use records workup for SIC codes-Reed 20200529-INTERNAL USE ONLY.xlsx$Task 3",NA,NA,NA,NA,NA,NA,NA
"/MI/MI industrial water use records workup for SIC codes-Reed 20200529-INTERNAL USE ONLY.xlsx$MI_IN_WU_Data",NA,NA,NA,NA,NA,NA,NA
"/MI/MI industrial water use records workup for SIC codes-Reed 20200529-INTERNAL USE ONLY.xlsx$MI_IN_Recs-ALL for prep",NA,NA,NA,NA,NA,NA,NA
"/MI/Michigan monthly water use by facility and source.xlsx$2019",NA,NA,NA,NA,NA,NA,NA
"/MI/Michigan monthly water use by facility and source.xlsx$2020",NA,NA,NA,NA,NA,NA,NA
"/MI/Michigan monthly water use by facility and source.xlsx$2021",NA,NA,NA,NA,NA,NA,NA
"/MI/Michigan monthly water use by facility and source.xlsx$2022",NA,NA,NA,NA,NA,NA,NA
"/MO/Industrial_2000-2019.xlsx$Sheet1",NA,NA,NA,NA,NA,NA,NA
"/MO/MO_IN_WU.xlsx$MO_IN_WU",NA,NA,NA,NA,NA,NA,NA
"/MO/MO_IN_WU.xlsx$MO_IN_facility_list",NA,NA,NA,NA,NA,NA,NA
"/MO/MO_IN_WU.xlsx$MO_hoovers_2010",NA,NA,NA,NA,NA,NA,NA
"/MO/MO_IN_WU.xlsx$notes",NA,NA,NA,NA,NA,NA,NA
"/MO/read_me_072120.docx",NA,NA,NA,NA,NA,NA,NA
"/MS/USGS Data Request_Industrial Use 2000-2019.xlsx$MS_IN_WU",NA,NA,NA,NA,NA,NA,NA
"/MS/USGS Data Request_Industrial Use 2000-2019.xlsx$MS_IN_facility_list",NA,NA,NA,NA,NA,NA,NA
"/MS/USGS Data Request_Industrial Use 2000-2019.xlsx$MS_hoovers_2010",NA,NA,NA,NA,NA,NA,NA
"/MS/USGS Data Request_Industrial Use 2000-2019.xlsx$notes",NA,NA,NA,NA,NA,NA,NA
"/ND/Industrial Use 2010-2019.xlsx$IN_data",NA,NA,NA,NA,NA,NA,NA
"/ND/Industrial Use 2010-2019.xlsx$hoovers_2010",NA,NA,NA,NA,NA,NA,NA
"/ND/Industrial Use 2010-2019.xlsx$notes",NA,NA,NA,NA,NA,NA,NA
"/NJ/2016 Guide for Locational Data Requests.docx",NA,NA,NA,NA,NA,NA,NA
"/NJ/agreement_sig.pdf",NA,NA,NA,NA,NA,NA,NA
"/NJ/DGS10-3-Ret-HUC.accdb",NA,NA,NA,NA,NA,NA,NA
"/NJ/DGS10-3-Ret-Mun.accdb",NA,NA,NA,NA,NA,NA,NA
"/NJ/DGS10-3-Use.accdb",NA,NA,NA,NA,NA,NA,NA
"/NJ/DGS10-3-With-HUC.accdb",NA,NA,NA,NA,NA,NA,NA
"/NJ/DGS10-3-With-Mun.accdb",NA,NA,NA,NA,NA,NA,NA
"/NJ/DGS10-3_update3218.zip",NA,NA,NA,NA,NA,NA,NA
"/NJ/NJ_IN_use.xlsx$Sheet1",NA,NA,NA,NA,NA,NA,NA
"/NJ/NJ_IN_use.xlsx$Sheet2",NA,NA,NA,NA,NA,NA,NA
"/NJ/NJ_IN_use.xlsx$tbl_site_use",NA,NA,NA,NA,NA,NA,NA
"/NJ/NJDEP Locational Data Request Letter-worland-signed.pdf",NA,NA,NA,NA,NA,NA,NA
"/NJ/RE__[EXTERNAL]_RE__site-specific_industrial_data_for_New_Jersey.zip",NA,NA,NA,NA,NA,NA,NA
"/NJ/tbl_site_use.xlsx$tbl_site_use",NA,NA,NA,NA,NA,NA,NA
"/NJ/Use by Site Query.xlsx$Use_by_Site_Query",NA,NA,NA,NA,NA,NA,NA
"/NJ/USGS - Lovelace - Approval Letter Confidentiality Agreement.pdf",NA,NA,NA,NA,NA,NA,NA
"/NJ/USGS - Lovelace - Approval Letter Confidentiality Agreement_signed.pdf",NA,NA,NA,NA,NA,NA,NA
"/NJ/USGS_request_070620.docx",NA,NA,NA,NA,NA,NA,NA
"/NJ/USGS_request_070620.pdf",NA,NA,NA,NA,NA,NA,NA
"/NM/Industrial USGS_frJulie_09182020.xlsx$Sheet1",NA,NA,NA,NA,NA,NA,NA
"/NM/Industrial USGS_frJulie_09182020.xlsx$Sheet2",NA,NA,NA,NA,NA,NA,NA
"/NM/Industrial USGS_frJulie_09182020.xlsx$Sheet3",NA,NA,NA,NA,NA,NA,NA
"/NM/Industrial_NM_forJohnL.xlsx$Industrial2010",NA,NA,NA,NA,NA,NA,NA
"/NM/Industrial_NM_forJohnL.xlsx$Industrial2015",NA,NA,NA,NA,NA,NA,NA
"/NM/Industrial_NM_forJohnL.xlsx$Commercial2010",NA,NA,NA,NA,NA,NA,NA
"/NM/Industrial_NM_forJohnL.xlsx$Commercial2015",NA,NA,NA,NA,NA,NA,NA
"/NM/Industrial_NM_forJohnL.xlsx$water sold to industry",NA,NA,NA,NA,NA,NA,NA
"/NM/NM_IN_WU.xlsx$Industrial2010",NA,NA,NA,NA,NA,NA,NA
"/NM/NM_IN_WU.xlsx$Industrial2015",NA,NA,NA,NA,NA,NA,NA
"/NM/NM_IN_WU.xlsx$NM_IN_WU_facility_list",NA,NA,NA,NA,NA,NA,NA
"/NM/NM_IN_WU.xlsx$NM_NPDES",NA,NA,NA,NA,NA,NA,NA
"/NM/NM_IN_WU.xlsx$hoovers_2010",NA,NA,NA,NA,NA,NA,NA
"/NM/NM_IN_WU.xlsx$notes",NA,NA,NA,NA,NA,NA,NA
"/NM/NM_NPDES_082720.csv",NA,NA,NA,NA,NA,NA,NA
"/NM/NM_NPDES_082720.xlsx$NPDES_082720",NA,NA,NA,NA,NA,NA,NA
"/NM/NM_NPDES_082720.xlsx$facilities_list",NA,NA,NA,NA,NA,NA,NA
"/NM/NM_NPDES_082720.xlsx$notes",NA,NA,NA,NA,NA,NA,NA
"/OH/Ohio Water 2018 - Copy_Shaffer1.accdb",NA,NA,NA,NA,NA,NA,NA
"/OH/Ohio Water 2018_20200710.accdb",NA,NA,NA,NA,NA,NA,NA
"/OH/Ohio Water 2018_Shaffer.xlsx$A_Facility ",NA,NA,NA,NA,NA,NA,NA
"/OH/Ohio Water 2018_Shaffer.xlsx$GW Total All Years ",NA,NA,NA,NA,NA,NA,NA
"/OH/Ohio Water 2018_Shaffer.xlsx$SW Total All Years",NA,NA,NA,NA,NA,NA,NA
"/OH/read_me.docx",NA,NA,NA,NA,NA,NA,NA
"/OR/IM & GC use query results to USGS 7-14-2020.xlsx$IM & GC Use query",NA,NA,NA,NA,NA,NA,NA
"/OR/IM & GC use query results to USGS 7-14-2020.xlsx$Sheet1",NA,NA,NA,NA,NA,NA,NA
"/OR/OR_IN_WU.xlsx$WU Reporting w_POD_IM Component",NA,NA,NA,NA,NA,NA,NA
"/OR/OR_IN_WU.xlsx$OR_IN_WU",NA,NA,NA,NA,NA,NA,NA
"/OR/OR_IN_WU.xlsx$OR_IN_facility_list",NA,NA,NA,NA,NA,NA,NA
"/OR/OR_IN_WU.xlsx$OR_hoovers_2010",NA,NA,NA,NA,NA,NA,NA
"/OR/OR_IN_WU.xlsx$notes",NA,NA,NA,NA,NA,NA,NA
"/OR/OR_NPDES.csv",NA,NA,NA,NA,NA,NA,NA
"/OR/OR_NPDES.xlsx$OR_NPDES",NA,NA,NA,NA,NA,NA,NA
"/OR/OR_NPDES.xlsx$OR_NPDES_facility_list",NA,NA,NA,NA,NA,NA,NA
"/OR/OR_NPDES_2019.csv",NA,NA,NA,NA,NA,NA,NA
"/OR/RE__[EXTERNAL]_RE__industrial_water-use_data_for_Oregon.zip",NA,NA,NA,NA,NA,NA,NA
"/OR/read_me_072320.docx",NA,NA,NA,NA,NA,NA,NA
"/OR/Water Use Reporting Facilities with IM use component water years 2000-2019.xlsx$WU Reporting w_POD_IM Component",NA,NA,NA,NA,NA,NA,NA
"/OR/Water Use Reporting Facilities with IM use component water years 2000-2019.xlsx$SQL",NA,NA,NA,NA,NA,NA,NA
"/OR/wris_code_key.pdf",NA,NA,NA,NA,NA,NA,NA
"/OR/WUR Facilities with IM use component water years 2000-2019 incl pod lat long.xlsx$WUR POD_IM without pod lat_long",NA,NA,NA,NA,NA,NA,NA
"/OR/WUR Facilities with IM use component water years 2000-2019 incl pod lat long.xlsx$WUR IM w_Pod lat long",NA,NA,NA,NA,NA,NA,NA
"/OR/WUR Facilities with IM use component water years 2000-2019 incl pod lat long.xlsx$Sql1",NA,NA,NA,NA,NA,NA,NA
"/OR/WUR Facilities with IM use component water years 2000-2019 incl pod lat long.xlsx$Sql2",NA,NA,NA,NA,NA,NA,NA
"/PA/PA_IN_2005-2019.zip",NA,NA,NA,NA,NA,NA,NA
"/PA/PA_IN_PF_2005-2019.xlsx$IN_PF_2015-2019_Water_Use_by_Fa",NA,NA,NA,NA,NA,NA,NA
"/PA/PA_IN_SF_2005_2019.xlsx$IN_2005_Water_Quantity_by_Sourc",NA,NA,NA,NA,NA,NA,NA
"/PA/PA_IN_WU.xlsx$PA_IN_PF",NA,NA,NA,NA,NA,NA,NA
"/PA/PA_IN_WU.xlsx$PA_IN_SF",NA,NA,NA,NA,NA,NA,NA
"/PA/PA_IN_WU.xlsx$PA_IN_facility_list",NA,NA,NA,NA,NA,NA,NA
"/PA/PA_IN_WU.xlsx$PA_hoovers_2010",NA,NA,NA,NA,NA,NA,NA
"/PA/PA_IN_WU.xlsx$notes",NA,NA,NA,NA,NA,NA,NA
"/PA/PA_NPDES.csv",NA,NA,NA,NA,NA,NA,NA
"/PA/PA_NPDES.xlsx$PA_NPDES",NA,NA,NA,NA,NA,NA,NA
"/PA/PA_NPDES.xlsx$PA_NPDES_facility_list",NA,NA,NA,NA,NA,NA,NA
"/PA/read_me.docx",NA,NA,NA,NA,NA,NA,NA
"/SC/Mail_Painter_INwu_SC.pdf",NA,NA,NA,NA,NA,NA,NA
"/SC/qry_DHEC_surfacewater_POR.xlsx$qry_DHEC_surfacewater_POR",NA,NA,NA,NA,NA,NA,NA
"/SC/qry_DHEC_surfacewater_POR.xlsx$Documentation",NA,NA,NA,NA,NA,NA,NA
"/SC/qry_DHEC_wateruse_GW_POR.xlsx$qry_DHEC_wateruse_GW_POR",NA,NA,NA,NA,NA,NA,NA
"/SC/qry_DHEC_wateruse_GW_POR.xlsx$Documentation",NA,NA,NA,NA,NA,NA,NA
"/SD/1994-2019.pdf",NA,NA,NA,NA,NA,NA,NA
"/SD/1994.pdf",NA,NA,NA,NA,NA,NA,NA
"/SD/1995.pdf",NA,NA,NA,NA,NA,NA,NA
"/SD/1996.pdf",NA,NA,NA,NA,NA,NA,NA
"/SD/1997.pdf",NA,NA,NA,NA,NA,NA,NA
"/SD/1998.pdf",NA,NA,NA,NA,NA,NA,NA
"/SD/1999.pdf",NA,NA,NA,NA,NA,NA,NA
"/SD/2000.pdf",NA,NA,NA,NA,NA,NA,NA
"/SD/2001.pdf",NA,NA,NA,NA,NA,NA,NA
"/SD/2002.pdf",NA,NA,NA,NA,NA,NA,NA
"/SD/2003.pdf",NA,NA,NA,NA,NA,NA,NA
"/SD/2004.pdf",NA,NA,NA,NA,NA,NA,NA
"/SD/2005.pdf",NA,NA,NA,NA,NA,NA,NA
"/SD/2006.pdf",NA,NA,NA,NA,NA,NA,NA
"/SD/2007.pdf",NA,NA,NA,NA,NA,NA,NA
"/SD/2008.pdf",NA,NA,NA,NA,NA,NA,NA
"/SD/2009.pdf",NA,NA,NA,NA,NA,NA,NA
"/SD/2010.pdf",NA,NA,NA,NA,NA,NA,NA
"/SD/2011.pdf",NA,NA,NA,NA,NA,NA,NA
"/SD/2012.pdf",NA,NA,NA,NA,NA,NA,NA
"/SD/2013.pdf",NA,NA,NA,NA,NA,NA,NA
"/SD/2014.pdf",NA,NA,NA,NA,NA,NA,NA
"/SD/2015.pdf",NA,NA,NA,NA,NA,NA,NA
"/SD/2016.pdf",NA,NA,NA,NA,NA,NA,NA
"/SD/2017.pdf",NA,NA,NA,NA,NA,NA,NA
"/SD/2018.pdf",NA,NA,NA,NA,NA,NA,NA
"/SD/2019.pdf",NA,NA,NA,NA,NA,NA,NA
"/SD/H20.xlsx$_H20",NA,NA,NA,NA,NA,NA,NA
"/SD/H20.xlsx$SD_IN_WU_facility_list",NA,NA,NA,NA,NA,NA,NA
"/SD/H20.xlsx$withdrawals",NA,NA,NA,NA,NA,NA,NA
"/SD/H20.xlsx$hoovers_2010",NA,NA,NA,NA,NA,NA,NA
"/SD/H20.xlsx$notes",NA,NA,NA,NA,NA,NA,NA
"/SD/NonIQ.log",NA,NA,NA,NA,NA,NA,NA
"/SD/NonIQ.pdx",NA,NA,NA,NA,NA,NA,NA
"/SD/read_me.docx",NA,NA,NA,NA,NA,NA,NA
"/SD/SD_IN_WU.xlsx$_H20",NA,NA,NA,NA,NA,NA,NA
"/SD/SD_IN_WU.xlsx$SD_IN_WU_facility_list",NA,NA,NA,NA,NA,NA,NA
"/SD/SD_IN_WU.xlsx$withdrawals",NA,NA,NA,NA,NA,NA,NA
"/SD/SD_IN_WU.xlsx$hoovers_2010",NA,NA,NA,NA,NA,NA,NA
"/SD/SD_IN_WU.xlsx$notes",NA,NA,NA,NA,NA,NA,NA
"/TN/2006_WITHDRAWALS.xlsx$_2006_WITHDRAWALS",NA,NA,NA,NA,NA,NA,NA
"/TN/2007 WITHDRAWALS.xlsx$_2007_WITHDRAWALS",NA,NA,NA,NA,NA,NA,NA
"/TN/2008 WITHDRAWALS.xlsx$_2008_WITHDRAWALS",NA,NA,NA,NA,NA,NA,NA
"/TN/Email-2024-06-06_TN Water-Use Data Crosswalk.pdf",NA,NA,NA,NA,NA,NA,NA
"/TN/Email_Ind_permits_SIC_9.11.20.pdf",NA,NA,NA,NA,NA,NA,NA
"/TN/Individual permits and SIC codes_TDEC.xlsx$SIC Codes for individual permit",NA,NA,NA,NA,NA,NA,NA
"/TN/Individual permits and SIC codes_TDEC.xlsx$Individual sites",NA,NA,NA,NA,NA,NA,NA
"/TN/TN_IN_WU.xlsx$Information",NA,NA,NA,NA,NA,NA,NA
"/TN/TN_IN_WU.xlsx$WW_Master",NA,NA,NA,NA,NA,NA,NA
"/TN/TN_IN_WU.xlsx$TN_IN_facility_list",NA,NA,NA,NA,NA,NA,NA
"/TN/TN_IN_WU.xlsx$WW_Sites",NA,NA,NA,NA,NA,NA,NA
"/TN/TN_IN_WU.xlsx$09-19 Withdrawals",NA,NA,NA,NA,NA,NA,NA
"/TN/TN_IN_WU.xlsx$Discharge_Sites",NA,NA,NA,NA,NA,NA,NA
"/TN/TN_IN_WU.xlsx$09-19 Discharges",NA,NA,NA,NA,NA,NA,NA
"/TN/TN_IN_WU.xlsx$hoovers_2010",NA,NA,NA,NA,NA,NA,NA
"/TN/TN_IN_WU.xlsx$notes",NA,NA,NA,NA,NA,NA,NA
"/TN/WW_Info 2009-2019.xlsx$Information",NA,NA,NA,NA,NA,NA,NA
"/TN/WW_Info 2009-2019.xlsx$WW_Master",NA,NA,NA,NA,NA,NA,NA
"/TN/WW_Info 2009-2019.xlsx$TN_IN_facility_list",NA,NA,NA,NA,NA,NA,NA
