"file","SiteDescriptions","LocationInfo","MonthlyData","AnnualData","Metadata","Duplicate","NotRelevant"
"/KS/K11963_CAC.xlsx$PART B - MUN","1","0","1","0","1","0","0"
"/KS/K11963_CAC.xlsx$PART E","1","0","1","0","1","0","0"
"/KS/K11963_CAC.xlsx$SIC","0","0","0","0","0","0","1"
"/KS/KS_mergevars_CAC.csv","1","0","0","0","0","0","0"
"/NV/NV_IND_2020_ldm.xlsx$IN_Withdawals2000_2020",NA,NA,NA,NA,NA,NA,NA
"/NV/NV_IND_2020_ldm.xlsx$NV_IND",NA,NA,NA,NA,NA,NA,NA
"/NV/NV_IND_2020_ldm.xlsx$NV_IND_culled",NA,NA,NA,NA,NA,NA,NA
"/NV/NV_IND_2020_ldm.xlsx$Hoovers_2010",NA,NA,NA,NA,NA,NA,NA
"/NV/NV_IND_2020_ldm.xlsx$notes",NA,NA,NA,NA,NA,NA,NA
"/FL/SiteSpecific_IndWaterUse_FL_2020_ldm.xlsx$Notes","0","0","0","0","0","0","1"
"/FL/SiteSpecific_IndWaterUse_FL_2020_ldm.xlsx$FL_SiteSpecificWithdrawals_Mont","1","1","1","0","0","0","0"
"/FL/SiteSpecific_IndWaterUse_FL_2020_ldm.xlsx$FL_SiteSpecificWithdrawals_Annu","1","1","0","1","0","0","0"
"/FL/Combined_INDWaterUse_FL_2020_ldm.xlsx$NWFWMD_2020","0","0","0","0","0","1","1"
"/FL/Combined_INDWaterUse_FL_2020_ldm.xlsx$SFWMD_2020_Pumpage","0","0","0","0","0","1","0"
"/FL/Combined_INDWaterUse_FL_2020_ldm.xlsx$SRWMD_2020_CII","0","0","0","0","0","1","0"
"/FL/Combined_INDWaterUse_FL_2020_ldm.xlsx$SWFWMD_2020_CountySums","0","0","0","0","0","1","0"
"/FL/CountyLevel_IndWaterUse_FL_2020_ldm.xlsx$SWFWMD_2020_CountySums","0","0","0","0","0","0","1"
"/FL/NWFWMD_2020 Water Use_original.xlsx$Public Supply","0","0","0","0","0","1","0"
"/FL/NWFWMD_2020 Water Use_original.xlsx$Agricultural","0","0","0","0","0","1","0"
"/FL/NWFWMD_2020 Water Use_original.xlsx$Recreational","0","0","0","0","0","1","0"
"/FL/NWFWMD_2020 Water Use_original.xlsx$ICI","0","0","0","0","0","1","0"
"/FL/NWFWMD_2020 Water Use_original.xlsx$Power","0","0","0","0","0","1","0"
"/FL/SFWMD_2020 WATER USAGE (PUMPAGE)_20210810.xlsx$FINAL","0","0","0","0","0","1","0"
"/FL/SFWMD_2020 WATER USAGE (PUMPAGE)_20210810.xlsx$Disclaimer","0","0","0","0","1","0","0"
"/FL/SiteSpecific_IndWaterUse_FL_2020_ldm.xlsx$FL_SiteSpecificWithdrawals","0","0","0","0","0","1","0"
"/FL/SiteSpecific_IndWaterUse_FL_2020_ldm.xlsx$SRWMD_2020_CII","0","0","0","0","0","1","0"
"/FL/SJRWMD_AWUS_CII2021-04-05_tbb.xlsx$Data","0","0","0","0","0","1","0"
"/FL/SJRWMD_AWUS_CII2021-04-05_tbb.xlsx$Reported_By_County","0","0","0","0","0","1","0"
"/FL/SJRWMD_AWUS_CII2021-04-05_tbb.xlsx$ForReport","0","0","0","0","0","1","0"
"/FL/SJRWMD_AWUS_CII2021-04-05_tbb.xlsx$Compare2019_2020","0","0","0","0","0","1","0"
"/FL/SRWMD_2020_MonthlyWU_USGS_20220311_original.xlsx$Sheet1","0","0","0","0","0","1","0"
"/FL/SWFWMD_EWUR 2020 Table A11 A12 Industrial Commercial.xlsx$Table_A-11","0","0","0","0","0","1","0"
"/FL/SWFWMD_EWUR 2020 Table A11 A12 Industrial Commercial.xlsx$Table_A-12","0","0","0","0","0","1","0"
"/SD/SD_IN_WU_2010_2019_LDM.xlsx$SD_IN_WU_2010_2019","1","1","1","1","0","0","0"
"/SD/SD_IN_WU_edt_LDM.xlsx$_H20","0","0","0","0","0","1","0"
"/SD/SD_IN_WU_edt_LDM.xlsx$SD_IN_WU_facility_list","0","0","0","0","0","1","0"
"/SD/SD_IN_WU_edt_LDM.xlsx$withdrawals","0","0","0","0","0","1","0"
"/SD/SD_IN_WU_edt_LDM.xlsx$hoovers_2010","0","0","0","0","0","1","0"
"/SD/SD_IN_WU_edt_LDM.xlsx$notes","0","0","0","0","0","1","0"
"/NV/NV_IND_2020_ldm.xlsx$IN_fac_rept",NA,NA,NA,NA,NA,NA,NA
"/OH/OH_Water_quantity_20230811.xlsx$Sheet1","1","1","1","1","1","0","0"
"/OH/OH_Water_quantity_20230811.xlsx$Control File","0","0","0","0","0","0","1"
"/DE/IndustrialWaterUse_modified.xlsx$Water Use","1","1","1","1","1","0","0"
"/DE/IndustrialWaterUse_modified.xlsx$Addresses","1","1","0","0","1","0","0"
"/DE/IndustrialWaterUse_modified.xlsx$DE_IN_facility_list","1","1","1","1","1","0","0"
"/DE/IndustrialWaterUse_modified.xlsx$notes","1","0","0","0","1","0","0"
"/DE/IndustrialWaterUse_USGS_Lovelace.xlsx$Water Use","1","1","0","1","1","0","0"
"/DE/IndustrialWaterUse_USGS_Lovelace.xlsx$Addresses","1","1","0","0","1","0","0"
"/DE/read_me_072220.docx","1","1","0","0","1","0","0"
"/DE/WaterUse_2004-2019_all_categories.xlsx$Sheet1","1","1","1","1","1","0","0"
"/FL/Mail_Dixon_INwu_FL.pdf","0","0","0","0","0","0","1"
"/FL/WU_Request_IndustrialWU.zip","0","0","0","0","0","1","0"
"/FL/WU_Request_IndustrialWU/WU_Request_IndustrialWU/NWFWMD_2020 Water Use_original.xlsx$Public Supply","0","0","0","0","0","1","0"
"/FL/WU_Request_IndustrialWU/WU_Request_IndustrialWU/NWFWMD_2020 Water Use_original.xlsx$Agricultural","0","0","0","0","0","1","0"
"/FL/WU_Request_IndustrialWU/WU_Request_IndustrialWU/NWFWMD_2020 Water Use_original.xlsx$Recreational","0","0","0","0","0","1","0"
"/FL/WU_Request_IndustrialWU/WU_Request_IndustrialWU/NWFWMD_2020 Water Use_original.xlsx$ICI","0","0","0","0","0","1","0"
"/FL/WU_Request_IndustrialWU/WU_Request_IndustrialWU/NWFWMD_2020 Water Use_original.xlsx$Power","0","0","0","0","0","1","0"
"/FL/WU_Request_IndustrialWU/WU_Request_IndustrialWU/SFWMD_2020 WATER USAGE (PUMPAGE)_20210810.xlsx$FINAL","0","0","0","0","0","1","0"
"/FL/WU_Request_IndustrialWU/WU_Request_IndustrialWU/SFWMD_2020 WATER USAGE (PUMPAGE)_20210810.xlsx$Disclaimer","0","0","0","0","0","1","0"
"/FL/WU_Request_IndustrialWU/WU_Request_IndustrialWU/SJRWMD_AWUS_CII2021-04-05_tbb.xlsx$Data","0","0","0","0","0","1","0"
"/FL/WU_Request_IndustrialWU/WU_Request_IndustrialWU/SJRWMD_AWUS_CII2021-04-05_tbb.xlsx$Reported_By_County","0","0","0","0","0","1","0"
"/FL/WU_Request_IndustrialWU/WU_Request_IndustrialWU/SJRWMD_AWUS_CII2021-04-05_tbb.xlsx$ForReport","0","0","0","0","0","1","0"
"/FL/WU_Request_IndustrialWU/WU_Request_IndustrialWU/SJRWMD_AWUS_CII2021-04-05_tbb.xlsx$Compare2019_2020","0","0","0","0","0","1","0"
"/FL/WU_Request_IndustrialWU/WU_Request_IndustrialWU/SRWMD_2020_MonthlyWU_USGS_20220311_original.xlsx$Sheet1","0","0","0","0","0","1","0"
"/FL/WU_Request_IndustrialWU/WU_Request_IndustrialWU/SWFWMD_EWUR 2020 Table A11 A12 Industrial Commercial.xlsx$Table_A-11","0","0","0","0","0","1","0"
"/FL/WU_Request_IndustrialWU/WU_Request_IndustrialWU/SWFWMD_EWUR 2020 Table A11 A12 Industrial Commercial.xlsx$Table_A-12","0","0","0","0","0","1","0"
"/HI/Fw__[EXTERNAL]_FW__industrial_water-use_data_for_Hawaii_(Groundwater).zip","0","0","0","0","0","1","0"
"/HI/Fw__[EXTERNAL]_FW__industrial_water-use_data_for_Hawaii_(Groundwater)/Industrial Wells - Lists.xlsx$Public Well Index 2007201137","0","0","0","0","0","1","0"
"/HI/Fw__[EXTERNAL]_FW__industrial_water-use_data_for_Hawaii_(Groundwater)/Industrial Wells - Quantity Pumped (2000 - 2019).xlsx$Sheet1","0","0","0","0","0","1","0"
"/HI/HI_IN_WU.xlsx$Public Well Index 2007201137","0","0","0","0","0","1","0"
"/HI/HI_IN_WU.xlsx$HI_IN_WU","1","0","1","0","1","0","0"
"/HI/HI_IN_WU.xlsx$HI_IN_facility_list","1","1","0","0","1","0","0"
"/HI/HI_IN_WU.xlsx$hoovers_2010","0","0","0","0","0","0","1"
"/HI/HI_IN_WU.xlsx$notes","0","0","0","0","0","0","1"
"/HI/HI_NPDES.csv","0","0","0","0","0","0","1"
"/HI/HI_NPDES.xlsx$HI_NPDES","0","0","0","0","0","0","1"
"/HI/HI_NPDES.xlsx$HI_NPDES_facility_list","0","0","0","0","0","0","1"
"/HI/HI_NPDES.xlsx$notes","0","0","0","0","0","0","1"
"/HI/Hydroelectric_WaterUse.xlsx$Hydroelectric Plants","0","0","0","0","0","0","1"
"/HI/Hydroelectric_WaterUse.xlsx$21","0","0","0","0","0","0","1"
"/HI/Hydroelectric_WaterUse.xlsx$50","0","0","0","0","0","0","1"
"/HI/Hydroelectric_WaterUse.xlsx$55","0","0","0","0","0","0","1"
"/HI/Hydroelectric_WaterUse.xlsx$56","0","0","0","0","0","0","1"
"/HI/Hydroelectric_WaterUse.xlsx$92","0","0","0","0","0","0","1"
"/HI/Hydroelectric_WaterUse.xlsx$93","0","0","0","0","0","0","1"
"/HI/Hydroelectric_WaterUse.xlsx$95","0","0","0","0","0","0","1"
"/HI/Hydroelectric_WaterUse.xlsx$97","0","0","0","0","0","0","1"
"/HI/Hydroelectric_WaterUse.xlsx$99","0","0","0","0","0","0","1"
"/HI/Hydroelectric_WaterUse.xlsx$139","0","0","0","0","0","0","1"
"/HI/Hydroelectric_WaterUse.xlsx$172","0","0","0","0","0","0","1"
"/HI/Hydroelectric_WaterUse.xlsx$173","0","0","0","0","0","0","1"
"/HI/Hydroelectric_WaterUse.xlsx$192","0","0","0","0","0","0","1"
"/HI/Hydroelectric_WaterUse.xlsx$193","0","0","0","0","0","0","1"
"/HI/Industrial Wells - Lists.xlsx$Public Well Index 2007201137","0","0","0","0","0","1","0"
"/HI/Industrial Wells - Lists.xlsx$quantity_pumped","0","0","0","0","0","1","0"
"/HI/Industrial Wells - Lists.xlsx$facilities_culled","0","0","0","0","0","1","0"
"/HI/Industrial Wells - Lists.xlsx$hoovers_2010","0","0","0","0","0","1","0"
"/HI/Industrial Wells - Lists.xlsx$notes","0","0","0","0","0","1","0"
"/HI/Industrial Wells - Quantity Pumped (2000 - 2019).xlsx$Sheet1","0","0","0","0","0","1","0"
"/HI/read_me.docx","0","0","0","0","0","0","1"
"/IA/IA_IN_WU.xlsx$IowaBusinessWaterUseAnnual","1","1","0","0","1","0","0"
"/IA/IA_IN_WU.xlsx$IA_IN_WU","0","0","0","0","0","1","0"
"/IA/IA_IN_WU.xlsx$IA_IN_facility_list","0","0","0","0","0","1","0"
"/IA/IA_IN_WU.xlsx$IA_NPDES_facility_list","0","0","0","0","0","1","0"
"/IA/IA_IN_WU.xlsx$IA_IN_facility_list_LEE","0","0","0","0","0","1","0"
"/IA/IA_IN_WU.xlsx$IA_hoovers_2010","0","0","0","0","0","1","0"
"/IA/IA_IN_WU.xlsx$notes","0","0","0","0","0","0","1"
"/IA/IA_NPDES.csv","0","0","0","0","0","0","1"
"/IA/IA_NPDES.xlsx$IA_NPDES","0","0","0","0","0","1","0"
"/IA/IA_NPDES.xlsx$IA_NPDES_facility_list","0","0","0","0","0","1","0"
"/IA/USGSIndustrialUse.xlsx$IowaBusinessWaterUseAnnual","0","0","0","0","0","1","0"
"/IL/isws-data-license-agreement-for-reference-10-12-18.pdf","0","0","0","0","1","0","0"
"/IL/lovelace_usgs_data_description_to_fill.docx","0","0","0","0","1","0","0"
"/IL/mou_fed.docx","0","0","0","0","1","0","0"
"/IL/mou_NonFed.docx","0","0","0","0","1","0","0"
"/IL/mou_table.doc","1","0","0","0","1","0","0"
"/IL/Signed SDWIS Agreement and Procedure.pdf","0","0","0","0","1","0","0"
"/IL/UM-ISWS_MOU_080720.docx","0","0","0","0","1","0","0"
"/IL/UM-USGS_MOU_FINAL_07302019.docx","0","0","0","0","1","0","0"
"/IN/Fac_2020_2022.xlsx$Fac","1","1","0","0","1","0","0"
"/IN/Fac1985_2020uniqueplus76wu_z6l.xlsx$Fac1985_2020uniqueplus76wu_z6l","1","1","0","0","1","0","0"
"/IN/Facs.xlsx$Facs","1","1","0","0","1","0","0"
"/IN/Facs_IN.xlsx$Facs","1","1","0","0","1","0","0"
"/IN/IDNR_Data1985_2017.zip","0","0","0","0","0","1","0"
"/IN/IDNR_Data1985_2017/IDNR_Data1985_2017/Facs.xlsx$Facs","0","0","0","0","0","1","0"
"/IN/IDNR_Data1985_2017/IDNR_Data1985_2017/Sources.xlsx$Sources","1","1","0","0","1","0","0"
"/IN/IDNR_Data1985_2017/IDNR_Data1985_2017/WU Database- Sep 2018.accdb","0","0","0","0","0","0","1"
"/IN/IDNR_Data1985_2017/IDNR_Data1985_2017/WU.xlsx$WU","1","1","0","0","1","0","0"
"/IN/IN_IN.xlsx$WU","1","1","0","0","1","0","0"
"/IN/IN_IN.xlsx$FAC","0","0","0","0","0","1","0"
"/IN/IN_IN.xlsx$Sources","1","1","0","0","1","0","0"
"/IN/IN_Sources.xlsx$Sources","1","1","0","0","1","0","0"
"/IN/IN_WU.xlsx$WU","1","1","0","0","1","0","0"
"/IN/README_Indiana2.txt","0","0","0","0","1","0","0"
"/IN/Sources.xlsx$Sources","1","1","0","0","1","0","0"
"/IN/Water withdrawal metadata_data explanation.pdf","0","0","0","0","1","0","0"
"/IN/WU Database- Sep 2018.accdb","0","0","0","0","0","1","1"
"/IN/WU.xlsx$WU","0","0","0","0","0","1","0"
"/IN/WU_2020_2022.xlsx$WU","1","0","1","1","1","0","0"
"/IN/WU1985_2020E.xlsx$WU1985_2020E","1","0","1","1","1","0","0"
"/KS/K11963.xlsx$NOTES","0","0","0","0","0","1","0"
"/KS/K11963.xlsx$PART A","0","0","0","0","0","1","0"
"/KS/K11963.xlsx$PART B - IND","0","0","0","0","0","1","0"
"/KS/K11963.xlsx$PART B - MUN","0","0","0","0","0","1","0"
"/KS/K11963.xlsx$PART E","0","0","0","0","0","1","0"
"/KS/K11963.xlsx$SIC","0","0","0","0","0","1","0"
"/LA/John Lovelace_20200520_2015 IN Site-Specific WD.xlsx$ReadMe","0","0","0","0","0","1","0"
"/LA/John Lovelace_20200520_2015 IN Site-Specific WD.xlsx$datapull","0","0","0","0","0","1","0"
"/LA/John Lovelace_20200520_2015 IN Site-Specific WD.xlsx$facilities","0","0","0","0","0","1","0"
"/LA/John Lovelace_20200520_2015 IN Site-Specific WD.xlsx$SIC","0","0","0","0","0","1","0"
"/LA/John Lovelace_20200520_2015 IN Site-Specific WD.xlsx$NAICS.SIC","0","0","0","0","0","1","0"
"/LA/John Lovelace_20200520_2015 IN Site-Specific WD.xlsx$deliveries","0","0","0","0","0","1","0"
"/LA/John Lovelace_20200520_2015 IN Site-Specific WD.xlsx$hoovers_2010","0","0","0","0","0","1","0"
"/LA/John Lovelace_20200624_2000-2019_IN Site-Specific WD.xlsx$ReadMe","0","0","0","0","0","1","0"
"/LA/John Lovelace_20200624_2000-2019_IN Site-Specific WD.xlsx$datapull_2000-2019","0","0","0","0","0","1","0"
"/LA/John Lovelace_20200624_2000-2019_IN Site-Specific WD.xlsx$SIC","0","0","0","0","0","1","0"
"/LA/John Lovelace_20200624_2000-2019_IN Site-Specific WD.xlsx$NAICS.SIC","0","0","0","0","0","1","0"
"/LA/John Lovelace_20200624_2000-2019_IN Site-Specific WD.xlsx$deliveries","0","0","0","0","0","1","0"
"/LA/LA_IN_WU.xlsx$ReadMe","0","0","0","0","0","0","1"
"/LA/LA_IN_WU.xlsx$datapull_2000-2019","1","1","1","1","1","0","0"
"/LA/LA_IN_WU.xlsx$LA_IN_WU_facility_list","0","0","0","0","0","1","0"
"/LA/LA_IN_WU.xlsx$SIC Group","0","0","0","0","0","0","1"
"/LA/LA_IN_WU.xlsx$SIC","0","0","0","0","0","0","1"
"/LA/LA_IN_WU.xlsx$NAICS.SIC","0","0","0","0","0","0","1"
"/LA/LA_IN_WU.xlsx$deliveries","0","0","0","0","0","0","1"
"/LA/LA_IN_WU.xlsx$notes","0","0","0","0","0","0","1"
"/LA/LA_NPDES_082720.csv","0","0","0","0","0","0","1"
"/LA/LA_NPDES_082720.xlsx$facility_list","0","0","0","0","0","0","1"
"/LA/LA_NPDES_082720.xlsx$NPDES_082720","0","0","0","0","0","0","1"
"/LA/LA_NPDES_082720.xlsx$notes","0","0","0","0","0","0","1"
"/ME/site_specific_data_20240619.zip","0","0","0","0","0","1","0"
"/ME/site_specific_data_20240619/site_specific_data_20240619/final_snowmaking_data.csv","0","0","0","0","0","1","0"
"/ME/site_specific_data_20240619/site_specific_data_20240619/final_snowmaking_metadata.txt","0","0","0","0","0","1","0"
"/ME/site_specific_data_20240619/site_specific_data_20240619/master_coeffs.csv","1","1","0","0","1","0","0"
"/ME/site_specific_data_20240619/site_specific_data_20240619/master_coeffs_metadata.txt","0","0","0","0","0","0","1"
"/ME/site_specific_data_20240619/site_specific_data_20240619/process.R","0","0","0","0","0","1","0"
"/ME/site_specific_data_20240619/site_specific_data_20240619/wu_monthly.csv","0","0","0","0","0","1","0"
"/ME/site_specific_data_20240619/site_specific_data_20240619/wu_monthly_metadata.txt","0","0","0","0","0","1","0"
"/MO/Industrial_2000-2019.xlsx$Sheet1","1","1","0","0","1","0","0"
"/MO/MO_IN_WU.xlsx$MO_IN_WU","0","0","0","0","0","1","0"
"/MO/MO_IN_WU.xlsx$MO_IN_facility_list","0","0","0","0","0","1","0"
"/MO/MO_IN_WU.xlsx$MO_hoovers_2010","0","0","0","0","0","1","0"
"/MO/MO_IN_WU.xlsx$notes","0","0","0","0","0","1","0"
"/MO/read_me_072120.docx","0","0","0","0","0","1","0"
"/MS/USGS Data Request_Industrial Use 2000-2019.xlsx$MS_IN_WU","1","0","0","0","1","0","0"
"/MS/USGS Data Request_Industrial Use 2000-2019.xlsx$MS_IN_facility_list","1","0","0","0","1","0","0"
"/MS/USGS Data Request_Industrial Use 2000-2019.xlsx$MS_hoovers_2010","0","0","0","0","0","1","0"
"/MS/USGS Data Request_Industrial Use 2000-2019.xlsx$notes","0","0","0","0","1","0","0"
"/ND/Industrial Use 2010-2019.xlsx$IN_data","1","1","1","1","1","0","0"
"/ND/Industrial Use 2010-2019.xlsx$hoovers_2010","0","0","0","0","0","0","1"
"/ND/Industrial Use 2010-2019.xlsx$notes","0","0","0","0","0","0","1"
"/NM/Industrial USGS_frJulie_09182020.xlsx$Sheet1","1","0","0","0","1","0","0"
"/NM/Industrial USGS_frJulie_09182020.xlsx$Sheet2","0","0","0","0","0","0","1"
"/NM/Industrial USGS_frJulie_09182020.xlsx$Sheet3","0","0","0","0","0","0","1"
"/NM/Industrial_NM_forJohnL.xlsx$Industrial2010","1","0","0","1","1","0","0"
"/NM/Industrial_NM_forJohnL.xlsx$Industrial2015","1","0","0","1","1","0","0"
"/NM/Industrial_NM_forJohnL.xlsx$Commercial2010","1","0","0","1","1","0","0"
"/NM/Industrial_NM_forJohnL.xlsx$Commercial2015","1","0","0","1","1","0","0"
"/NM/Industrial_NM_forJohnL.xlsx$water sold to industry","0","0","0","0","1","0","0"
"/NM/NM_IN_WU.xlsx$Industrial2010","1","0","0","1","1","0","0"
"/NM/NM_IN_WU.xlsx$Industrial2015","1","0","0","1","1","0","0"
"/NM/NM_IN_WU.xlsx$NM_IN_WU_facility_list","1","0","0","0","1","0","0"
"/NM/NM_IN_WU.xlsx$NM_NPDES","0","0","0","0","0","0","1"
"/NM/NM_IN_WU.xlsx$hoovers_2010","0","0","0","0","0","1","0"
"/NM/NM_IN_WU.xlsx$notes","0","0","0","0","1","0","0"
"/NM/NM_NPDES_082720.csv","1","1","0","0","1","0","0"
"/NM/NM_NPDES_082720.xlsx$NPDES_082720","0","0","0","0","0","1","0"
"/NM/NM_NPDES_082720.xlsx$facilities_list","1","1","0","0","1","0","0"
"/NM/NM_NPDES_082720.xlsx$notes","0","0","0","0","1","0","0"
"/OH/Ohio Water 2018 - Copy_Shaffer1.accdb","1","1","1","1","1","0","0"
"/OH/Ohio Water 2018_20200710.accdb","1","1","1","1","1","0","0"
"/OH/Ohio Water 2018_Shaffer.xlsx$A_Facility ","0","0","0","0","0","1","0"
"/OH/Ohio Water 2018_Shaffer.xlsx$GW Total All Years ","1","0","0","1","1","0","0"
"/OH/Ohio Water 2018_Shaffer.xlsx$SW Total All Years","1","0","0","1","1","0","0"
"/OH/read_me.docx","0","0","0","0","1","0","0"
"/OR/IM & GC use query results to USGS 7-14-2020.xlsx$IM & GC Use query","1","1","0","0","1","0","0"
"/OR/IM & GC use query results to USGS 7-14-2020.xlsx$Sheet1","0","0","0","0","1","0","0"
"/OR/OR_IN_WU.xlsx$WU Reporting w_POD_IM Component","1","0","1","1","1","0","0"
"/OR/OR_IN_WU.xlsx$OR_IN_WU","1","1","1","1","1","0","0"
"/OR/OR_IN_WU.xlsx$OR_IN_facility_list","1","1","1","1","1","0","0"
"/OR/OR_IN_WU.xlsx$OR_hoovers_2010","0","0","0","0","0","1","0"
"/OR/OR_IN_WU.xlsx$notes","0","0","0","0","1","0","0"
"/OR/OR_NPDES.csv","1","1","0","0","1","0","0"
"/OR/OR_NPDES.xlsx$OR_NPDES","0","0","0","0","0","1","0"
"/OR/OR_NPDES.xlsx$OR_NPDES_facility_list","1","1","0","0","1","0","0"
"/OR/OR_NPDES_2019.csv","1","1","0","0","1","0","0"
"/OR/RE__[EXTERNAL]_RE__industrial_water-use_data_for_Oregon.zip","0","0","0","0","0","1","0"
"/OR/RE__[EXTERNAL]_RE__industrial_water-use_data_for_Oregon/IM & GC use query results to USGS 7-14-2020.xlsx$IM & GC Use query","1","1","0","0","1","0","0"
"/OR/RE__[EXTERNAL]_RE__industrial_water-use_data_for_Oregon/IM & GC use query results to USGS 7-14-2020.xlsx$Sheet1","0","0","0","0","1","0","0"
"/OR/RE__[EXTERNAL]_RE__industrial_water-use_data_for_Oregon/wris_code_key.pdf","1","1","0","0","1","0","0"
"/OR/read_me_072320.docx","0","0","0","0","1","0","0"
"/OR/Water Use Reporting Facilities with IM use component water years 2000-2019.xlsx$WU Reporting w_POD_IM Component","0","0","0","0","0","1","0"
"/OR/Water Use Reporting Facilities with IM use component water years 2000-2019.xlsx$SQL","0","0","0","0","1","0","0"
"/OR/wris_code_key.pdf","0","0","0","0","0","1","0"
"/OR/WUR Facilities with IM use component water years 2000-2019 incl pod lat long.xlsx$WUR POD_IM without pod lat_long","1","1","1","1","1","0","0"
"/OR/WUR Facilities with IM use component water years 2000-2019 incl pod lat long.xlsx$WUR IM w_Pod lat long","1","1","1","1","1","0","0"
"/OR/WUR Facilities with IM use component water years 2000-2019 incl pod lat long.xlsx$Sql1","0","0","0","0","0","1","0"
"/OR/WUR Facilities with IM use component water years 2000-2019 incl pod lat long.xlsx$Sql2","0","0","0","0","1","0","0"
"/PA/PA_IN_2005-2019.zip","0","0","0","0","0","1","0"
"/PA/PA_IN_2005-2019/PA_IN_PF_2005-2019.xlsx$IN_PF_2015-2019_Water_Use_by_Fa","0","0","0","0","0","1","0"
"/PA/PA_IN_2005-2019/PA_IN_PF_2005-2019.xlsx$Sheet1","0","0","0","0","0","0","1"
"/PA/PA_IN_2005-2019/PA_IN_SF_2005_2019.xlsx$IN_2005_Water_Quantity_by_Sourc","0","0","0","0","0","1","0"
"/PA/PA_IN_2005-2019/PA_IN_SF_2005_2019.xlsx$Sheet1","0","0","0","0","0","0","1"
"/PA/PA_IN_PF_2005-2019.xlsx$IN_PF_2015-2019_Water_Use_by_Fa","0","0","0","0","0","1","0"
"/PA/PA_IN_SF_2005_2019.xlsx$IN_2005_Water_Quantity_by_Sourc","1","0","0","0","1","0","0"
"/PA/PA_IN_WU.xlsx$PA_IN_PF","0","0","0","0","0","1","0"
"/PA/PA_IN_WU.xlsx$PA_IN_SF","1","0","1","1","1","0","0"
"/PA/PA_IN_WU.xlsx$PA_IN_facility_list","1","1","0","0","1","0","0"
"/PA/PA_IN_WU.xlsx$PA_hoovers_2010","0","0","0","0","0","1","0"
"/PA/PA_IN_WU.xlsx$notes","0","0","0","0","1","0","0"
"/PA/PA_NPDES.csv","1","1","0","0","1","0","0"
"/PA/PA_NPDES.xlsx$PA_NPDES","0","0","0","0","0","1","0"
"/PA/PA_NPDES.xlsx$PA_NPDES_facility_list","1","1","0","0","1","0","0"
