"State","ValueType","SourceType","Category","Saline","FacilityName","FacilityName1","FacilityName2","FacilityNumber","FacilityNumber1","FacilityNumber2","SourceName","SourceName1","SourceNumber","SourceNumber1","NAICS","SIC","Description","HUC8","HUC10","HUC12","AquiferName1","AquiferName2","BasinName1","BasinName2","Address1","City1","County1","State1","Zip1","Address2","City2","Zip2","Lat","Lon","Datum","Year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Units_monthly","Method_monthly","Annual_reported","Units_annual_reported","Method_annual_reported","DataProtected","DataSource"
"MN","WD","GW","IN",NA,"3m company","3m cottage grove manufacturing site","NA","1960-0687","T27N-R21W-S27",NA,"site well 3",NA,"231869","NA",NA,NA,"Industrial Process Cooling - Once Through",NA,NA,NA,"cjdn","jordan","cjdn","mississippi river twin cities",NA,NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123.219,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW","IN",NA,"3m company","3m cottage grove manufacturing site","NA","1960-0687","T27N-R21W-S27",NA,"site well 4",NA,"231870","NA",NA,NA,"Industrial Process Cooling - Once Through",NA,NA,NA,"cjdncfrn","jordan tunnel city","cjdncfrn","mississippi river twin cities",NA,NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.944,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW","IR",NA,"3m company","NA","NA","1989-6406","T27N-R21W-S28",NA,"1",NA,"194087","NA",NA,NA,"Agricultural Crop Irrigation",NA,NA,NA,"cjdn","jordan","cjdn","mississippi river twin cities",NA,NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.6,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW","PS",NA,"3m company","3m cottage grove manufacturing site","NA","1960-0687","T27N-R21W-S34",NA,"site well 1",NA,"231867","NA",NA,NA,"Commercial/Institutional Water Supply",NA,NA,NA,"cjdn","jordan","cjdn","mississippi river twin cities",NA,NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW","PS",NA,"3m company","3m cottage grove manufacturing site","NA","1960-0687","T27N-R21W-S34",NA,"site well 5",NA,"231871","NA",NA,NA,"Commercial/Institutional Water Supply",NA,NA,NA,"qwta","water table","qwta","mississippi river twin cities",NA,NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW","PS",NA,"3m company","3m cottage grove manufacturing site","NA","1960-0687","T27N-R21W-S34",NA,"site well 6",NA,"229117","NA",NA,NA,"Commercial/Institutional Water Supply",NA,NA,NA,"qwta","water table","qwta","mississippi river twin cities",NA,NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW","IN",NA,"3m company","3m cottage grove manufacturing site","NA","1960-0687","T27N-R21W-S34",NA,"site well 1",NA,"231867","NA",NA,NA,"Industrial Process Cooling - Once Through",NA,NA,NA,"cjdn","jordan","cjdn","mississippi river twin cities",NA,NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.468,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW","IN",NA,"3m company","3m cottage grove manufacturing site","NA","1960-0687","T27N-R21W-S34",NA,"site well 6",NA,"229117","NA",NA,NA,"Industrial Process Cooling - Once Through",NA,NA,NA,"qwta","water table","qwta","mississippi river twin cities",NA,NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,274.132896,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW","IN",NA,"3m company","3m cottage grove manufacturing site","NA","1960-0687","T27N-R21W-S34",NA,"site well 5",NA,"231871","NA",NA,NA,"Industrial Process Cooling - Once Through",NA,NA,NA,"qwta","water table","qwta","mississippi river twin cities",NA,NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,337.334,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW",NA,NA,"3m company","3m woodbury well site","NA","1967-0674","T28N-R21W-S35",NA,"3",NA,"233555","NA",NA,NA,"Pollution Containment",NA,NA,NA,"opdc","prairie du chien","opdc","mississippi river twin cities",NA,NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386.908,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW",NA,NA,"3m company","3m woodbury well site","NA","1967-0674","T28N-R21W-S35",NA,"1",NA,"233141","NA",NA,NA,"Pollution Containment",NA,NA,NA,"opdccjdn","prairie du chien jordan","opdccjdn","mississippi river twin cities",NA,NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,431.587,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW",NA,NA,"3m company","3m woodbury well site","NA","1967-0674","T28N-R21W-S35",NA,"4",NA,"233135","NA",NA,NA,"Pollution Containment",NA,NA,NA,"opdc","prairie du chien","opdc","mississippi river twin cities",NA,NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,773.377,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW",NA,NA,"3m company","oakdale disposal","NA","1985-6321","T29N-R21W-S18",NA,"12",NA,"403798","NA",NA,NA,"Pollution Containment",NA,NA,NA,"qwta","water table","qwta","lower st croix river",NA,NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW",NA,NA,"3m company","oakdale disposal","NA","1985-6321","T29N-R21W-S18",NA,"5",NA,"403790","NA",NA,NA,"Pollution Containment",NA,NA,NA,"qwta","water table","qwta","lower st croix river",NA,NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW",NA,NA,"3m company","oakdale disposal","NA","1985-6321","T29N-R21W-S18",NA,"7",NA,"403792","NA",NA,NA,"Pollution Containment",NA,NA,NA,"qwta","water table","qwta","lower st croix river",NA,NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW",NA,NA,"3m company","oakdale disposal","NA","1985-6321","T29N-R21W-S18",NA,"8",NA,"403793","NA",NA,NA,"Pollution Containment",NA,NA,NA,"qwta","water table","qwta","lower st croix river",NA,NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW",NA,NA,"3m company","oakdale disposal","NA","1985-6321","T29N-R21W-S18",NA,"9",NA,"403794","NA",NA,NA,"Pollution Containment",NA,NA,NA,"qwta","water table","qwta","lower st croix river",NA,NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW",NA,NA,"3m company","oakdale disposal","NA","1985-6321","T29N-R21W-S18",NA,"10",NA,"403795","NA",NA,NA,"Pollution Containment",NA,NA,NA,"qwta","water table","qwta","lower st croix river",NA,NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03385,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW",NA,NA,"3m company","oakdale disposal","NA","1985-6321","T29N-R21W-S18",NA,"3",NA,"403788","NA",NA,NA,"Pollution Containment",NA,NA,NA,"qwta","water table","qwta","lower st croix river",NA,NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.305124,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW",NA,NA,"3m company","oakdale disposal","NA","1985-6321","T29N-R21W-S18",NA,"1",NA,"403786","NA",NA,NA,"Pollution Containment",NA,NA,NA,"qwta","water table","qwta","lower st croix river",NA,NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.976741,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW",NA,NA,"3m company","oakdale disposal","NA","1985-6321","T29N-R21W-S18",NA,"4",NA,"403789","NA",NA,NA,"Pollution Containment",NA,NA,NA,"qwta","water table","qwta","lower st croix river",NA,NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.168305,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW",NA,NA,"3m company","oakdale disposal","NA","1985-6321","T29N-R21W-S18",NA,"2",NA,"403787","NA",NA,NA,"Pollution Containment",NA,NA,NA,"qwta","water table","qwta","lower st croix river",NA,NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.365485,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW",NA,NA,"3m company","oakdale disposal","NA","1985-6321","T29N-R21W-S18",NA,"11",NA,"403796","NA",NA,NA,"Pollution Containment",NA,NA,NA,"qwta","water table","qwta","lower st croix river",NA,NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.99846,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW",NA,NA,"3m company","oakdale disposal","NA","1985-6321","T29N-R21W-S18",NA,"6",NA,"403791","NA",NA,NA,"Pollution Containment",NA,NA,NA,"qwta","water table","qwta","lower st croix river",NA,NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.82878,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW","IN",NA,"3m company","NA","NA","1986-6252","T29N-R22W-S28",NA,"1",NA,"200480","NA",NA,NA,"Non-metallic Processing (rubber, plastic, glass, concrete)",NA,NA,NA,"opdccjdn","prairie du chien jordan","opdccjdn","mississippi river twin cities",NA,NA,"Ramsey",NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW","IN",NA,"3m company","NA","NA","1986-6252","T29N-R22W-S28",NA,"2",NA,"200481","NA",NA,NA,"Non-metallic Processing (rubber, plastic, glass, concrete)",NA,NA,NA,"ostpopdc","st peter prairie du chien","ostpopdc","mississippi river twin cities",NA,NA,"Ramsey",NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW","IN",NA,"3m company","NA","NA","1986-6252","T29N-R22W-S28",NA,"4",NA,"200486","NA",NA,NA,"Non-metallic Processing (rubber, plastic, glass, concrete)",NA,NA,NA,"opdccjdn","prairie du chien jordan","opdccjdn","mississippi river twin cities",NA,NA,"Ramsey",NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW","IN",NA,"3m company","NA","NA","1986-6252","T29N-R22W-S28",NA,"3",NA,"200484","NA",NA,NA,"Non-metallic Processing (rubber, plastic, glass, concrete)",NA,NA,NA,"opdccjdn","prairie du chien jordan","opdccjdn","mississippi river twin cities",NA,NA,"Ramsey",NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.656,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW","IR",NA,"3m company","building 259","NA","1975-6084","T29N-R22W-S36",NA,"3",NA,"127256","NA",NA,NA,"Landscaping/Athletic Field Irrigation",NA,NA,NA,"opcj","prairie du chien jordan","opcj","mississippi river twin cities",NA,NA,"Ramsey",NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.195,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW","IR",NA,"3m company","3m bldg 207","NA","1986-6251","T29N-R22W-S36",NA,"1",NA,"207969","NA",NA,NA,"Landscaping/Athletic Field Irrigation",NA,NA,NA,"opdccstl","prairie du chien st lawrence","opdccstl","mississippi river twin cities",NA,NA,"Ramsey",NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.683,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW","IN",NA,"8th and jefferson limited liability corporation","NA","anova furnishings","1998-5069","T107N-R7W-S25",NA,"1",NA,"255712","NA",NA,NA,"Non-metallic Processing (rubber, plastic, glass, concrete)",NA,NA,NA,"NA","NA","NA","mississippi river winona",NA,NA,"Winona",NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.575051,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW","IN",NA,"aacron incorporated","trim plant","NA","1978-6281","T118N-R22W-S22",NA,"2",NA,"149848","NA",NA,NA,"Metal Processing",NA,NA,NA,"opdccjdn","prairie du chien jordan","opdccjdn","mississippi river twin cities",NA,NA,"Hennepin",NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.426,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW","IN",NA,"aacron incorporated","arch plant","NA","1980-6182","T118N-R22W-S22",NA,"1",NA,"204341","NA",NA,NA,"Metal Processing",NA,NA,NA,"opdc","prairie du chien","opdc","mississippi river twin cities",NA,NA,"Hennepin",NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.531,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW","IR",NA,"aande family farms limited liability partnership","NA","NA","1972-0379","T121N-R31W-S27 SENE",NA,"2 664943",NA,"664943","NA",NA,NA,"Agricultural Crop Irrigation",NA,NA,NA,"qbaa","quaternary buried artesian","qbaa","north fork crow river",NA,NA,"Meeker",NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.9845,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW","IN",NA,"ab mauri food incorporated dba ohly americas","NA","NA","1966-1155","T117N-R29W-S31 SESE",NA,"5",NA,"210423","NA",NA,NA,"Agricultural/Food Processing",NA,NA,NA,"qbaa","quaternary buried artesian","qbaa","south fork crow river",NA,NA,"McLeod",NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.3895,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW","IN",NA,"ab mauri food incorporated dba ohly americas","NA","NA","1966-1155","T117N-R29W-S31 SWSE",NA,"1",NA,"210429","NA",NA,NA,"Agricultural/Food Processing",NA,NA,NA,"qbaa","quaternary buried artesian","qbaa","south fork crow river",NA,NA,"McLeod",NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW","IN",NA,"ab mauri food incorporated dba ohly americas","NA","NA","1966-1155","T117N-R29W-S31 SWSE",NA,"4",NA,"210433","NA",NA,NA,"Agricultural/Food Processing",NA,NA,NA,"qbaa","quaternary buried artesian","qbaa","south fork crow river",NA,NA,"McLeod",NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW","IN",NA,"ab mauri food incorporated dba ohly americas","NA","NA","1966-1155","T117N-R29W-S31 SWSE",NA,"2",NA,"177050","NA",NA,NA,"Agricultural/Food Processing",NA,NA,NA,"qbaa","quaternary buried artesian","qbaa","south fork crow river",NA,NA,"McLeod",NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386.515032,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW","PS",NA,"abbott northwestern hospital","NA","NA","1963-0066","T29N-R24W-S35 NESW",NA,"2",NA,"201083","NA",NA,NA,"Commercial/Institutional Water Supply",NA,NA,NA,"cjdn","jordan","cjdn","mississippi river twin cities",NA,NA,"Hennepin",NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.492664,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW","PS",NA,"abbott northwestern hospital","NA","NA","1963-0066","T29N-R24W-S35 NESW",NA,"1",NA,"201082","NA",NA,NA,"Commercial/Institutional Water Supply",NA,NA,NA,"cjdn","jordan","cjdn","mississippi river twin cities",NA,NA,"Hennepin",NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.504632,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
