"State","ValueType","SourceType","Category","Saline","FacilityName","FacilityName1","FacilityName2","FacilityNumber","FacilityNumber1","FacilityNumber2","SourceName","SourceName1","SourceNumber","SourceNumber1","NAICS","SIC","Description","HUC8","HUC10","HUC12","AquiferName1","AquiferName2","BasinName1","BasinName2","Address1","City1","County1","State1","Zip1","Address2","City2","Zip2","Lat","Lon","Datum","Year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Units_monthly","Method_monthly","Annual_reported","Units_annual_reported","Method_annual_reported","DataProtected","FIPS5code","SITESELECTION_FACILITYID","SITESELECTION_NAME","SITESELECTION_ADDRESS","SITESELECTION_ADDRESS_Fix","SITESELECTION_ADRSFLAG","SITESELECTION_CITY","SITESELECTION_STATE","SITESELECTION_COUNTY","SITESELECTION_ZIP","SITESELECTION_FLAGZIP","SITESELECTION_PHONE","SITESELECTION_LATITUDE","SITESELECTION_LONGITUDE","SITESELECTION_NAICS","SITESELECTION_NAICSDESCR","SITESELECTION_SIC","SITESELECTION_SICDESCR","SITESELECTION_ZIP_PHONE","SITESELECTION_CITY_ADDRESS","SITESELECTION_LL_Src","SITESELECTION_DATASET_MATCHES_ALL2","SITESELECTION_NAICS_2","SITESELECTION_LATITUDE2","SITESELECTION_LONGITUDE2","SITESELECTION_NAICS2_2","DataSource"
"AL","RL",NA,NA,NA,"3m",NA,NA,"134",NA,NA,"3m decatur",NA,NA,NA,"3261",NA,NA,"06030002","0603000238",NA,NA,NA,"baker creek",NA,NA,NA,"Morgan",NA,NA,NA,NA,NA,"34.6416664","-87.03611",NA,2010,3.8,4.1,4,4.3,4.8,5.4,4.8,4.4,3.6,4.5,4.3,4.1,"mgd","Metered",6.06575342465753,"mgd","permitted","TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AL/USGS Lovelace NP Data Request_20200812_Final.xlsx$Discharge Data, /AL/USGS Lovelace NP Data Request_20200812_Final.xlsx$DC Points, /AL/USGS Lovelace NP Data Request_20200812_Final.xlsx$ReadMe, /AL/USGS Lovelace NP Data Request_20200812_Final.xlsx$NAICS LIST"
"AL","RL",NA,NA,NA,"3m",NA,NA,"134",NA,NA,"3m decatur",NA,NA,NA,"3261",NA,NA,"06030002","0603000238",NA,NA,NA,"baker creek",NA,NA,NA,"Morgan",NA,NA,NA,NA,NA,"34.6416664","-87.03611",NA,2011,5.1,5.5,4.4,4.9,5.3,5,5.3,5.5,4.7,5.2,4.3,3.6,"mgd","Metered",6.06575342465753,"mgd","permitted","TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AL/USGS Lovelace NP Data Request_20200812_Final.xlsx$Discharge Data, /AL/USGS Lovelace NP Data Request_20200812_Final.xlsx$DC Points, /AL/USGS Lovelace NP Data Request_20200812_Final.xlsx$ReadMe, /AL/USGS Lovelace NP Data Request_20200812_Final.xlsx$NAICS LIST"
"AL","RL",NA,NA,NA,"3m",NA,NA,"134",NA,NA,"3m decatur",NA,NA,NA,"3261",NA,NA,"06030002","0603000238",NA,NA,NA,"baker creek",NA,NA,NA,"Morgan",NA,NA,NA,NA,NA,"34.6416664","-87.03611",NA,2012,4.4,4.5,4.7,5.1,4.8,4.7,5.4,5.2,4.7,4.9,4.2,4.4,"mgd","Metered",6.06575342465753,"mgd","permitted","TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AL/USGS Lovelace NP Data Request_20200812_Final.xlsx$Discharge Data, /AL/USGS Lovelace NP Data Request_20200812_Final.xlsx$DC Points, /AL/USGS Lovelace NP Data Request_20200812_Final.xlsx$ReadMe, /AL/USGS Lovelace NP Data Request_20200812_Final.xlsx$NAICS LIST"
"AL","RL",NA,NA,NA,"3m",NA,NA,"134",NA,NA,"3m decatur",NA,NA,NA,"3261",NA,NA,"06030002","0603000238",NA,NA,NA,"baker creek",NA,NA,NA,"Morgan",NA,NA,NA,NA,NA,"34.6416664","-87.03611",NA,2013,3.6,4.6,4.6,4.4,5.2,4.8,4.7,4.4,4.3,4.8,4.6,3.5,"mgd","Metered",6.06575342465753,"mgd","permitted","TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AL/USGS Lovelace NP Data Request_20200812_Final.xlsx$Discharge Data, /AL/USGS Lovelace NP Data Request_20200812_Final.xlsx$DC Points, /AL/USGS Lovelace NP Data Request_20200812_Final.xlsx$ReadMe, /AL/USGS Lovelace NP Data Request_20200812_Final.xlsx$NAICS LIST"
"AL","RL",NA,NA,NA,"3m",NA,NA,"134",NA,NA,"3m decatur",NA,NA,NA,"3261",NA,NA,"06030002","0603000238",NA,NA,NA,"baker creek",NA,NA,NA,"Morgan",NA,NA,NA,NA,NA,"34.6416664","-87.03611",NA,2014,2.6,3.5,3.5,3.7,3.6,3.8,4.3,3.3,3.1,3,2.5,2.3,"mgd","Metered",6.06575342465753,"mgd","permitted","TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AL/USGS Lovelace NP Data Request_20200812_Final.xlsx$Discharge Data, /AL/USGS Lovelace NP Data Request_20200812_Final.xlsx$DC Points, /AL/USGS Lovelace NP Data Request_20200812_Final.xlsx$ReadMe, /AL/USGS Lovelace NP Data Request_20200812_Final.xlsx$NAICS LIST"
"AL","RL",NA,NA,NA,"3m",NA,NA,"134",NA,NA,"3m decatur",NA,NA,NA,"3261",NA,NA,"06030002","0603000238",NA,NA,NA,"baker creek",NA,NA,NA,"Morgan",NA,NA,NA,NA,NA,"34.6416664","-87.03611",NA,2015,5.2,4.5,5.3,5.3,5.9,5.6,7.1,7.1,7.2,7,6.8,6.9,"mgd","Metered",6.06575342465753,"mgd","permitted","TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AL/USGS Lovelace NP Data Request_20200812_Final.xlsx$Discharge Data, /AL/USGS Lovelace NP Data Request_20200812_Final.xlsx$DC Points, /AL/USGS Lovelace NP Data Request_20200812_Final.xlsx$ReadMe, /AL/USGS Lovelace NP Data Request_20200812_Final.xlsx$NAICS LIST"
"AL","RL",NA,NA,NA,"3m",NA,NA,"134",NA,NA,"3m decatur",NA,NA,NA,"3261",NA,NA,"06030002","0603000238",NA,NA,NA,"baker creek",NA,NA,NA,"Morgan",NA,NA,NA,NA,NA,"34.6416664","-87.03611",NA,2017,4.1,3.9,4.1,4.3,4.6,4.7,5,4.4,4.6,4.8,4.4,4.1,"mgd","Metered",6.06575342465753,"mgd","permitted","TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AL/USGS Lovelace NP Data Request_20200812_Final.xlsx$Discharge Data, /AL/USGS Lovelace NP Data Request_20200812_Final.xlsx$DC Points, /AL/USGS Lovelace NP Data Request_20200812_Final.xlsx$ReadMe, /AL/USGS Lovelace NP Data Request_20200812_Final.xlsx$NAICS LIST"
"AL","RL",NA,NA,NA,"3m",NA,NA,"134",NA,NA,"3m decatur",NA,NA,NA,"3261",NA,NA,"06030002","0603000238",NA,NA,NA,"baker creek",NA,NA,NA,"Morgan",NA,NA,NA,NA,NA,"34.6416664","-87.03611",NA,2018,6.51,6.44,6.15,5.68,4.94,6.42,6.36,7.13,5.67,5.09,5.33,5.17,"mgd","Metered",6.06575342465753,"mgd","permitted","TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AL/USGS Lovelace NP Data Request_20200812_Final.xlsx$Discharge Data, /AL/USGS Lovelace NP Data Request_20200812_Final.xlsx$DC Points, /AL/USGS Lovelace NP Data Request_20200812_Final.xlsx$ReadMe, /AL/USGS Lovelace NP Data Request_20200812_Final.xlsx$NAICS LIST"
"AL","RL",NA,NA,NA,"3m",NA,NA,"134",NA,NA,"3m decatur",NA,NA,NA,"3261",NA,NA,"06030002","0603000238",NA,NA,NA,"baker creek",NA,NA,NA,"Morgan",NA,NA,NA,NA,NA,"34.6416664","-87.03611",NA,2019,5.203,5.943,5.416,5.17,4.526,4.327,4.703,5.039,4.963,4.039,4.43,3.935,"mgd","Metered",6.06575342465753,"mgd","permitted","TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AL/USGS Lovelace NP Data Request_20200812_Final.xlsx$Discharge Data, /AL/USGS Lovelace NP Data Request_20200812_Final.xlsx$DC Points, /AL/USGS Lovelace NP Data Request_20200812_Final.xlsx$ReadMe, /AL/USGS Lovelace NP Data Request_20200812_Final.xlsx$NAICS LIST"
"AL","WD","SW",NA,NA,"3m",NA,NA,"134",NA,NA,"3m decatur river intake center",NA,NA,NA,"3261",NA,NA,"06030002","0603000241",NA,NA,NA,"mallard creek","tennessee river",NA,NA,"Morgan",NA,NA,NA,NA,NA,"34.6444435","-87.05278",NA,2000,4.1,4.2,4.3,3.9,4.2,4.3,4.2,4.3,4.4,4.4,4.3,4,"mgd","Metered",4.03561643835616,"mgd","permitted","TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AL/USGS Lovelace NP Data Request_20200812_Final.xlsx$Withdrawal Data, /AL/USGS Lovelace NP Data Request_20200812_Final.xlsx$SW Intakes, /AL/USGS Lovelace NP Data Request_20200812_Final.xlsx$ReadMe, /AL/USGS Lovelace NP Data Request_20200812_Final.xlsx$NAICS LIST"
"AL","WD","SW",NA,NA,"3m",NA,NA,"134",NA,NA,"3m decatur river intake center",NA,NA,NA,"3261",NA,NA,"06030002","0603000241",NA,NA,NA,"mallard creek","tennessee river",NA,NA,"Morgan",NA,NA,NA,NA,NA,"34.6444435","-87.05278",NA,2001,3.2,2,3.1,3.1,2.5,2.3,1.7,1.7,1.9,1.6,1.6,1.4,"mgd","Metered",4.03561643835616,"mgd","permitted","TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AL/USGS Lovelace NP Data Request_20200812_Final.xlsx$Withdrawal Data, /AL/USGS Lovelace NP Data Request_20200812_Final.xlsx$SW Intakes, /AL/USGS Lovelace NP Data Request_20200812_Final.xlsx$ReadMe, /AL/USGS Lovelace NP Data Request_20200812_Final.xlsx$NAICS LIST"
"AL","WD","SW",NA,NA,"3m",NA,NA,"134",NA,NA,"3m decatur river intake center",NA,NA,NA,"3261",NA,NA,"06030002","0603000241",NA,NA,NA,"mallard creek","tennessee river",NA,NA,"Morgan",NA,NA,NA,NA,NA,"34.6444435","-87.05278",NA,2002,1.5,1.5,1.8,1.6,1.8,1.8,1.6,1.6,1.6,1.5,1.3,1.3,"mgd","Metered",4.03561643835616,"mgd","permitted","TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AL/USGS Lovelace NP Data Request_20200812_Final.xlsx$Withdrawal Data, /AL/USGS Lovelace NP Data Request_20200812_Final.xlsx$SW Intakes, /AL/USGS Lovelace NP Data Request_20200812_Final.xlsx$ReadMe, /AL/USGS Lovelace NP Data Request_20200812_Final.xlsx$NAICS LIST"
"AL","WD","SW",NA,NA,"3m",NA,NA,"134",NA,NA,"3m decatur river intake center",NA,NA,NA,"3261",NA,NA,"06030002","0603000241",NA,NA,NA,"mallard creek","tennessee river",NA,NA,"Morgan",NA,NA,NA,NA,NA,"34.6444435","-87.05278",NA,2003,1.5,1.5,1.5,1.7,1.8,1.7,1.6,1.7,1.7,1.5,1.5,1.1,"mgd","Metered",4.03561643835616,"mgd","permitted","TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AL/USGS Lovelace NP Data Request_20200812_Final.xlsx$Withdrawal Data, /AL/USGS Lovelace NP Data Request_20200812_Final.xlsx$SW Intakes, /AL/USGS Lovelace NP Data Request_20200812_Final.xlsx$ReadMe, /AL/USGS Lovelace NP Data Request_20200812_Final.xlsx$NAICS LIST"
"AL","WD","SW",NA,NA,"3m",NA,NA,"134",NA,NA,"3m decatur river intake center",NA,NA,NA,"3261",NA,NA,"06030002","0603000241",NA,NA,NA,"mallard creek","tennessee river",NA,NA,"Morgan",NA,NA,NA,NA,NA,"34.6444435","-87.05278",NA,2004,1.3,1.3,1.2,1.3,1.4,1.7,1.7,1.6,1.5,1.5,1.2,1.3,"mgd","Metered",4.03561643835616,"mgd","permitted","TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AL/USGS Lovelace NP Data Request_20200812_Final.xlsx$Withdrawal Data, /AL/USGS Lovelace NP Data Request_20200812_Final.xlsx$SW Intakes, /AL/USGS Lovelace NP Data Request_20200812_Final.xlsx$ReadMe, /AL/USGS Lovelace NP Data Request_20200812_Final.xlsx$NAICS LIST"
"AL","WD","SW",NA,NA,"3m",NA,NA,"134",NA,NA,"3m decatur river intake center",NA,NA,NA,"3261",NA,NA,"06030002","0603000241",NA,NA,NA,"mallard creek","tennessee river",NA,NA,"Morgan",NA,NA,NA,NA,NA,"34.6444435","-87.05278",NA,2005,1.6,1.5,1.5,1.6,1.7,2,2.4,2.4,1.7,1.6,1.6,1.5,"mgd","Metered",4.03561643835616,"mgd","permitted","TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AL/USGS Lovelace NP Data Request_20200812_Final.xlsx$Withdrawal Data, /AL/USGS Lovelace NP Data Request_20200812_Final.xlsx$SW Intakes, /AL/USGS Lovelace NP Data Request_20200812_Final.xlsx$ReadMe, /AL/USGS Lovelace NP Data Request_20200812_Final.xlsx$NAICS LIST"
"AL","WD","SW",NA,NA,"3m",NA,NA,"134",NA,NA,"3m decatur river intake center",NA,NA,NA,"3261",NA,NA,"06030002","0603000241",NA,NA,NA,"mallard creek","tennessee river",NA,NA,"Morgan",NA,NA,NA,NA,NA,"34.6444435","-87.05278",NA,2006,1.5,1.4,1.3,1.7,1.9,1.7,1.7,1.7,1.7,1.7,1.5,1.4,"mgd","Metered",4.03561643835616,"mgd","permitted","TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AL/USGS Lovelace NP Data Request_20200812_Final.xlsx$Withdrawal Data, /AL/USGS Lovelace NP Data Request_20200812_Final.xlsx$SW Intakes, /AL/USGS Lovelace NP Data Request_20200812_Final.xlsx$ReadMe, /AL/USGS Lovelace NP Data Request_20200812_Final.xlsx$NAICS LIST"
"AL","WD","SW",NA,NA,"3m",NA,NA,"134",NA,NA,"3m decatur river intake center",NA,NA,NA,"3261",NA,NA,"06030002","0603000241",NA,NA,NA,"mallard creek","tennessee river",NA,NA,"Morgan",NA,NA,NA,NA,NA,"34.6444435","-87.05278",NA,2007,1.4,1.6,1.3,1.1,1.3,1.4,1.6,2,1.4,1.8,1.5,1.3,"mgd","Metered",4.03561643835616,"mgd","permitted","TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AL/USGS Lovelace NP Data Request_20200812_Final.xlsx$Withdrawal Data, /AL/USGS Lovelace NP Data Request_20200812_Final.xlsx$SW Intakes, /AL/USGS Lovelace NP Data Request_20200812_Final.xlsx$ReadMe, /AL/USGS Lovelace NP Data Request_20200812_Final.xlsx$NAICS LIST"
"AL","WD","SW",NA,NA,"3m",NA,NA,"134",NA,NA,"3m decatur river intake center",NA,NA,NA,"3261",NA,NA,"06030002","0603000241",NA,NA,NA,"mallard creek","tennessee river",NA,NA,"Morgan",NA,NA,NA,NA,NA,"34.6444435","-87.05278",NA,2008,1.4,1.4,1.2,1.3,1.4,1.5,1.7,1.7,1.5,1.5,1.3,1,"mgd","Metered",4.03561643835616,"mgd","permitted","TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AL/USGS Lovelace NP Data Request_20200812_Final.xlsx$Withdrawal Data, /AL/USGS Lovelace NP Data Request_20200812_Final.xlsx$SW Intakes, /AL/USGS Lovelace NP Data Request_20200812_Final.xlsx$ReadMe, /AL/USGS Lovelace NP Data Request_20200812_Final.xlsx$NAICS LIST"
