"State","ValueType","SourceType","Category","Saline","FacilityName","FacilityName1","FacilityName2","FacilityNumber","FacilityNumber1","FacilityNumber2","SourceName","SourceName1","SourceNumber","SourceNumber1","SourceNumber2","NAICS","SIC","Description","HUC8","HUC10","HUC12","AquiferName1","AquiferName2","BasinName1","BasinName2","Address1","City1","County1","State1","Zip1","Address2","City2","County2","State2","Zip2","Lat","Lon","Datum","Projection","Year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Units_monthly","Method_monthly","Annual_reported","Units_annual_reported","Method_annual_reported","DataProtected","FIPS5code","SITESELECTION_FACILITYID","SITESELECTION_V1","SITESELECTION_X","SITESELECTION_NPDES_ID","SITESELECTION_NAME","SITESELECTION_NAME_FIX","SITESELECTION_ADDRESS","SITESELECTION_ADDRESS_Fix","SITESELECTION_ADRSFLAG","SITESELECTION_CITY","SITESELECTION_STATE","SITESELECTION_COUNTY","SITESELECTION_ZIP","SITESELECTION_ZIP_5","SITESELECTION_FLAGZIP","SITESELECTION_PHONE","SITESELECTION_LATITUDE","SITESELECTION_LONGITUDE","SITESELECTION_NAICS","SITESELECTION_SIC","SITESELECTION_EMP","SITESELECTION_TotPerson","SITESELECTION_Area","SITESELECTION_AnnSaleVol","SITESELECTION_JobsReported","SITESELECTION_ZIP_PHONE","SITESELECTION_CITY_ADDRESS","SITESELECTION_LL_Src","SITESELECTION_DATASET_MATCHES_ALL2","SITESELECTION_NEW_REC","SITESELECTION_STATE_NAME","SITESELECTION_StateFIPS","SITESELECTION_CNTY_FIPS","SITESELECTION_ST_CNTY_FIPS","SITESELECTION_CDC_Region","SITESELECTION_huc2","SITESELECTION_NAICSDESCR","SITESELECTION_SICDESCR","DataSource"
"WV",NA,NA,NA,NA,"BANNER FIBREBOARD COMPANY","BANNER FIBREBOARD COMPANY","BANNER FIBREBOARD COMPANY",NA,NA,NA,NA,NA,NA,NA,NA,"32213","2631",NA,NA,NA,NA,NA,NA,NA,NA,"41 15th St","Wheeling","Ohio","WV",NA,"41 15th St","Wheeling","OHIO","WV",NA,"40.289439999999999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D_72298","512144","512144","NA","BANNER FIBREBOARD COMPANY","BANNER FIBREBOARD COMPANY","41 15TH ST","41 15TH STREET","OK","WHEELING","WV","OHIO","26003","26003","GOOD","(304) 737-3711","40.065381","-80.718969","322130","NA","NA","39","0","6223120","NA","26003 _ (304) 737-3711","WHEELING_41 15TH ST","DBPT","DB, FRS","N","WEST VIRGINIA","54","69","54069","SOUTH_ATLANTIC","5","PAPERBOARD MILLS","NA","Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs, USEPA_HIFLD_EIA_PPP_facility_v7.1.csv"
"WV",NA,NA,NA,NA,"BAYER CROPSCIENCE INSTITUTE PLANT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"325320, 325199","2860",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38.380000000000003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"WV",NA,NA,NA,NA,"BAYER MATERIALSCIENCE LIMITED LIABILITY COMPANY","BAYER MATERIALSCIENCE LIMITED LIABILITY COMPANY","BAYER MATERIALSCIENCE LIMITED LIABILITY COMPANY",NA,NA,NA,NA,NA,NA,NA,NA,"325110","2821",NA,NA,NA,NA,NA,NA,NA,NA,"501 2nd Avenue Sw","South Charleston","Kanawha","WV",NA,"501 2nd Avenue Sw","South Charleston","KANAWHA","WV",NA,"39.729439999999997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P_116031","79733","79733","NA","BAYER MATERIALSCIENCE, LLC","BAYER MATERIALSCIENCE LIMITED LIABILITY COMPANY","501 2ND AVENUE SW","501 2ND AVENUE SW","OK","SOUTH CHARLESTON","WV","KANAWHA","25303","25303","GOOD","(304) 746-8000","38.3666367","-81.6887714","325131","2819","40","NA","NA","NA","NA","25303 _ (304) 746-8000","SOUTH CHARLESTON_501 2ND AVENUE SW","PINPT","PIN, BUS","N","WEST VIRGINIA","54","39","54039","SOUTH_ATLANTIC","5","NA","NA","Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs, USEPA_HIFLD_EIA_PPP_facility_v7.1.csv"
"WV",NA,NA,NA,NA,"BAYER MATERIALSCIENCE LIMITED LIABILITY COMPANY","BAYER MATERIALSCIENCE LIMITED LIABILITY COMPANY","BAYER MATERIALSCIENCE LIMITED LIABILITY COMPANY",NA,NA,NA,NA,NA,NA,NA,NA,"325110","2821",NA,NA,NA,NA,NA,NA,NA,NA,"Rt 25","Institute","Kanawha","WV",NA,"Rt 25","Institute","KANAWHA","WV",NA,"39.729439999999997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E_110069727077","918690","918690","NA","BAYER MATERIALSCIENCE LLC","BAYER MATERIALSCIENCE LIMITED LIABILITY COMPANY","RT 25","RT 25","OK","INSTITUTE","WV","KANAWHA","25112","25112","GOOD","NA","38.383705","-81.765405","325199","NA","NA","NA","NA","NA","NA","NA","INSTITUTE_RT 25","CITY CENTROID","FRS","Y","NA","NA","NA","NA","NA","NA","ALL OTHER BASIC ORGANIC CHEMICAL MANUFACTURING.","NA","Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs, USEPA_HIFLD_EIA_PPP_facility_v7.1.csv"
"WV",NA,NA,NA,NA,"BAYER MATERIALSCIENCE LIMITED LIABILITY COMPANY","BAYER MATERIALSCIENCE LIMITED LIABILITY COMPANY","BAYER MATERIALSCIENCE LIMITED LIABILITY COMPANY",NA,NA,NA,NA,NA,NA,NA,NA,"325110","2821",NA,NA,NA,NA,NA,NA,NA,NA,"Wv 2 N","New Martinsville","Marshall","WV",NA,"Wv 2 N","New Martinsville","MARSHALL","WV",NA,"39.729439999999997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P_115998","79717","79717","NA","BAYER MATERIALSCIENCE, LLC","BAYER MATERIALSCIENCE LIMITED LIABILITY COMPANY","WV 2 NORTH","WV 2 N","UPDATED","NEW MARTINSVILLE","WV","MARSHALL","26155","26155","GOOD","(304) 455-4400","39.7235993","-80.8254708","32551","2899","320","600","0","0","NA","26155 _ (304) 455-4400","NEW MARTINSVILLE_WV 2 N","PINPT","PIN, BUS, DB","N","WEST VIRGINIA","54","51","54051","SOUTH_ATLANTIC","5","NA","NA","Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs, USEPA_HIFLD_EIA_PPP_facility_v7.1.csv"
"WV",NA,NA,NA,NA,"BDC BEECH BOTTOM PLANT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"333120","3531",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40.229100000000003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"WV",NA,NA,NA,NA,"BERKELEY CLUB BEVERAGES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"312112","2086",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39.626716000000002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"WV",NA,NA,NA,NA,"BRASKEM AMERICA INCORPORATED NEAL PLANT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"325211","2821",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38.354444000000001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"WV",NA,NA,NA,NA,"BUSINESS DEVELOPMENT CORPORATION BEECH BOTTOM INDUSTRIAL PARK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3312, 531120","3472, 6512",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40.229100000000003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"WV",NA,NA,NA,NA,"CENTURY ALUMINUM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"331312","3334",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38.935830000000003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"WV",NA,NA,NA,NA,"CLEARON CORPORATION","CLEARON CORPORATION","CLEARON CORPORATION",NA,NA,NA,NA,NA,NA,NA,NA,"325188","2819",NA,NA,NA,NA,NA,NA,NA,NA,"3100 Maccorkle Avenue Sw # 13","Charleston","Kanawha","WV",NA,"3100 Maccorkle Avenue Sw # 13","Charleston","KANAWHA","WV",NA,"38.3675",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D_478922","512164","512164","NA","CLEARON CORP.","CLEARON CORPORATION","3100 MACCORKLE AVE SW # 13","3100 MACCORKLE AVENUE SW # 13","UPDATED","CHARLESTON","WV","KANAWHA","25303","25303","GOOD","(304) 746-0952","38.3657","-81.7017","325180","NA","NA","39","0","0","NA","25303 _ (304) 746-0952","CHARLESTON_3100 MACCORKLE AVENUE SW # 13","DBPT","DB","N","WEST VIRGINIA","54","39","54039","SOUTH_ATLANTIC","5","OTHER BASIC INORGANIC CHEMICAL MANUFACTURING","NA","Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs, USEPA_HIFLD_EIA_PPP_facility_v7.1.csv"
"WV",NA,NA,NA,NA,"CLEARON CORPORATION","CLEARON CORPORATION","CLEARON CORPORATION",NA,NA,NA,NA,NA,NA,NA,NA,"325188","2819",NA,NA,NA,NA,NA,NA,NA,NA,"3100 Maccorkle Avenue, Sw","South Charleston","Kanawha","WV",NA,"3100 Maccorkle Avenue, Sw","South Charleston","KANAWHA","WV",NA,"38.3675",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E_110056144836","642187","642187","NA","CLEARON CORPORATION","CLEARON CORPORATION","3100 MACCORKLE AVE., SW","3100 MACCORKLE AVENUE, SW","UPDATED","SOUTH CHARLESTON","WV","KANAWHA","25303","25303","GOOD","(304) 932-7811","38.360833","-81.702383","32518","NA","NA","NA","NA","NA","NA","25303 _ (304) 932-7811","SOUTH CHARLESTON_3100 MACCORKLE AVENUE, SW","FRS","FRS","N","WEST VIRGINIA","54","39","54039","SOUTH_ATLANTIC","5","OTHER BASIC INORGANIC CHEMICAL MANUFACTURING","NA","Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs, USEPA_HIFLD_EIA_PPP_facility_v7.1.csv"
"WV",NA,NA,NA,NA,"CLEARON CORPORATION","CLEARON CORPORATION","CLEARON CORPORATION",NA,NA,NA,NA,NA,NA,NA,NA,"325188","2819",NA,NA,NA,NA,NA,NA,NA,NA,"95 Maccorkle Avenue Sw","South Charleston","Kanawha","WV",NA,"95 Maccorkle Avenue Sw","South Charleston","KANAWHA","WV",NA,"38.3675",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P_116144","79789","79789","NA","CLEARON CORP.","CLEARON CORPORATION","95 MACCORKLE AVENUE SW","95 MACCORKLE AVENUE SW","OK","SOUTH CHARLESTON","WV","KANAWHA","25303","25303","GOOD","(304) 746-3000","38.3676701","-81.7015863","325131","2819","163","NA","NA","NA","124","25303 _ (304) 746-3000","SOUTH CHARLESTON_95 MACCORKLE AVENUE SW","PINPT","PIN, BUS, PPP","N","WEST VIRGINIA","54","39","54039","SOUTH_ATLANTIC","5","NA","NA","Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs, USEPA_HIFLD_EIA_PPP_facility_v7.1.csv"
"WV",NA,NA,NA,NA,"CONSTELLIUM ROLLED PRODUCTS","CONSTELLIUM ROLLED PRODUCTS","CONSTELLIUM ROLLED PRODUCTS",NA,NA,NA,NA,NA,NA,NA,NA,"331315","3355",NA,NA,NA,NA,NA,NA,NA,NA,"Route 2 South859 Century Road","Ravenswood",NA,"WV",NA,"Route 2 South859 Century Road","Ravenswood",NA,"WV",NA,"38.93027",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E_110070273306","918717","918717","NA","CONSTELLIUM ROLLED PRODUCTS","CONSTELLIUM ROLLED PRODUCTS","ROUTE 2 SOUTH859 CENTURY ROAD","ROUTE 2 SOUTH859 CENTURY ROAD","OK","RAVENSWOOD","WV","NA","26164","26164","GOOD","NA","38.948137","-81.760965","331315","NA","NA","NA","NA","NA","NA","NA","RAVENSWOOD_ROUTE 2 SOUTH859 CENTURY ROAD","CITY CENTROID","FRS","Y","NA","NA","NA","NA","NA","NA","ALUMINUM SHEET, PLATE, AND FOIL MANUFACTURING.","NA","Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs, USEPA_HIFLD_EIA_PPP_facility_v7.1.csv"
