"State","ValueType","SourceType","Category","Saline","FacilityName","FacilityName1","FacilityName2","FacilityNumber","FacilityNumber1","FacilityNumber2","SourceName","SourceName1","SourceNumber","SourceNumber1","SourceNumber2","NAICS","SIC","Description","HUC8","HUC10","HUC12","AquiferName1","AquiferName2","BasinName1","BasinName2","Address1","City1","County1","State1","Zip1","Address2","City2","County2","State2","Zip2","Lat","Lon","Datum","Projection","Year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Units_monthly","Method_monthly","Annual_reported","Units_annual_reported","Method_annual_reported","DataProtected","FIPS5code","SITESELECTION_FACILITYID","SITESELECTION_NPDES_ID","SITESELECTION_NAME","SITESELECTION_ADDRESS","SITESELECTION_ADDRESS_Fix","SITESELECTION_ADRSFLAG","SITESELECTION_CITY","SITESELECTION_STATE","SITESELECTION_COUNTY","SITESELECTION_ZIP","SITESELECTION_FLAGZIP","SITESELECTION_PHONE","SITESELECTION_LATITUDE","SITESELECTION_LONGITUDE","SITESELECTION_NAICS","SITESELECTION_NAICSDESCR","SITESELECTION_SIC","SITESELECTION_SICDESCR","SITESELECTION_EMP","SITESELECTION_TotPerson","SITESELECTION_Area","SITESELECTION_AnnSaleVol","SITESELECTION_JobsReported","SITESELECTION_ZIP_PHONE","SITESELECTION_CITY_ADDRESS","SITESELECTION_LL_Src","SITESELECTION_DATASET_MATCHES_ALL2","SITESELECTION_NEW_REC","SITESELECTION_STATE_NAME","SITESELECTION_StateFIPS","SITESELECTION_CNTY_FIPS","SITESELECTION_ST_CNTY_FIPS","SITESELECTION_X","SITESELECTION_CDC_Region","SITESELECTION_huc2","DataSource"
"MS","WD","GW","IN","FALSE","FA WU ENTERPRISE PRODUCTS 1088 FORREST COUNTY MS","STEWART MACHINE AND ENGINEERING INCORPORATED","STEWART MACHINE AND ENGINEERING INCORPORATED","928000000001088",NA,NA,"035B0080 FORREST, 035B0081 FORREST",NA,"928000000001088",NA,NA,NA,"4922","Natural Gas Transmission","31700040","3170004090","31700040905",NA,NA,"GREENS CREEK LEAF RIVER",NA,"Highway 11","Picayune","Forrest","MS",NA,"Highway 11","Picayune","PEARL RIVER","MS",NA,"31.373783911437702",NA,"NAD27",NA,1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Metered",0.187,"Mgal per day","Metered",NA,NA,"E_110044683214","NA","STEWART MACHINE AND ENGINEERING INC","HIGHWAY 11","HIGHWAY 11","OK","PICAYUNE","MS","PEARL RIVER","39466","GOOD","NA","30.56001","-89.6649","NA","INDUSTRIAL AND COMMERCIAL MACHINERY AND EQUIPMENT, NOT ELSEWHERE CLASSIFIED","3599","NA","NA","NA","NA","NA","NA","39466 _","PICAYUNE_HIGHWAY 11","FRS","FRS","N","Mississippi","28","109","28109","NA","East_South_Central","03","natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712, USEPA_HIFLD_EIA_PPP_facility_v7.csv"
"MS","WD","GW","IN","FALSE","FA WU ENTERPRISE PRODUCTS 1088 FORREST COUNTY MS","LAMAR COUNTY READY MIX CONCRETE","LAMAR COUNTY READY MIX CONCRETE","928000000001088",NA,NA,"035B0111 FORREST",NA,"928000000001088",NA,NA,NA,"4922","Natural Gas Transmission","31700040","3170004090","31700040905",NA,NA,"GREENS CREEK LEAF RIVER",NA,"Highway 11","Purvis","Forrest","MS",NA,"Highway 11","Purvis","LAMAR","MS",NA,"31.3740616878537",NA,"NAD27",NA,1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Metered",0.25,"Mgal per day","Metered",NA,NA,"E_110044645300","NA","LAMAR COUNTY READY MIX, CONCRETE","HIGHWAY 11","HIGHWAY 11","OK","PURVIS","MS","LAMAR","39475","GOOD","(601) 758-4003","31.1189","-89.409067","NA","READY-MIXED CONCRETE","3273","NA","NA","NA","NA","NA","NA","39475 _ (601) 758-4003","PURVIS_HIGHWAY 11","OSM","FRS","N","Mississippi","28","73","28073","NA","East_South_Central","03","natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712, USEPA_HIFLD_EIA_PPP_facility_v7.csv"
"MS","WD","GW","IN","FALSE","FA WU ENTERPRISE PRODUCTS 1088 FORREST COUNTY MS","MONROE ALLEN CONTRACTOR COMPANY","MONROE ALLEN CONTRACTOR COMPANY","928000000001088",NA,NA,"035B0111 FORREST",NA,"928000000001088",NA,NA,NA,"4922","Natural Gas Transmission","31700040","3170004090","31700040905",NA,NA,"GREENS CREEK LEAF RIVER",NA,"Highway 11","Pachuta","Forrest","MS",NA,"Highway 11","Pachuta","CLARKE","MS",NA,"31.3740616878537",NA,"NAD27",NA,1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Metered",0.25,"Mgal per day","Metered",NA,NA,"E_110044451884","NA","MONROE ALLEN CONTRACTOR COMPANY","HIGHWAY 11","HIGHWAY 11","OK","PACHUTA","MS","CLARKE","39347","GOOD","(601) 659-7081","32.05142","-88.88184","NA","ASPHALT PAVING MIXTURES AND BLOCKS","2951","NA","NA","NA","NA","NA","NA","39347 _ (601) 659-7081","PACHUTA_HIGHWAY 11","FRS","FRS","N","Mississippi","28","23","28023","NA","East_South_Central","03","natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712, USEPA_HIFLD_EIA_PPP_facility_v7.csv"
"MS","WD","GW","IN","FALSE","FA WU ENTERPRISE PRODUCTS 1088 FORREST COUNTY MS","STEWART MACHINE AND ENGINEERING INCORPORATED","STEWART MACHINE AND ENGINEERING INCORPORATED","928000000001088",NA,NA,"035B0111 FORREST",NA,"928000000001088",NA,NA,NA,"4922","Natural Gas Transmission","31700040","3170004090","31700040905",NA,NA,"GREENS CREEK LEAF RIVER",NA,"Highway 11","Picayune","Forrest","MS",NA,"Highway 11","Picayune","PEARL RIVER","MS",NA,"31.3740616878537",NA,"NAD27",NA,1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Metered",0.25,"Mgal per day","Metered",NA,NA,"E_110044683214","NA","STEWART MACHINE AND ENGINEERING INC","HIGHWAY 11","HIGHWAY 11","OK","PICAYUNE","MS","PEARL RIVER","39466","GOOD","NA","30.56001","-89.6649","NA","INDUSTRIAL AND COMMERCIAL MACHINERY AND EQUIPMENT, NOT ELSEWHERE CLASSIFIED","3599","NA","NA","NA","NA","NA","NA","39466 _","PICAYUNE_HIGHWAY 11","FRS","FRS","N","Mississippi","28","109","28109","NA","East_South_Central","03","natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712, USEPA_HIFLD_EIA_PPP_facility_v7.csv"
"MS","WD","GW","IN","FALSE","FA WU ERTEL MANUFACTURING COMPANY 4063 MS",NA,NA,"928000000004063",NA,NA,"145C0031 UNION",NA,"928000000004063",NA,NA,NA,"3593","Fluid Power Cylinders and Actuators","80302010","8030201040","80302010404",NA,NA,"JASPER CREEK",NA,NA,NA,"Union",NA,NA,"Highway 15n",NA,NA,NA,NA,"34.541767135797997",NA,"NAD27",NA,1971,0.051,0.055,0.046,0.056,0.057,0.05,0.066,0.057,0.062,0.05,0.05,0.049,"Mgal per day",NA,0.054,"Mgal per day",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712"
"MS","WD","GW","IN","FALSE","FA WU ERTEL MANUFACTURING COMPANY 4063 MS",NA,NA,"928000000004063",NA,NA,"145C0031 UNION",NA,"928000000004063",NA,NA,NA,"3593","Fluid Power Cylinders and Actuators","80302010","8030201040","80302010404",NA,NA,"JASPER CREEK",NA,NA,NA,"Union",NA,NA,"Highway 15n",NA,NA,NA,NA,"34.541767135797997",NA,"NAD27",NA,1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.054,"Mgal per day",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712"
"MS","WD","GW","IN","FALSE","FA WU ERTEL MANUFACTURING COMPANY 4063 MS",NA,NA,"928000000004063",NA,NA,"145C0031 UNION",NA,"928000000004063",NA,NA,NA,"3593","Fluid Power Cylinders and Actuators","80302010","8030201040","80302010404",NA,NA,"JASPER CREEK",NA,NA,NA,"Union",NA,NA,"Highway 15n",NA,NA,NA,NA,"34.541767135797997",NA,"NAD27",NA,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,"Mgal per day",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712"
"MS","WD","GW","IN","FALSE","FA WU ERTEL MANUFACTURING COMPANY 4063 MS",NA,NA,"928000000004063",NA,NA,"145C0031 UNION",NA,"928000000004063",NA,NA,NA,"3593","Fluid Power Cylinders and Actuators","80302010","8030201040","80302010404",NA,NA,"JASPER CREEK",NA,NA,NA,"Union",NA,NA,"Highway 15n",NA,NA,NA,NA,"34.541767135797997",NA,"NAD27",NA,1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,"Mgal per day",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712"
"MS","WD","GW","IN","FALSE","FA WU ERTEL MANUFACTURING COMPANY 4063 MS",NA,NA,"928000000004063",NA,NA,"145C0031 UNION",NA,"928000000004063",NA,NA,NA,"3593","Fluid Power Cylinders and Actuators","80302010","8030201040","80302010404",NA,NA,"JASPER CREEK",NA,NA,NA,"Union",NA,NA,"Highway 15n",NA,NA,NA,NA,"34.541767135797997",NA,"NAD27",NA,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,"Mgal per day",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712"
"MS","WD","GW","IN","FALSE","FA WU ERTEL MANUFACTURING COMPANY 4063 MS",NA,NA,"928000000004063",NA,NA,"145C0031 UNION",NA,"928000000004063",NA,NA,NA,"3593","Fluid Power Cylinders and Actuators","80302010","8030201040","80302010404",NA,NA,"JASPER CREEK",NA,NA,NA,"Union",NA,NA,"Highway 15n",NA,NA,NA,NA,"34.541767135797997",NA,"NAD27",NA,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,"Mgal per day",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712"
"MS","WD","GW","IN","FALSE","FA WU ERTEL MANUFACTURING COMPANY 4063 MS",NA,NA,"928000000004063",NA,NA,"145C0031 UNION",NA,"928000000004063",NA,NA,NA,"3593","Fluid Power Cylinders and Actuators","80302010","8030201040","80302010404",NA,NA,"JASPER CREEK",NA,NA,NA,"Union",NA,NA,"Highway 15n",NA,NA,NA,NA,"34.541767135797997",NA,"NAD27",NA,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,"Mgal per day",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712"
"MS","WD","GW","IN","FALSE","FA WU ESCO COMPANY 1832 NEWTON COUNTY MS",NA,NA,"928000000001832",NA,NA,"101K0055 NEWTON",NA,"928000000001832",NA,NA,NA,"3325","Steel Foundries, Not Elsewhere Classified","31700010","3170001020","31700010201",NA,NA,"DUNNAGIN CREEK POTTERCHITTO CREEK",NA,NA,NA,"Newton",NA,NA,NA,NA,NA,NA,NA,"32.3504213237442",NA,"NAD27",NA,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.045,"Mgal per day",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712"
"MS","WD","GW","IN","FALSE","FA WU ESCO COMPANY 1832 NEWTON COUNTY MS",NA,NA,"928000000001832",NA,NA,"101K0055 NEWTON",NA,"928000000001832",NA,NA,NA,"3325","Steel Foundries, Not Elsewhere Classified","31700010","3170001020","31700010201",NA,NA,"DUNNAGIN CREEK POTTERCHITTO CREEK",NA,NA,NA,"Newton",NA,NA,NA,NA,NA,NA,NA,"32.3504213237442",NA,"NAD27",NA,1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.045,"Mgal per day",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712"
"MS","WD","GW","IN","FALSE","FA WU ESCO COMPANY 1832 NEWTON COUNTY MS",NA,NA,"928000000001832",NA,NA,"101K0055 NEWTON",NA,"928000000001832",NA,NA,NA,"3325","Steel Foundries, Not Elsewhere Classified","31700010","3170001020","31700010201",NA,NA,"DUNNAGIN CREEK POTTERCHITTO CREEK",NA,NA,NA,"Newton",NA,NA,NA,NA,NA,NA,NA,"32.3504213237442",NA,"NAD27",NA,1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.045,"Mgal per day",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712"
"MS","WD","GW","IN","FALSE","FA WU ESCO COMPANY 1832 NEWTON COUNTY MS",NA,NA,"928000000001832",NA,NA,"101K0055 NEWTON",NA,"928000000001832",NA,NA,NA,"3325","Steel Foundries, Not Elsewhere Classified","31700010","3170001020","31700010201",NA,NA,"DUNNAGIN CREEK POTTERCHITTO CREEK",NA,NA,NA,"Newton",NA,NA,NA,NA,NA,NA,NA,"32.3504213237442",NA,"NAD27",NA,1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.045,"Mgal per day",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712"
"MS","WD","GW","IN","FALSE","FA WU ESCO COMPANY 1832 NEWTON COUNTY MS",NA,NA,"928000000001832",NA,NA,"101K0055 NEWTON",NA,"928000000001832",NA,NA,NA,"3325","Steel Foundries, Not Elsewhere Classified","31700010","3170001020","31700010201",NA,NA,"DUNNAGIN CREEK POTTERCHITTO CREEK",NA,NA,NA,"Newton",NA,NA,NA,NA,NA,NA,NA,"32.3504213237442",NA,"NAD27",NA,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.045,"Mgal per day",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712"
"MS","WD","GW","IN","FALSE","FA WU ESCO COMPANY 1832 NEWTON COUNTY MS",NA,NA,"928000000001832",NA,NA,"101K0055 NEWTON",NA,"928000000001832",NA,NA,NA,"3325","Steel Foundries, Not Elsewhere Classified","31700010","3170001020","31700010201",NA,NA,"DUNNAGIN CREEK POTTERCHITTO CREEK",NA,NA,NA,"Newton",NA,NA,NA,NA,NA,NA,NA,"32.3504213237442",NA,"NAD27",NA,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,"Mgal per day",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712"
"MS","WD","GW","IN","FALSE","FA WU FARMERS INCORPORATED 465 WASHINGTON COUNTY MS",NA,NA,"928000000000465",NA,NA,"151D0062 WASHINGTON",NA,"928000000000465",NA,NA,NA,"5191","Farm Supplies","80302090","8030209020","80302090205",NA,NA,"WIDOW BAYOU BLACK BAYOU",NA,NA,NA,"Washington",NA,NA,NA,NA,NA,NA,NA,"33.414838480377398",NA,"NAD27",NA,1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004,"Mgal per day",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712"
"MS","WD","GW","IN","FALSE","FA WU FARMERS INCORPORATED 465 WASHINGTON COUNTY MS",NA,NA,"928000000000465",NA,NA,"151D0062 WASHINGTON",NA,"928000000000465",NA,NA,NA,"5191","Farm Supplies","80302090","8030209020","80302090205",NA,NA,"WIDOW BAYOU BLACK BAYOU",NA,NA,NA,"Washington",NA,NA,NA,NA,NA,NA,NA,"33.414838480377398",NA,"NAD27",NA,1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004,"Mgal per day",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712"
"MS","WD","GW","IN","FALSE","FA WU FARMERS INCORPORATED 465 WASHINGTON COUNTY MS",NA,NA,"928000000000465",NA,NA,"151D0062 WASHINGTON",NA,"928000000000465",NA,NA,NA,"5191","Farm Supplies","80302090","8030209020","80302090205",NA,NA,"WIDOW BAYOU BLACK BAYOU",NA,NA,NA,"Washington",NA,NA,NA,NA,NA,NA,NA,"33.414838480377398",NA,"NAD27",NA,1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004,"Mgal per day",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712"
"MS","WD","GW","IN","FALSE","FA WU FARMERS INCORPORATED 465 WASHINGTON COUNTY MS",NA,NA,"928000000000465",NA,NA,"151D0062 WASHINGTON",NA,"928000000000465",NA,NA,NA,"5191","Farm Supplies","80302090","8030209020","80302090205",NA,NA,"WIDOW BAYOU BLACK BAYOU",NA,NA,NA,"Washington",NA,NA,NA,NA,NA,NA,NA,"33.414838480377398",NA,"NAD27",NA,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004,"Mgal per day",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712"
"MS","WD","GW","IN","FALSE","FA WU FARMERS INCORPORATED 465 WASHINGTON COUNTY MS",NA,NA,"928000000000465",NA,NA,"151D0062 WASHINGTON",NA,"928000000000465",NA,NA,NA,"5191","Farm Supplies","80302090","8030209020","80302090205",NA,NA,"WIDOW BAYOU BLACK BAYOU",NA,NA,NA,"Washington",NA,NA,NA,NA,NA,NA,NA,"33.414838480377398",NA,"NAD27",NA,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004,"Mgal per day",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712"
"MS","WD","GW","IN","FALSE","FA WU FERNWOOD INDUSTRIES 3034 PIKE COUNTY MS",NA,NA,"928000000003034",NA,NA,"113E0004 PIKE",NA,"928000000003034",NA,NA,NA,"2491","Wood Preserving","80702050","8070205010","80702050103",NA,NA,"LITTLE TANGIPAHOA RIVER",NA,NA,NA,"Pike",NA,NA,NA,NA,NA,NA,NA,"31.188510085444801",NA,"NAD27",NA,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,"Mgal per day",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712"
"MS","WD","GW","IN","FALSE","FA WU FERNWOOD INDUSTRIES 3034 PIKE COUNTY MS",NA,NA,"928000000003034",NA,NA,"113E0004 PIKE",NA,"928000000003034",NA,NA,NA,"2491","Wood Preserving","80702050","8070205010","80702050103",NA,NA,"LITTLE TANGIPAHOA RIVER",NA,NA,NA,"Pike",NA,NA,NA,NA,NA,NA,NA,"31.188510085444801",NA,"NAD27",NA,1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,"Mgal per day",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712"
"MS","WD","GW","IN","FALSE","FA WU FERNWOOD INDUSTRIES 3034 PIKE COUNTY MS",NA,NA,"928000000003034",NA,NA,"113E0004 PIKE",NA,"928000000003034",NA,NA,NA,"2491","Wood Preserving","80702050","8070205010","80702050103",NA,NA,"LITTLE TANGIPAHOA RIVER",NA,NA,NA,"Pike",NA,NA,NA,NA,NA,NA,NA,"31.188510085444801",NA,"NAD27",NA,1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,"Mgal per day",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712"
"MS","WD","GW","IN","FALSE","FA WU FERNWOOD INDUSTRIES 3034 PIKE COUNTY MS",NA,NA,"928000000003034",NA,NA,"113E0004 PIKE",NA,"928000000003034",NA,NA,NA,"2491","Wood Preserving","80702050","8070205010","80702050103",NA,NA,"LITTLE TANGIPAHOA RIVER",NA,NA,NA,"Pike",NA,NA,NA,NA,NA,NA,NA,"31.188510085444801",NA,"NAD27",NA,1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,"Mgal per day",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712"
"MS","WD","GW","IN","FALSE","FA WU FERNWOOD INDUSTRIES 3034 PIKE COUNTY MS",NA,NA,"928000000003034",NA,NA,"113E0004 PIKE",NA,"928000000003034",NA,NA,NA,"2491","Wood Preserving","80702050","8070205010","80702050103",NA,NA,"LITTLE TANGIPAHOA RIVER",NA,NA,NA,"Pike",NA,NA,NA,NA,NA,NA,NA,"31.188510085444801",NA,"NAD27",NA,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,"Mgal per day",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712"
"MS","WD","GW","IN","FALSE","FA WU FERNWOOD INDUSTRIES 3034 PIKE COUNTY MS",NA,NA,"928000000003034",NA,NA,"113E0004 PIKE",NA,"928000000003034",NA,NA,NA,"2491","Wood Preserving","80702050","8070205010","80702050103",NA,NA,"LITTLE TANGIPAHOA RIVER",NA,NA,NA,"Pike",NA,NA,NA,NA,NA,NA,NA,"31.188510085444801",NA,"NAD27",NA,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,"Mgal per day",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712"
