"State","ValueType","SourceType","Category","Saline","FacilityName","FacilityName1","FacilityName2","FacilityNumber","FacilityNumber1","FacilityNumber2","SourceName","SourceName1","SourceNumber","SourceNumber1","NAICS","SIC","Description","HUC8","HUC10","HUC12","AquiferName1","AquiferName2","BasinName1","BasinName2","Address1","City1","County1","State1","Zip1","Address2","City2","State2","Zip2","Lat","Lon","Datum","Projection","Year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Units_monthly","Method_monthly","Annual_reported","Units_annual_reported","Method_annual_reported","DataProtected","FIPS5code","SITESELECTION_FACILITYID","SITESELECTION_NPDES_ID","SITESELECTION_NAME","SITESELECTION_ADDRESS","SITESELECTION_ADDRESS_Fix","SITESELECTION_ADRSFLAG","SITESELECTION_CITY","SITESELECTION_STATE","SITESELECTION_COUNTY","SITESELECTION_ZIP","SITESELECTION_FLAGZIP","SITESELECTION_PHONE","SITESELECTION_LATITUDE","SITESELECTION_LONGITUDE","SITESELECTION_NAICS","SITESELECTION_NAICSDESCR","SITESELECTION_SIC","SITESELECTION_SICDESCR","SITESELECTION_FIPS","SITESELECTION_EMP","SITESELECTION_TotPerson","SITESELECTION_Area","SITESELECTION_AnnSaleVol","SITESELECTION_JobsReported","SITESELECTION_ZIP_PHONE","SITESELECTION_CITY_ADDRESS","SITESELECTION_LL_Src","SITESELECTION_DATASET_MATCHES_ALL2","SITESELECTION_NEW_REC","DataSource"
"OR","NA","GW",NA,"NA","DECKER FARMS INCORPORATED","NA",NA,"NA","NA",NA,"NA",NA,"NA",NA,"NA","","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA","NA",NA,NA,"NA",NA,NA,NA,"45.421750000000003","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"OR","NA","GW",NA,"NA","DOMAINE DROUHIN OREGON","NA","DOMAINE DROUHIN OREGON","NA","NA",NA,"NA",NA,"NA",NA,"31213","2084","NA","NA","NA","NA",NA,NA,"NA",NA,"6750 Ne Breyman Orchards Road","Dayton","NA","OR",NA,"NA","Dayton",NA,NA,"45.261609999999997","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,NA,"B_28292","NA","Domaine Drouhin Oregon","6750 NE BREYMAN ORCHARDS RD","6750 NE BREYMAN ORCHARDS ROAD","UPDATED","DAYTON","OR","YAMHILL","97114","GOOD","(503) 864-2700","45.265535","-123.055718","3121","Beverage Manufacturing","NA","NA","41071","NA","NA","NA","NA","NA","97114 _ (503) 864-2700","DAYTON_6750 NE BREYMAN ORCHARDS ROAD","BusPt","Bus, FRS and/or NPDES","N","Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs, USEPA_HIFLD_EIA_PPP_facility_v6.csv"
"OR","NA","SW",NA,"NA","DYNO NOBLE INCORPORATED","NA","317709813 DYNO NOBEL INCORPORATED","NA","NA",NA,"NA",NA,"NA",NA,"325311","2873","NA","NA","NA","NA",NA,NA,"NA",NA,"63149 Columbia River Highway","St Helens","NA","OR",NA,"NA","Deer Island",NA,NA,"45.91366","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,NA,"E_110070331581","NA","317709813 - DYNO NOBEL INC","63149 COLUMBIA RIVER HWY","63149 COLUMBIA RIVER HIGHWAY","UPDATED","DEER ISLAND","OR","NA","97054","GOOD","NA","NA","NA","325311","NITROGENOUS FERTILIZER MANUFACTURING.","NA","NA","NA","NA","NA","NA","NA","NA","NA","DEER ISLAND_63149 COLUMBIA RIVER HIGHWAY","NA","FRS","Y","Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs, USEPA_HIFLD_EIA_PPP_facility_v6.csv"
"OR","NA","SW",NA,"NA","DYNO NOBLE INCORPORATED","NA","DYNO NOBEL","NA","NA",NA,"NA",NA,"NA",NA,"325311","2873","NA","NA","NA","NA",NA,NA,"NA",NA,"63149 Columbia River Highway","St Helens","NA","OR",NA,"NA","Deer Island",NA,NA,"45.91366","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,NA,"E_110071160489","NA","DYNO NOBEL","63149 COLUMBIA RIVER HIGHWAY","63149 COLUMBIA RIVER HIGHWAY","OK","DEER ISLAND","OR","COLUMBIA COUNTY","97054","GOOD","NA","NA","NA","325311","NITROGENOUS FERTILIZER MANUFACTURING.","NA","NA","NA","NA","NA","NA","NA","NA","NA","DEER ISLAND_63149 COLUMBIA RIVER HIGHWAY","NA","FRS","Y","Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs, USEPA_HIFLD_EIA_PPP_facility_v6.csv"
"OR","NA","SW",NA,"NA","DYNO NOBLE INCORPORATED","NA","DYNO NOBEL INCORPORATED","NA","NA",NA,"NA",NA,"NA",NA,"325311","2873","NA","NA","NA","NA",NA,NA,"NA",NA,"63149 Columbia River Highway","St Helens","NA","OR",NA,"NA","Deer Island",NA,NA,"45.91366","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,NA,"P_22876","OR0001635","DYNO NOBEL, INC.","63149 COLUMBIA RIVER HIGHWAY","63149 COLUMBIA RIVER HIGHWAY","OK","DEER ISLAND","OR","COLUMBIA","97054","GOOD","(503) 397-2225","45.9110314","-122.8246107","325320","PESTICIDE AND OTHER AGRICULTURAL CHEMICAL MANUFACTURING","2879","NA","41009","55","NA","NA","NA","NA","97054 _ (503) 397-2225","DEER ISLAND_63149 COLUMBIA RIVER HIGHWAY","PinPt","Pin, Bus, FRS, NPDES","N","Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs, USEPA_HIFLD_EIA_PPP_facility_v6.csv"
"OR","NA","GW",NA,"NA","FRY FOODS INCORPORATED","NA",NA,"NA","NA",NA,"NA",NA,"NA",NA,"NA","","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA","NA",NA,NA,"NA",NA,NA,NA,"44.088270000000001","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"OR","NA","GW",NA,"NA","HILLSBORO LANDFILL INCORPORATED","NA",NA,"NA","NA",NA,"NA",NA,"NA",NA,"NA","4953","NA","NA","NA","NA",NA,NA,"NA",NA,"3205 Se Minter Bridge Road","Hillsboro","NA",NA,NA,"NA",NA,NA,NA,"45.496119999999998","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"OR","NA","SW",NA,"NA","INDUSTRIAL HARBOR USA LIMITED LIABILITY COMPANY","NA",NA,"NA","NA",NA,"NA",NA,"NA",NA,"32211","2611","NA","NA","NA","NA",NA,NA,"NA",NA,"77622 Us Highway 101","Gardiner","NA",NA,NA,"NA",NA,NA,NA,"43.770589999999999","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"OR","NA","GW",NA,"NA","JANUS INDUSTRIES","NA",NA,"NA","NA",NA,"NA",NA,"NA",NA,"NA","","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA","NA",NA,NA,"NA",NA,NA,NA,"45.309539999999998","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"OR","NA","SW",NA,"NA","JONES SCOTT COMPANY INCORPORATED","NA",NA,"NA","NA",NA,"NA",NA,"NA",NA,"NA","","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA","NA",NA,NA,"NA",NA,NA,NA,"45.905189999999997","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"OR","NA","GW",NA,"NA","LANE FOREST PRODUCTS INCORPORATED","NA",NA,"NA","NA",NA,"NA",NA,"NA",NA,"NA","5261","NA","NA","NA","NA",NA,NA,"NA",NA,"2111 Prairie Road","Eugene","NA",NA,NA,"NA",NA,NA,NA,"44.176259999999999","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"OR","NA","GW",NA,"NA","LISKEY FARMS INCORPORATED","NA",NA,"NA","NA",NA,"NA",NA,"NA",NA,"NA","","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA","NA",NA,NA,"NA",NA,NA,NA,"42.048760000000001","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"OR","NA","GW",NA,"NA","METROPOLITAN WASTEWATER MGMT COMMISSION","NA",NA,"NA","NA",NA,"NA",NA,"NA",NA,"NA","","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA","NA",NA,NA,"NA",NA,NA,NA,"44.140210000000003","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"OR","NA","SW",NA,"NA","MOHLER SAND AND GRAVEL LIMITED LIABILITY COMPANY","NA",NA,"NA","NA",NA,"NA",NA,"NA",NA,"NA","","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA","NA",NA,NA,"NA",NA,NA,NA,"45.691360000000003","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"OR","NA","GW",NA,"NA","MONTECUCCO FARMS LIMITED LIABILITY COMPANY","NA",NA,"NA","NA",NA,"NA",NA,"NA",NA,"NA","","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA","NA",NA,NA,"NA",NA,NA,NA,"45.288980000000002","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"OR","NA","GW",NA,"NA","MORSE BROS INCORPORATED","NA","MORSE BROS INCORPORATED","NA","NA",NA,"NA",NA,"NA",NA,"NA","","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA","NA","OR",NA,"NA","Tangent",NA,NA,"45.629579999999997","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,NA,"E_110010429492","ORG753516","MORSE BROS., INC.","32260 HIGHWAY 34","32260 HIGHWAY 34","OK","TANGENT","OR","LINN","973899707","DIFF","NA","44.555855","-123.103082","324121","ASPHALT PAVING MIXTURE AND BLOCK MANUFACTURING.","NA","NA","NA","NA","NA","NA","NA","NA","97389 _","TANGENT_32260 HIGHWAY 34","FRS","FRS, NPDES","N","Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs, USEPA_HIFLD_EIA_PPP_facility_v6.csv"
"OR","NA","GW",NA,"NA","NORPAC FOODS INCORPORATED PLANT 5","NA",NA,"NA","NA",NA,"NA",NA,"NA",NA,"NA","","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA","NA",NA,NA,"NA",NA,NA,NA,"45.062379999999997","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"OR","NA","GW",NA,"NA","NRI INCORPORATED","NA",NA,"NA","NA",NA,"NA",NA,"NA",NA,"NA","","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA","NA",NA,NA,"NA",NA,NA,NA,"45.562370000000001","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"OR","NA","GW",NA,"NA","OR METALLURGICAL CORPORATION ALBANY OPERATIONS","NA",NA,"NA","NA",NA,"NA",NA,"NA",NA,"NA","","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA","NA",NA,NA,"NA",NA,NA,NA,"44.603940000000001","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"OR","NA","GW",NA,"NA","OREGON FRUIT PRODUCTS","NA","OREGON FRUIT PRODUCTS LIMITED LIABILITY COMPANY","NA","NA",NA,"NA",NA,"NA",NA,"31142","2033","NA","NA","NA","NA",NA,NA,"NA",NA,"3180 22nd St Se","Salem","NA","OR",NA,"NA","Salem",NA,NA,"44.909419999999997","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,NA,"PP_9862197108","NA","OREGON FRUIT PRODUCTS LLC","3180 22ND STREET SE","3180 22ND ST SE","UPDATED","SALEM","OR","MARION","97302","GOOD","NA","NA","NA","311421","NA","NA","NA","NA","NA","NA","NA","NA","97","NA","SALEM_3180 22ND ST SE","NA","PPP","N","Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs, USEPA_HIFLD_EIA_PPP_facility_v6.csv"
"OR","NA","SW",NA,"NA","PORTLAND GENERAL ELECTRIC COMPANY","NA",NA,"NA","NA",NA,"NA",NA,"NA",NA,"NA","","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA","NA",NA,NA,"NA",NA,NA,NA,"45.69211","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
