"State","ValueType","SourceType","Category","Saline","FacilityName","FacilityName1","FacilityName2","FacilityNumber","FacilityNumber1","FacilityNumber2","SourceName","SourceName1","SourceNumber","SourceNumber1","SourceNumber2","NAICS","SIC","Description","HUC8","HUC10","HUC12","AquiferName1","AquiferName2","BasinName1","BasinName2","Address1","City1","County1","State1","Zip1","Address2","City2","County2","State2","Zip2","Lat","Lon","Datum","Projection","Year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Units_monthly","Method_monthly","Annual_reported","Units_annual_reported","Method_annual_reported","DataProtected","FIPS5code","SITESELECTION_FACILITYID","SITESELECTION_V1","SITESELECTION_X","SITESELECTION_NPDES_ID","SITESELECTION_NAME","SITESELECTION_NAME_FIX","SITESELECTION_ADDRESS","SITESELECTION_ADDRESS_Fix","SITESELECTION_ADRSFLAG","SITESELECTION_CITY","SITESELECTION_STATE","SITESELECTION_COUNTY","SITESELECTION_ZIP","SITESELECTION_ZIP_5","SITESELECTION_FLAGZIP","SITESELECTION_PHONE","SITESELECTION_LATITUDE","SITESELECTION_LONGITUDE","SITESELECTION_NAICS","SITESELECTION_SIC","SITESELECTION_EMP","SITESELECTION_TotPerson","SITESELECTION_Area","SITESELECTION_AnnSaleVol","SITESELECTION_JobsReported","SITESELECTION_ZIP_PHONE","SITESELECTION_CITY_ADDRESS","SITESELECTION_LL_Src","SITESELECTION_DATASET_MATCHES_ALL2","SITESELECTION_NEW_REC","SITESELECTION_STATE_NAME","SITESELECTION_StateFIPS","SITESELECTION_CNTY_FIPS","SITESELECTION_ST_CNTY_FIPS","SITESELECTION_CDC_Region","SITESELECTION_huc2","SITESELECTION_NAICSDESCR","SITESELECTION_SICDESCR","DataSource"
"RI","RL","PS","IN",NA,"INTERPLEX ENGINEERED PRODUCTS","INTERPLEX ENGINEERED PRODUCTS","INTERPLEX ENGINEERED PRODUCTS","94400710052",NA,NA,"RI1615610 EAST PROVIDENCE CITY OF",NA,"94400710052",NA,NA,"221310","4941","Water Supply",NA,NA,NA,NA,NA,NA,NA,"231 Ferris Avenue","East Providence","Providence","RI",NA,"231 Ferris Avenue","East Providence","PROVIDENCE","RI",NA,NA,NA,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Metered",12910981.16,"gal","Metered",NA,NA,"P_157323","223615","223615","RIR200076","INTERPLEX ENGINEERED PRODUCTS","INTERPLEX ENGINEERED PRODUCTS","231 FERRIS AVENUE","231 FERRIS AVENUE","OK","EAST PROVIDENCE","RI","PROVIDENCE","2916","2916","GOOD","(401) 434-6543","41.8491911","-71.3482424","334419","3679","200","NA","NA","NA","NA","02916 _ (401) 434-6543","EAST PROVIDENCE_231 FERRIS AVENUE","PINPT","PIN, BUS, FRS AND/OR NPDES","N","RHODE ISLAND","44","7","44007","NEW_ENGLAND","1","OTHER ELECTRONIC COMPONENT MANUFACTURING","NA","natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712, USEPA_HIFLD_EIA_PPP_facility_v7.1.csv"
"RI","RL","PS","IN",NA,"MATERION TECHNICAL MATERIALS",NA,NA,"94400710053",NA,NA,"RI1858423 LINCOLN TOWN OF",NA,"94400710053",NA,NA,"221310","4941","Water Supply",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Providence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Metered",7828977,"gal","Metered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712"
"RI","RL","WW","IN",NA,"NBC BUCKLIN POINT COLLECTION SYSTEM",NA,NA,"94400700204",NA,NA,"ASPEN AEROGELS",NA,"94400700204",NA,NA,"325998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Providence",NA,NA,NA,NA,NA,NA,NA,"41.836666666666702",NA,"NAD83",NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23004819.29,"gal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712"
"RI","RL","WW","IN",NA,"NBC BUCKLIN POINT COLLECTION SYSTEM",NA,NA,"94400700204",NA,NA,"BEACON DESIGN BY CHEMART",NA,"94400700204",NA,NA,"332812",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Providence",NA,NA,NA,NA,NA,NA,NA,"41.929722222222203",NA,"NAD83",NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4579956.9,"gal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712"
"RI","RL","WW","IN",NA,"NBC BUCKLIN POINT COLLECTION SYSTEM",NA,NA,"94400700204",NA,NA,"CINTAS FACILITY SERVICES",NA,"94400700204",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Providence",NA,NA,NA,NA,NA,NA,NA,"41.992777777777803",NA,"NAD83",NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14141889,"gal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712"
"RI","RL","WW","IN",NA,"NBC BUCKLIN POINT COLLECTION SYSTEM",NA,NA,"94400700204",NA,NA,"EAST BAY ICE COMPANY",NA,"94400700204",NA,NA,"312113",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Providence",NA,NA,NA,NA,NA,NA,NA,"41.810555555555602",NA,"NAD83",NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1560712.472,"gal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712"
"RI","RL","WW","IN",NA,"NBC BUCKLIN POINT COLLECTION SYSTEM",NA,NA,"94400700204",NA,NA,"INTERPLEX ENGINEERED PRODUCTS",NA,"94400700204",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Providence",NA,NA,NA,NA,NA,NA,NA,"41.85",NA,"NAD83",NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11619883.04,"gal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712"
"RI","RL","WW","IN",NA,"NBC BUCKLIN POINT COLLECTION SYSTEM",NA,NA,"94400700204",NA,NA,"MATERION TECHNICAL MATERIALS",NA,"94400700204",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Providence",NA,NA,NA,NA,NA,NA,NA,"41.920555555555602",NA,"NAD83",NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7046079.3,"gal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712"
"RI","RL","WW","IN",NA,"NBC BUCKLIN POINT COLLECTION SYSTEM",NA,NA,"94400700204",NA,NA,"TANURY INDUSTRIES",NA,"94400700204",NA,NA,"332813",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Providence",NA,NA,NA,NA,NA,NA,NA,"41.929722222222203",NA,"NAD83",NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6079717.8,"gal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712"
"RI","RL","PS","IN",NA,"PEPSI BOTTLING",NA,NA,"94400710049",NA,NA,"RI1592024 PROVIDENCE CITY OF",NA,"94400710049",NA,NA,"221310","4941","Water Supply",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Providence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Metered",86421676,"gal","Metered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712"
"RI","RL","PS","IN",NA,"RHODES PHARMACEUTICALS",NA,NA,"94400310026",NA,NA,"RI1559511 KENT COUNTY WATER AUTHORITY",NA,"94400310026",NA,NA,"221310","4941","Water Supply",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Metered",9130940,"gal","Metered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712"
"RI","RL","PS","IN",NA,"SQUADLOCKER",NA,NA,"94400310027",NA,NA,"RI1615627 WARWICK CITY OF",NA,"94400310027",NA,NA,"221310","4941","Water Supply",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Metered",3081760,"gal","Metered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712"
"RI","RL","WW","IN",NA,"STP OUTFALL RI SOUND NR NEW SHOREHAM RI",NA,NA,"411004071330201",NA,NA,"BLOUNT FINE FOODS",NA,"411004071330201",NA,NA,"311999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bristol",NA,NA,NA,NA,NA,NA,NA,"41.727222222222203",NA,"NAD83",NA,2018,0.013774,0.011214,0.010871,0.011233,0.0109,0.011074,0.007871,0.000102,0.009567,0.012226,0.00957,0.0096,"Mgal per day","Metered",NA,NA,"Metered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712"
"RI","RL","WW","IN",NA,"STP OUTFALL RI SOUND NR NEW SHOREHAM RI",NA,NA,"411004071330201",NA,NA,"BLOUNT FINE FOODS",NA,"411004071330201",NA,NA,"311999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bristol",NA,NA,NA,NA,NA,NA,NA,"41.727222222222203",NA,"NAD83",NA,2019,0.01022,0.010679,0.012161,0.0141,0.015867,0.014,0.013323,0.015161,0.013867,0.015839,0.0164,0.01913,"Mgal per day","Metered",NA,NA,"Metered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712"
"RI","RL","WW","IN",NA,"STP OUTFALL RI SOUND NR NEW SHOREHAM RI",NA,NA,"411004071330201",NA,NA,"BLOUNT FINE FOODS",NA,"411004071330201",NA,NA,"311999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bristol",NA,NA,NA,NA,NA,NA,NA,"41.727222222222203",NA,"NAD83",NA,2020,0.015533,0.0163,0.014556,0.009667,0.02225,0,0,0,0,0,0.011167,0.016355,"Mgal per day","Metered",NA,NA,"Metered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712"
"RI","RL","WW","IN",NA,"STP OUTFALL RI SOUND NR NEW SHOREHAM RI",NA,NA,"411004071330201",NA,NA,"BLOUNT FINE FOODS",NA,"411004071330201",NA,NA,"311999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bristol",NA,NA,NA,NA,NA,NA,NA,"41.727222222222203",NA,"NAD83",NA,2021,0.016733,0.016893,0.014968,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mgal per day","Metered",NA,NA,"Metered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712"
"RI","RL","PS","IN",NA,"TANURY INDUSTRIES",NA,NA,"94400710054",NA,NA,"RI1858423 LINCOLN TOWN OF",NA,"94400710054",NA,NA,"221310","4941","Water Supply",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Providence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Metered",6755242,"gal","Metered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712"
"RI","RL","WW","IN",NA,"WARWICK COLLECTION SYSTEM",NA,NA,"94400300202",NA,NA,"APOGEE PRECISION PARTS",NA,"94400300202",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kent",NA,NA,NA,NA,NA,NA,NA,"41.734444444444399",NA,"NAD83",NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5625595.8,"gal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712"
"RI","RL","WW","IN",NA,"WARWICK COLLECTION SYSTEM",NA,NA,"94400300202",NA,NA,"SQUADLOCKER",NA,"94400300202",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kent",NA,NA,NA,NA,NA,NA,NA,"41.7302777777778",NA,"NAD83",NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2773584,"gal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712"
