"State","ValueType","SourceType","Category","Saline","FacilityName","FacilityName1","FacilityName2","FacilityNumber","FacilityNumber1","FacilityNumber2","SourceName","SourceName1","SourceNumber","SourceNumber1","SourceNumber2","NAICS","SIC","Description","HUC8","HUC10","HUC12","AquiferName1","AquiferName2","BasinName1","BasinName2","Address1","City1","County1","State1","Zip1","Address2","City2","County2","State2","Zip2","Lat","Lon","Datum","Projection","Year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Units_monthly","Method_monthly","Annual_reported","Units_annual_reported","Method_annual_reported","DataProtected","FIPS5code","SITESELECTION_FACILITYID","SITESELECTION_NPDES_ID","SITESELECTION_NAME","SITESELECTION_ADDRESS","SITESELECTION_ADDRESS_Fix","SITESELECTION_ADRSFLAG","SITESELECTION_CITY","SITESELECTION_STATE","SITESELECTION_COUNTY","SITESELECTION_ZIP","SITESELECTION_FLAGZIP","SITESELECTION_PHONE","SITESELECTION_LATITUDE","SITESELECTION_LONGITUDE","SITESELECTION_NAICS","SITESELECTION_NAICSDESCR","SITESELECTION_SIC","SITESELECTION_SICDESCR","SITESELECTION_EMP","SITESELECTION_TotPerson","SITESELECTION_Area","SITESELECTION_AnnSaleVol","SITESELECTION_JobsReported","SITESELECTION_ZIP_PHONE","SITESELECTION_CITY_ADDRESS","SITESELECTION_LL_Src","SITESELECTION_DATASET_MATCHES_ALL2","SITESELECTION_NEW_REC","SITESELECTION_STATE_NAME","SITESELECTION_StateFIPS","SITESELECTION_CNTY_FIPS","SITESELECTION_ST_CNTY_FIPS","SITESELECTION_X","SITESELECTION_CDC_Region","SITESELECTION_huc2","DataSource"
"IN",NA,NA,NA,NA,"AGGREGATE INDUSTRIES","AGGREGATE INDUSTRIES","AGGREGATE INDUSTRIES",NA,NA,NA,NA,NA,NA,NA,NA,"32732","3273",NA,NA,NA,NA,NA,NA,NA,NA,"901 E Morthland","Valparaiso","Porter","IN",NA,"901 E Morthland","Valparaiso","PORTER","IN",NA,"41.572270199999998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E_110058526484","NA","AGGREGATE INDUSTRIES","901 E MORTHLAND","901 E MORTHLAND","OK","VALPARAISO","IN","PORTER","46383","GOOD","NA","41.4576099375","-87.049960125","324121","ASPHALT PAVING MIXTURE AND BLOCK MANUFACTURING.","NA","NA","NA","NA","NA","NA","NA","NA","VALPARAISO_901 E MORTHLAND","OSM.csv","FRS","Y","Indiana","18","127","18127","NA","Midwest","4","Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs, USEPA_HIFLD_EIA_PPP_facility_v7.csv"
"IN",NA,NA,NA,NA,"AGRILIANCE LIMITED LIABILITY COMPANY","AGRILIANCE LIMITED LIABILITY COMPANY","AGRILIANCE LIMITED LIABILITY COMPANY",NA,NA,NA,NA,NA,NA,NA,NA,"325314","2875",NA,NA,NA,NA,NA,NA,NA,NA,"140 E 900 S","Brookston","White","IN",NA,"140 E 900 S","Brookston","WHITE","IN",NA,"40.608212899999998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E_110000574995","NA","AGRILIANCE LLC","140 E 900 S","140 E 900 S","OK","BROOKSTON","IN","WHITE","47923","GOOD","NA","40.619777347039","-86.866529125531","325311","NITROGENOUS FERTILIZER MANUFACTURING.","NA","NA","NA","NA","NA","NA","NA","NA","BROOKSTON_140 E 900 S","census.csv","FRS","Y","Indiana","18","181","18181","NA","Midwest","5","Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs, USEPA_HIFLD_EIA_PPP_facility_v7.csv"
"IN",NA,NA,NA,NA,"AL MAN CORPORATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4225",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40.262477699999998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"IN",NA,NA,NA,NA,"ALAC GARMENT SERVICES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"812332","7218",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40.111561999999999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"IN",NA,NA,NA,NA,"ALCOA LIMITED LIABILITY COMPANY WARRICK OPERATIONS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"331312","3334",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37.911068800000002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"IN",NA,NA,NA,NA,"ALL COAST LOGISTICS AND WAREHOUSING INCORPORATED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"335222","3632",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39.850411299999998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"IN",NA,NA,NA,NA,"ALLEGHENY LUDLUM STEEL CORPORATION","ALLEGHENY LUDLUM STEEL CORPORATION","ALLEGHENY LUDLUM STEEL CORPORATION",NA,NA,NA,NA,NA,NA,NA,NA,"331221","3316",NA,NA,NA,NA,NA,NA,NA,NA,"516 W State Road 38","New Castle","Henry","IN",NA,"516 W State Road 38","New Castle","HENRY","IN",NA,"39.936515700000001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P_106204","NA","ALLEGHENY LUDLUM STEEL CORP.","516 WEST STATE ROAD 38","516 W STATE ROAD 38","UPDATED","NEW CASTLE","IN","HENRY","47362","GOOD","(765) 529-9570","39.9322094","-85.3934647","332813","ELECTROPLATING, PLATING, POLISHING, ANODIZING AND COLORING","3471","NA","140","NA","NA","NA","NA","47362 _ (765) 529-9570","NEW CASTLE_516 W STATE ROAD 38","PinPt","Pin, Bus","N","Indiana","18","65","18065","NA","Midwest","5","Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs, USEPA_HIFLD_EIA_PPP_facility_v7.csv"
"IN",NA,NA,NA,NA,"ALLISON TRANSMISSION","ALLISON TRANSMISSION","ALLISON TRANSMISSION",NA,NA,NA,NA,NA,NA,NA,NA,"333618, 3363","3519, 3714",NA,NA,NA,NA,NA,NA,NA,NA,"4700 W 10th St","Indianapolis","Marion","IN",NA,"4700 W 10th St","Indianapolis","MARION","IN",NA,"39.776007999999997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P_104836","NA","ALLISON TRANSMISSION","4700 WEST 10TH STREET","4700 W 10TH ST","UPDATED","INDIANAPOLIS","IN","MARION","46222","GOOD","(317) 242-5000","39.778907","-86.23688","336350","MOTOR VEHICLE TRANSMISSION AND POWER TRAIN PARTS MANUFACTURING","3714","NA","3900","NA","NA","NA","NA","46222 _ (317) 242-5000","INDIANAPOLIS_4700 W 10TH ST","PinPt","Pin, Bus, FRS","N","Indiana","18","97","18097","NA","Midwest","5","Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs, USEPA_HIFLD_EIA_PPP_facility_v7.csv"
"IN",NA,NA,NA,NA,"ALPHA INDUSTRIES INCORPORATED","ALPHA INDUSTRIES INCORPORATED","ALPHA INDUSTRIES INCORPORATED",NA,NA,NA,NA,NA,NA,NA,NA,"3315, 3327","3360, 3599",NA,NA,NA,NA,NA,NA,NA,NA,"615 Center Avenue","Logansport","Cass","IN",NA,"615 Center Avenue","Logansport","CASS","IN",NA,"40.753719799999999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E_110002116102","NA","ALPHA INDUSTRIES INC","615 CENTER AVE","615 CENTER AVENUE","UPDATED","LOGANSPORT","IN","CASS","46947","GOOD","NA","40.755100909087","-86.385250154358","332813","ELECTROPLATING, PLATING, POLISHING, ANODIZING, AND COLORING.","NA","NA","NA","NA","NA","NA","NA","NA","LOGANSPORT_615 CENTER AVENUE","census.csv","FRS","Y","Indiana","18","17","18017","NA","Midwest","5","Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs, USEPA_HIFLD_EIA_PPP_facility_v7.csv"
"IN",NA,NA,NA,NA,"ALTRISTA CORPORATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7391",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40.177135200000002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"IN",NA,NA,NA,NA,"ALUMINUM COMPANY OF AMERICA LAFAYETTE WORKS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3323","3466",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40.379160300000002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"IN",NA,NA,NA,NA,"ALUMINUM FINISHING CORPORATION","ALUMINUM FINISHING CORPORATION","ALUMINUM FINISHING CORPORATION",NA,NA,NA,NA,NA,NA,NA,NA,"332813","3471",NA,NA,NA,NA,NA,NA,NA,NA,"624 S Belmont Avenue","Indianapolis","Marion","IN",NA,"624 S Belmont Avenue","Indianapolis","MARION","IN",NA,"39.755026999999998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E_110002114649","NA","ALUMINUM FINISHING CORPORATION","624 S BELMONT AVE","624 S BELMONT AVENUE","UPDATED","INDIANAPOLIS","IN","MARION","462211133","DIFF","(317) 897-9850","39.75977","-86.196835","332813","ELECTROPLATING, PLATING, POLISHING, ANODIZING, AND COLORING.","NA","NA","NA","NA","NA","NA","NA","46221 _ (317) 897-9850","INDIANAPOLIS_624 S BELMONT AVENUE","FRS","FRS","N","Indiana","18","97","18097","NA","Midwest","5","Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs, USEPA_HIFLD_EIA_PPP_facility_v7.csv"
"IN",NA,NA,NA,NA,"ALUMNITEC INCORPORATED AMERICA PLACE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"331316","3354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38.292721",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"IN",NA,NA,NA,NA,"AM GEN CORPORATION AM GEN DIVISION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33612","3711",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41.6737058",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"IN",NA,NA,NA,NA,"AMERICA LIMESTONE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39.288311200000003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"IN",NA,NA,NA,NA,"AMERICAN AGGREGATES CORPORATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"212321, 327991","1442, 3281",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39.955916999999999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"IN",NA,NA,NA,NA,"AMERICAN CHEMICAL SERVICE INCORPORATED","AMERICAN CHEMICAL SERVICE INCORPORATED","AMERICAN CHEMICAL SERVICE INCORPORATED",NA,NA,NA,NA,NA,NA,NA,NA,"325131","2819",NA,NA,NA,NA,NA,NA,NA,NA,"420 S Colfax St","Griffith","Lake","IN",NA,"420 S Colfax St","Griffith","LAKE","IN",NA,"41.512628100000001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P_86409","INRM01101","AMERICAN CHEMICAL SERVICE, INC.","420 SOUTH COLFAX STREET","420 S COLFAX ST","UPDATED","GRIFFITH","IN","LAKE","46319","GOOD","(219) 924-4370","41.5159988","-87.4153107","325998","ALL OTHER MISCELLANEOUS CHEMICAL PRODUCT AND PREPARATION MANUFACTURING","2819","NA","19","25","0","455679","33","46319 _ (219) 924-4370","GRIFFITH_420 S COLFAX ST","PinPt","Pin, Bus, DB, FRS, NPDES, PPP","N","Indiana","18","89","18089","NA","Midwest","4","Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs, USEPA_HIFLD_EIA_PPP_facility_v7.csv"
