"State","ValueType","SourceType","Category","Saline","FacilityName","FacilityName1","FacilityName2","FacilityNumber","FacilityNumber1","FacilityNumber2","SourceName","SourceName1","SourceNumber","SourceNumber1","SourceNumber2","NAICS","SIC","Description","HUC8","HUC10","HUC12","AquiferName1","AquiferName2","BasinName1","BasinName2","Address1","City1","County1","State1","Zip1","Address2","City2","County2","State2","Zip2","Lat","Lon","Datum","Projection","Year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Units_monthly","Method_monthly","Annual_reported","Units_annual_reported","Method_annual_reported","DataProtected","FIPS5code","SITESELECTION_FACILITYID","SITESELECTION_NPDES_ID","SITESELECTION_NAME","SITESELECTION_ADDRESS","SITESELECTION_ADDRESS_Fix","SITESELECTION_ADRSFLAG","SITESELECTION_CITY","SITESELECTION_STATE","SITESELECTION_COUNTY","SITESELECTION_ZIP","SITESELECTION_FLAGZIP","SITESELECTION_PHONE","SITESELECTION_LATITUDE","SITESELECTION_LONGITUDE","SITESELECTION_NAICS","SITESELECTION_NAICSDESCR","SITESELECTION_SIC","SITESELECTION_SICDESCR","SITESELECTION_EMP","SITESELECTION_TotPerson","SITESELECTION_Area","SITESELECTION_AnnSaleVol","SITESELECTION_JobsReported","SITESELECTION_ZIP_PHONE","SITESELECTION_CITY_ADDRESS","SITESELECTION_LL_Src","SITESELECTION_DATASET_MATCHES_ALL2","SITESELECTION_NEW_REC","SITESELECTION_STATE_NAME","SITESELECTION_StateFIPS","SITESELECTION_CNTY_FIPS","SITESELECTION_ST_CNTY_FIPS","SITESELECTION_X","SITESELECTION_CDC_Region","SITESELECTION_huc2","DataSource"
"SD","WD",NA,"IN",NA,"BASIN ELECTRIC POWER COOP",NA,NA,"7167-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"approved 12-28-09",NA,NA,NA,NA,NA,NA,NA,"1717 E Interstate Avenue","Bismarck Nd",NA,NA,"58503",NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"acft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/SD/SD_IN_WU_2010_2019_LDM.xlsx$Culled_IND_FacilityList, /SD/SD_IN_WU_2010_2019_LDM.xlsx$SD_INplus_WU_Site Address, /SD/SD_IN_WU_2010_2019_LDM.xlsx$SD_INplus_WU_2010_2019, /SD/read_me.docx"
"SD","WD",NA,"IN",NA,"BASIN ELECTRIC POWER COOP",NA,NA,"7167-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"approved 12-28-09",NA,NA,NA,NA,NA,NA,NA,"1717 E Interstate Avenue","Bismarck Nd",NA,NA,"58503",NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"acft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/SD/SD_IN_WU_2010_2019_LDM.xlsx$Culled_IND_FacilityList, /SD/SD_IN_WU_2010_2019_LDM.xlsx$SD_INplus_WU_Site Address, /SD/SD_IN_WU_2010_2019_LDM.xlsx$SD_INplus_WU_2010_2019, /SD/read_me.docx"
"SD","WD",NA,"IN",NA,"BASIN ELECTRIC POWER COOP",NA,NA,"7167-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"approved 12-28-09",NA,NA,NA,NA,NA,NA,NA,"1717 E Interstate Avenue","Bismarck Nd",NA,NA,"58503",NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,"acft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/SD/SD_IN_WU_2010_2019_LDM.xlsx$Culled_IND_FacilityList, /SD/SD_IN_WU_2010_2019_LDM.xlsx$SD_INplus_WU_Site Address, /SD/SD_IN_WU_2010_2019_LDM.xlsx$SD_INplus_WU_2010_2019, /SD/read_me.docx"
"SD","WD",NA,"IN",NA,"BASIN ELECTRIC POWER COOP",NA,NA,"7167-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"approved 12-28-09",NA,NA,NA,NA,NA,NA,NA,"1717 E Interstate Avenue","Bismarck Nd",NA,NA,"58503",NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"acft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/SD/SD_IN_WU_2010_2019_LDM.xlsx$Culled_IND_FacilityList, /SD/SD_IN_WU_2010_2019_LDM.xlsx$SD_INplus_WU_Site Address, /SD/SD_IN_WU_2010_2019_LDM.xlsx$SD_INplus_WU_2010_2019, /SD/read_me.docx"
"SD","WD",NA,"IN",NA,"BASIN ELECTRIC POWER COOP",NA,NA,"7167-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"approved 12-28-09",NA,NA,NA,NA,NA,NA,NA,"1717 E Interstate Avenue","Bismarck Nd",NA,NA,"58503",NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,"acft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/SD/SD_IN_WU_2010_2019_LDM.xlsx$Culled_IND_FacilityList, /SD/SD_IN_WU_2010_2019_LDM.xlsx$SD_INplus_WU_Site Address, /SD/SD_IN_WU_2010_2019_LDM.xlsx$SD_INplus_WU_2010_2019, /SD/read_me.docx"
"SD","WD",NA,"IN",NA,"BASIN ELECTRIC POWER COOP",NA,NA,"7167-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"approved 12-28-09",NA,NA,NA,NA,NA,NA,NA,"1717 E Interstate Avenue","Bismarck Nd",NA,NA,"58503",NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,"acft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/SD/SD_IN_WU_2010_2019_LDM.xlsx$Culled_IND_FacilityList, /SD/SD_IN_WU_2010_2019_LDM.xlsx$SD_INplus_WU_Site Address, /SD/SD_IN_WU_2010_2019_LDM.xlsx$SD_INplus_WU_2010_2019, /SD/read_me.docx"
"SD","WD",NA,"IN",NA,"BASIN ELECTRIC POWER COOP",NA,NA,"7167-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"approved 12-28-09",NA,NA,NA,NA,NA,NA,NA,"1717 E Interstate Avenue","Bismarck Nd",NA,NA,"58503",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,"acft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/SD/SD_IN_WU_2010_2019_LDM.xlsx$Culled_IND_FacilityList, /SD/SD_IN_WU_2010_2019_LDM.xlsx$SD_INplus_WU_Site Address, /SD/SD_IN_WU_2010_2019_LDM.xlsx$SD_INplus_WU_2010_2019, /SD/read_me.docx"
"SD","WD",NA,"IN",NA,"BASIN ELECTRIC POWER COOP",NA,NA,"7167-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"approved 12-28-09",NA,NA,NA,NA,NA,NA,NA,"1717 E Interstate Avenue","Bismarck Nd",NA,NA,"58503",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.8,"acft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/SD/SD_IN_WU_2010_2019_LDM.xlsx$Culled_IND_FacilityList, /SD/SD_IN_WU_2010_2019_LDM.xlsx$SD_INplus_WU_Site Address, /SD/SD_IN_WU_2010_2019_LDM.xlsx$SD_INplus_WU_2010_2019, /SD/read_me.docx"
"SD","WD",NA,"IN",NA,"BASIN ELECTRIC POWER COOP",NA,NA,"7167-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"approved 12-28-09",NA,NA,NA,NA,NA,NA,NA,"1717 E Interstate Avenue","Bismarck Nd",NA,NA,"58503",NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,"acft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/SD/SD_IN_WU_2010_2019_LDM.xlsx$Culled_IND_FacilityList, /SD/SD_IN_WU_2010_2019_LDM.xlsx$SD_INplus_WU_Site Address, /SD/SD_IN_WU_2010_2019_LDM.xlsx$SD_INplus_WU_2010_2019, /SD/read_me.docx"
"SD","WD",NA,"IN",NA,"BASIN ELECTRIC POWER COOP",NA,NA,"7167-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"approved 12-28-09",NA,NA,NA,NA,NA,NA,NA,"1717 E Interstate Avenue","Bismarck Nd",NA,NA,"58503",NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,"acft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/SD/SD_IN_WU_2010_2019_LDM.xlsx$Culled_IND_FacilityList, /SD/SD_IN_WU_2010_2019_LDM.xlsx$SD_INplus_WU_Site Address, /SD/SD_IN_WU_2010_2019_LDM.xlsx$SD_INplus_WU_2010_2019, /SD/read_me.docx"
"SD","WD",NA,NA,NA,"BECKHAM DENNIS OR ANNA MAC",NA,NA,"1846-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12336 Erickson Ranch Road",NA,NA,NA,"57769",NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,384700,"gal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/SD/SD_IN_WU_2010_2019_LDM.xlsx$SD_INplus_WU_Site Address, /SD/SD_IN_WU_2010_2019_LDM.xlsx$SD_INplus_WU_2010_2019, /SD/read_me.docx"
"SD","WD",NA,NA,NA,"BIG GAME STORAGE LIMITED LIABILITY COMPANY",NA,NA,"2782-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25701 Sd Highway 44",NA,NA,NA,"57579",NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.05,"acft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/SD/SD_IN_WU_2010_2019_LDM.xlsx$SD_INplus_WU_Site Address, /SD/SD_IN_WU_2010_2019_LDM.xlsx$SD_INplus_WU_2010_2019, /SD/read_me.docx"
"SD","WD",NA,NA,NA,"BLACK HILLS NAT I FOREST CAMP BOB MARSHALL",NA,NA,"2753-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1019n 5th St",NA,NA,NA,"57730",NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151310,"gal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/SD/SD_IN_WU_2010_2019_LDM.xlsx$SD_INplus_WU_Site Address, /SD/SD_IN_WU_2010_2019_LDM.xlsx$SD_INplus_WU_2010_2019, /SD/read_me.docx"
"SD","WD",NA,NA,NA,"BLACK HILLS RAPTOR CENTER",NA,NA,"2779-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15227 Caputa Loop",NA,NA,NA,"57703",NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141620,"gal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/SD/SD_IN_WU_2010_2019_LDM.xlsx$SD_INplus_WU_Site Address, /SD/SD_IN_WU_2010_2019_LDM.xlsx$SD_INplus_WU_2010_2019, /SD/read_me.docx"
