"State","ValueType","SourceType","Category","Saline","FacilityName","FacilityName1","FacilityName2","FacilityNumber","FacilityNumber1","FacilityNumber2","SourceName","SourceName1","SourceNumber","SourceNumber1","SourceNumber2","NAICS","SIC","Description","HUC8","HUC10","HUC12","AquiferName1","AquiferName2","BasinName1","BasinName2","Address1","City1","County1","State1","Zip1","Address2","City2","County2","State2","Zip2","Lat","Lon","Datum","Projection","Year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Units_monthly","Method_monthly","Annual_reported","Units_annual_reported","Method_annual_reported","DataProtected","FIPS5code","SITESELECTION_FACILITYID","SITESELECTION_NPDES_ID","SITESELECTION_NAME","SITESELECTION_ADDRESS","SITESELECTION_ADDRESS_Fix","SITESELECTION_ADRSFLAG","SITESELECTION_CITY","SITESELECTION_STATE","SITESELECTION_COUNTY","SITESELECTION_ZIP","SITESELECTION_FLAGZIP","SITESELECTION_PHONE","SITESELECTION_LATITUDE","SITESELECTION_LONGITUDE","SITESELECTION_NAICS","SITESELECTION_NAICSDESCR","SITESELECTION_SIC","SITESELECTION_SICDESCR","SITESELECTION_EMP","SITESELECTION_TotPerson","SITESELECTION_Area","SITESELECTION_AnnSaleVol","SITESELECTION_JobsReported","SITESELECTION_ZIP_PHONE","SITESELECTION_CITY_ADDRESS","SITESELECTION_LL_Src","SITESELECTION_DATASET_MATCHES_ALL2","SITESELECTION_NEW_REC","SITESELECTION_STATE_NAME","SITESELECTION_StateFIPS","SITESELECTION_CNTY_FIPS","SITESELECTION_ST_CNTY_FIPS","SITESELECTION_X","SITESELECTION_CDC_Region","SITESELECTION_huc2","DataSource"
"MA","WD",NA,"IN",NA,"AGGREGATE INDUSTRIES NORTHEAST REGION","AGGREGATE INDUSTRIES NORTHEAST REGION","AGGREGATE INDUSTRIES NORTHEAST REGION",NA,"21218604",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BLACKSTONE",NA,"105 Providence Road","Millbury","Worcester","MA",NA,"105 Providence Road","Millbury","WORCESTER","MA",NA,NA,NA,NA,NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,"mgd","Metered",NA,NA,"E_110043909394","NA","AGGREGATE INDUSTRIES NORTHEAST REGION","105 PROVIDENCE RD","105 PROVIDENCE ROAD","UPDATED","MILLBURY","MA","WORCESTER","15270000","DIFF","NA","NA","NA","32732","READY-MIX CONCRETE MANUFACTURING","NA","NA","NA","NA","NA","NA","NA","NA","MILLBURY_105 PROVIDENCE ROAD","NA","FRS","Y","Massachusetts","25","27","25027","NA","New_England","NA","/MA/2. Water Usage by Facility_2000-2018.xlsx$2005, USEPA_HIFLD_EIA_PPP_facility_v7.csv"
"MA","WD",NA,"IN",NA,"AGGREGATE INDUSTRIES NORTHEAST REGION","AGGREGATE INDUSTRIES NORTHEAST REGION","AGGREGATE INDUSTRIES NORTHEAST REGION",NA,"21402802",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CONCORD",NA,"771 Donald Lynch Boulevard","Berlin","Worcester","MA",NA,"771 Donald Lynch Boulevard","Berlin","WORCESTER","MA",NA,NA,NA,NA,NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"mgd","Metered",NA,NA,"E_110024454687","NA","AGGREGATE INDUSTRIES NORTHEAST REGION","771 DONALD LYNCH BLVD","771 DONALD LYNCH BOULEVARD","UPDATED","BERLIN","MA","WORCESTER","15030000","DIFF","NA","NA","NA","327320","READY-MIX CONCRETE MANUFACTURING.","NA","NA","NA","NA","NA","NA","NA","NA","BERLIN_771 DONALD LYNCH BOULEVARD","NA","FRS","Y","Massachusetts","25","27","25027","NA","New_England","NA","/MA/2. Water Usage by Facility_2000-2018.xlsx$2005, USEPA_HIFLD_EIA_PPP_facility_v7.csv"
"MA","WD",NA,"IN",NA,"AGGREGATE INDUSTRIES NORTHEAST REGION","AGGREGATE INDUSTRIES NORTHEAST REGION","AGGREGATE INDUSTRIES NORTHEAST REGION",NA,"21218604",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BLACKSTONE",NA,"105 Providence Road","Millbury","Worcester","MA",NA,"105 Providence Road","Millbury","WORCESTER","MA",NA,NA,NA,NA,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,"mgd","Metered",NA,NA,"E_110043909394","NA","AGGREGATE INDUSTRIES NORTHEAST REGION","105 PROVIDENCE RD","105 PROVIDENCE ROAD","UPDATED","MILLBURY","MA","WORCESTER","15270000","DIFF","NA","NA","NA","32732","READY-MIX CONCRETE MANUFACTURING","NA","NA","NA","NA","NA","NA","NA","NA","MILLBURY_105 PROVIDENCE ROAD","NA","FRS","Y","Massachusetts","25","27","25027","NA","New_England","NA","/MA/2. Water Usage by Facility_2000-2018.xlsx$2006, USEPA_HIFLD_EIA_PPP_facility_v7.csv"
"MA","WD",NA,"IN",NA,"AGGREGATE INDUSTRIES NORTHEAST REGION","AGGREGATE INDUSTRIES NORTHEAST REGION","AGGREGATE INDUSTRIES NORTHEAST REGION",NA,"21402802",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CONCORD",NA,"771 Donald Lynch Boulevard","Berlin","Worcester","MA",NA,"771 Donald Lynch Boulevard","Berlin","WORCESTER","MA",NA,NA,NA,NA,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"mgd","Metered",NA,NA,"E_110024454687","NA","AGGREGATE INDUSTRIES NORTHEAST REGION","771 DONALD LYNCH BLVD","771 DONALD LYNCH BOULEVARD","UPDATED","BERLIN","MA","WORCESTER","15030000","DIFF","NA","NA","NA","327320","READY-MIX CONCRETE MANUFACTURING.","NA","NA","NA","NA","NA","NA","NA","NA","BERLIN_771 DONALD LYNCH BOULEVARD","NA","FRS","Y","Massachusetts","25","27","25027","NA","New_England","NA","/MA/2. Water Usage by Facility_2000-2018.xlsx$2006, USEPA_HIFLD_EIA_PPP_facility_v7.csv"
"MA","WD",NA,"IN",NA,"AGGREGATE INDUSTRIES NORTHEAST REGION","AGGREGATE INDUSTRIES NORTHEAST REGION","AGGREGATE INDUSTRIES NORTHEAST REGION",NA,"21218604",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BLACKSTONE",NA,"105 Providence Road","Millbury","Worcester","MA",NA,"105 Providence Road","Millbury","WORCESTER","MA",NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,"mgd","Metered",NA,NA,"E_110043909394","NA","AGGREGATE INDUSTRIES NORTHEAST REGION","105 PROVIDENCE RD","105 PROVIDENCE ROAD","UPDATED","MILLBURY","MA","WORCESTER","15270000","DIFF","NA","NA","NA","32732","READY-MIX CONCRETE MANUFACTURING","NA","NA","NA","NA","NA","NA","NA","NA","MILLBURY_105 PROVIDENCE ROAD","NA","FRS","Y","Massachusetts","25","27","25027","NA","New_England","NA","/MA/2. Water Usage by Facility_2000-2018.xlsx$2007, USEPA_HIFLD_EIA_PPP_facility_v7.csv"
"MA","WD",NA,"IN",NA,"AGGREGATE INDUSTRIES NORTHEAST REGION","AGGREGATE INDUSTRIES NORTHEAST REGION","AGGREGATE INDUSTRIES NORTHEAST REGION",NA,"21402802",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CONCORD",NA,"771 Donald Lynch Boulevard","Berlin","Worcester","MA",NA,"771 Donald Lynch Boulevard","Berlin","WORCESTER","MA",NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"mgd","Metered",NA,NA,"E_110024454687","NA","AGGREGATE INDUSTRIES NORTHEAST REGION","771 DONALD LYNCH BLVD","771 DONALD LYNCH BOULEVARD","UPDATED","BERLIN","MA","WORCESTER","15030000","DIFF","NA","NA","NA","327320","READY-MIX CONCRETE MANUFACTURING.","NA","NA","NA","NA","NA","NA","NA","NA","BERLIN_771 DONALD LYNCH BOULEVARD","NA","FRS","Y","Massachusetts","25","27","25027","NA","New_England","NA","/MA/2. Water Usage by Facility_2000-2018.xlsx$2007, USEPA_HIFLD_EIA_PPP_facility_v7.csv"
"MA","WD",NA,"IN",NA,"AGGREGATE INDUSTRIES NORTHEAST REGION","AGGREGATE INDUSTRIES NORTHEAST REGION","AGGREGATE INDUSTRIES NORTHEAST REGION",NA,"21218604",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BLACKSTONE",NA,"105 Providence Road","Millbury","Worcester","MA",NA,"105 Providence Road","Millbury","WORCESTER","MA",NA,NA,NA,NA,NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,"mgd","Metered",NA,NA,"E_110043909394","NA","AGGREGATE INDUSTRIES NORTHEAST REGION","105 PROVIDENCE RD","105 PROVIDENCE ROAD","UPDATED","MILLBURY","MA","WORCESTER","15270000","DIFF","NA","NA","NA","32732","READY-MIX CONCRETE MANUFACTURING","NA","NA","NA","NA","NA","NA","NA","NA","MILLBURY_105 PROVIDENCE ROAD","NA","FRS","Y","Massachusetts","25","27","25027","NA","New_England","NA","/MA/2. Water Usage by Facility_2000-2018.xlsx$2008, USEPA_HIFLD_EIA_PPP_facility_v7.csv"
"MA","WD",NA,"IN",NA,"AGGREGATE INDUSTRIES NORTHEAST REGION","AGGREGATE INDUSTRIES NORTHEAST REGION","AGGREGATE INDUSTRIES NORTHEAST REGION",NA,"21402802",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CONCORD",NA,"771 Donald Lynch Boulevard","Berlin","Worcester","MA",NA,"771 Donald Lynch Boulevard","Berlin","WORCESTER","MA",NA,NA,NA,NA,NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"mgd","Metered",NA,NA,"E_110024454687","NA","AGGREGATE INDUSTRIES NORTHEAST REGION","771 DONALD LYNCH BLVD","771 DONALD LYNCH BOULEVARD","UPDATED","BERLIN","MA","WORCESTER","15030000","DIFF","NA","NA","NA","327320","READY-MIX CONCRETE MANUFACTURING.","NA","NA","NA","NA","NA","NA","NA","NA","BERLIN_771 DONALD LYNCH BOULEVARD","NA","FRS","Y","Massachusetts","25","27","25027","NA","New_England","NA","/MA/2. Water Usage by Facility_2000-2018.xlsx$2008, USEPA_HIFLD_EIA_PPP_facility_v7.csv"
"MA","WD",NA,"IN",NA,"AGGREGATE INDUSTRIES NORTHEAST REGION","AGGREGATE INDUSTRIES NORTHEAST REGION","AGGREGATE INDUSTRIES NORTHEAST REGION",NA,"21218604",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BLACKSTONE",NA,"105 Providence Road","Millbury","Worcester","MA",NA,"105 Providence Road","Millbury","WORCESTER","MA",NA,NA,NA,NA,NA,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,"mgd","Metered",NA,NA,"E_110043909394","NA","AGGREGATE INDUSTRIES NORTHEAST REGION","105 PROVIDENCE RD","105 PROVIDENCE ROAD","UPDATED","MILLBURY","MA","WORCESTER","15270000","DIFF","NA","NA","NA","32732","READY-MIX CONCRETE MANUFACTURING","NA","NA","NA","NA","NA","NA","NA","NA","MILLBURY_105 PROVIDENCE ROAD","NA","FRS","Y","Massachusetts","25","27","25027","NA","New_England","NA","/MA/2. Water Usage by Facility_2000-2018.xlsx$2009, USEPA_HIFLD_EIA_PPP_facility_v7.csv"
"MA","WD",NA,"IN",NA,"AGGREGATE INDUSTRIES NORTHEAST REGION","AGGREGATE INDUSTRIES NORTHEAST REGION","AGGREGATE INDUSTRIES NORTHEAST REGION",NA,"21402802",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CONCORD",NA,"771 Donald Lynch Boulevard","Berlin","Worcester","MA",NA,"771 Donald Lynch Boulevard","Berlin","WORCESTER","MA",NA,NA,NA,NA,NA,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"mgd","Metered",NA,NA,"E_110024454687","NA","AGGREGATE INDUSTRIES NORTHEAST REGION","771 DONALD LYNCH BLVD","771 DONALD LYNCH BOULEVARD","UPDATED","BERLIN","MA","WORCESTER","15030000","DIFF","NA","NA","NA","327320","READY-MIX CONCRETE MANUFACTURING.","NA","NA","NA","NA","NA","NA","NA","NA","BERLIN_771 DONALD LYNCH BOULEVARD","NA","FRS","Y","Massachusetts","25","27","25027","NA","New_England","NA","/MA/2. Water Usage by Facility_2000-2018.xlsx$2009, USEPA_HIFLD_EIA_PPP_facility_v7.csv"
"MA","WD",NA,"IN",NA,"AGGREGATE INDUSTRIES NORTHEAST REGION","AGGREGATE INDUSTRIES NORTHEAST REGION","AGGREGATE INDUSTRIES NORTHEAST REGION",NA,"21218604",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BLACKSTONE",NA,"105 Providence Road","Millbury","Worcester","MA",NA,"105 Providence Road","Millbury","WORCESTER","MA",NA,NA,NA,NA,NA,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,"mgd","Metered",NA,NA,"E_110043909394","NA","AGGREGATE INDUSTRIES NORTHEAST REGION","105 PROVIDENCE RD","105 PROVIDENCE ROAD","UPDATED","MILLBURY","MA","WORCESTER","15270000","DIFF","NA","NA","NA","32732","READY-MIX CONCRETE MANUFACTURING","NA","NA","NA","NA","NA","NA","NA","NA","MILLBURY_105 PROVIDENCE ROAD","NA","FRS","Y","Massachusetts","25","27","25027","NA","New_England","NA","/MA/2. Water Usage by Facility_2000-2018.xlsx$2010, USEPA_HIFLD_EIA_PPP_facility_v7.csv"
