"State","ValueType","SourceType","Category","Saline","FacilityName","FacilityName1","FacilityName2","FacilityNumber","FacilityNumber1","FacilityNumber2","SourceName","SourceName1","SourceNumber","SourceNumber1","NAICS","SIC","Description","HUC8","HUC10","HUC12","AquiferName1","AquiferName2","BasinName1","BasinName2","Address1","City1","County1","State1","Zip1","Address2","City2","County2","State2","Zip2","Lat","Lon","Datum","Projection","Year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Units_monthly","Method_monthly","Annual_reported","Units_annual_reported","Method_annual_reported","DataProtected","FIPS5code","SITESELECTION_FACILITYID","SITESELECTION_NPDES_ID","SITESELECTION_NAME","SITESELECTION_ADDRESS","SITESELECTION_ADDRESS_Fix","SITESELECTION_ADRSFLAG","SITESELECTION_CITY","SITESELECTION_STATE","SITESELECTION_COUNTY","SITESELECTION_ZIP","SITESELECTION_FLAGZIP","SITESELECTION_PHONE","SITESELECTION_LATITUDE","SITESELECTION_LONGITUDE","SITESELECTION_NAICS","SITESELECTION_NAICSDESCR","SITESELECTION_SIC","SITESELECTION_SICDESCR","SITESELECTION_FIPS","SITESELECTION_EMP","SITESELECTION_TotPerson","SITESELECTION_Area","SITESELECTION_AnnSaleVol","SITESELECTION_JobsReported","SITESELECTION_ZIP_PHONE","SITESELECTION_CITY_ADDRESS","SITESELECTION_LL_Src","SITESELECTION_DATASET_MATCHES_ALL2","SITESELECTION_NEW_REC","DataSource"
"WI","WD","GW","CO",NA,"CASTLE ROCK LAKE CONDO ASSOCIATES","CASTLE ROCK LAKE CONDO ASSOCIATES",NA,"9759","8703","2417",NA,NA,"6830",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Adams",NA,NA,NA,NA,NA,NA,NA,NA,"43.8922659988","-89.9656079004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86000,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW",NA,NA,"CASTLE ROCK LAKE CONDO ASSOCIATES","CASTLE ROCK LAKE CONDO ASSOCIATES",NA,"9759","13711","2417",NA,NA,"6792",NA,NA,NA,NA,NA,NA,NA,"SANDSTONE",NA,NA,NA,NA,"Juneau",NA,NA,NA,NA,NA,NA,NA,NA,"43.8929666987","-89.9739500002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3000,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW",NA,NA,"CASTLE ROCK LAKE CONDO ASSOCIATES","CASTLE ROCK LAKE CONDO ASSOCIATES",NA,"9759","10010","2417",NA,NA,"6793",NA,NA,NA,NA,NA,NA,NA,"SANDSTONE",NA,NA,NA,NA,"Juneau",NA,NA,NA,NA,NA,NA,NA,NA,"43.8933166995","-89.9745166995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3000,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW",NA,NA,"CASTLE ROCK LAKE CONDO ASSOCIATES","CASTLE ROCK LAKE CONDO ASSOCIATES",NA,"9759","7423","2417",NA,NA,"6794",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Juneau",NA,NA,NA,NA,NA,NA,NA,NA,"43.8956304994","-89.9780335997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8000,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW",NA,NA,"CASTLE ROCK LAKE CONDO ASSOCIATES","CASTLE ROCK LAKE CONDO ASSOCIATES",NA,"9759","7418","2417",NA,NA,"6795",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Juneau",NA,NA,NA,NA,NA,NA,NA,NA,"43.8956304994","-89.9780335997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8000,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW",NA,NA,"CASTLE ROCK LAKE CONDO ASSOCIATES","CASTLE ROCK LAKE CONDO ASSOCIATES",NA,"9759","13710","2417",NA,NA,"6797",NA,NA,NA,NA,NA,NA,NA,"SANDSTONE",NA,NA,NA,NA,"Juneau",NA,NA,NA,NA,NA,NA,NA,NA,"43.8941166989","-89.9786666995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8000,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW",NA,NA,"CASTLE ROCK LAKE CONDO ASSOCIATES","CASTLE ROCK LAKE CONDO ASSOCIATES",NA,"9759","13704","2417",NA,NA,"6802",NA,NA,NA,NA,NA,NA,NA,"SANDSTONE",NA,NA,NA,NA,"Juneau",NA,NA,NA,NA,NA,NA,NA,NA,"43.8931499987","-89.9776832994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8000,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW",NA,NA,"CASTLE ROCK LAKE CONDO ASSOCIATES","CASTLE ROCK LAKE CONDO ASSOCIATES",NA,"9759","4867","2417",NA,NA,"6803",NA,NA,NA,NA,NA,NA,NA,"SANDSTONE",NA,NA,NA,NA,"Juneau",NA,NA,NA,NA,NA,NA,NA,NA,"43.8929166994","-89.9759333005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4000,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW","CO",NA,"CASTLE ROCK LAKE CONDO ASSOCIATES","CASTLE ROCK LAKE CONDO ASSOCIATES",NA,"9759","11267","2417",NA,NA,"6831",NA,NA,NA,NA,NA,NA,NA,"SANDSTONE",NA,NA,NA,NA,"Juneau",NA,NA,NA,NA,NA,NA,NA,NA,"43.8943832992","-89.9774000005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86000,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW","NA",NA,"CASTLE ROCK LAKE CONDO ASSOCIATES","CASTLE ROCK LAKE CONDO ASSOCIATES",NA,"9759","10008","2417",NA,NA,"6832",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Juneau",NA,NA,NA,NA,NA,NA,NA,NA,"43.8945665987","-89.9764063004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW","PS",NA,"CEDAR LAKE HOME","CEDAR LAKE HOME",NA,"372","27169","1716",NA,NA,"23164",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,"43.3917880006","-88.2474579996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,432000,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW","PS",NA,"CEDAR LAKE HOME","CEDAR LAKE HOME",NA,"372","27170","1716",NA,NA,"23165",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,"43.3919000006","-88.2474580001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,432000,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW","NA",NA,"CEDAR LAKE SAND AND GRAVEL COMPANY INCORPORATED","EVENSON CONSTRUCTION",NA,"14157","25538","22196",NA,NA,"21544",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kewaunee",NA,NA,NA,NA,NA,NA,NA,NA,"44.5409799991","-87.6234999998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14400,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW","IR",NA,"CERES FARMS WISCONSIN LIMITED LIABILITY COMPANY","CERES FARMS WISCONSIN LIMITED LIABILITY COMPANY",NA,"6353","26892","22857",NA,NA,"22887",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Adams",NA,NA,NA,NA,NA,NA,NA,NA,"44.1083639034","-89.6230867911",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1584000,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW","NA",NA,"CHENEQUA COUNTRY CLUB","CHENEQUA COUNTRY CLUB",NA,"8074","25553","1010",NA,NA,"21559",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Waukesha",NA,NA,NA,NA,NA,NA,NA,NA,"43.1314999992","-88.3715000004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,800,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW","NA",NA,"CHRISTENSEN KENNETH","CHRISTENSEN KENNETH",NA,"9703","24543","4576",NA,NA,"20550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Adams",NA,NA,NA,NA,NA,NA,NA,NA,"43.681999999","-89.7171999999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25920,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW","NA",NA,"CHRISTENSEN KENNETH","CHRISTENSEN KENNETH",NA,"9703","25045","4576",NA,NA,"21050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Adams",NA,NA,NA,NA,NA,NA,NA,NA,"43.6989999994","-89.7175999995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21600,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW","NA",NA,"CIESLEWICZ PAUL","CIESLEWICZ PAUL",NA,"14235","25782","22286",NA,NA,"21788",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Portage",NA,NA,NA,NA,NA,NA,NA,NA,"44.3641999994","-89.4304999997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14400,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW","IN",NA,"CITY OF BARRON","BLAKE DRILLING AND DEWATERING",NA,"14821","27187","23253",NA,NA,"23182",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Barron",NA,NA,NA,NA,NA,NA,NA,NA,"45.3998509005","-91.8450534997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3456000,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW","IN",NA,"CITY OF CUMBERLAND","BLAKE DRILLING AND DEWATERING",NA,"14802","27144","23218",NA,NA,"23139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Barron",NA,NA,NA,NA,NA,NA,NA,NA,"45.5372143006","-92.023987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2592000,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW","IN",NA,"CITY OF FORT ATKINSON","STAAB CONSTRUCTION",NA,"14798","27128","23213",NA,NA,"23123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jefferson",NA,NA,NA,NA,NA,NA,NA,NA,"42.9054510012","-88.8585053996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3600000,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW","IN",NA,"CITY OF HUDSON","MAGNEY CONSTRUCTION",NA,"14696","26909","23048",NA,NA,"22904",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"St. Croix",NA,NA,NA,NA,NA,NA,NA,NA,"44.9668829595","-92.7547537725",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86400,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW","IN",NA,"CITY OF MADISON ENGINEERING","SPEEDWAY SAND AND GRAVEL",NA,"14783","27083","23178",NA,NA,"23078",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dane",NA,NA,NA,NA,NA,NA,NA,NA,"43.049706001","-89.3978879999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,432000,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW","RM",NA,"CITY OF MARINETTE","TYCO FIRE PRODUCTS LIMITED PARTNERSHIP","TYCO FIRE PRODUCTS LIMITED PARTNERSHIP","14806","27156","23227",NA,NA,"23151",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marinette","Marinette County","WI",NA,NA,"Marinette","MARINETTE COUNTY","WI",NA,"45.0799200011","-87.6240200005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57500,"GPD","Permitted",NA,NA,"E_110070225649","NA","TYCO FIRE PRODUCTS, LP","ONE STANTON STREET","ONE STANTON ST","CHECK","MARINETTE","WI","MARINETTE COUNTY","54143","GOOD","NA","NA","NA","339999","ALL OTHER MISCELLANEOUS MANUFACTURING.","NA","NA","NA","NA","NA","NA","NA","NA","NA","MARINETTE_ONE STANTON ST","NA","FRS","Y","/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx, USEPA_HIFLD_EIA_PPP_facility_v6.csv"
"WI","WD","GW","RM",NA,"CITY OF MARINETTE","TYCO FIRE PRODUCTS LIMITED PARTNERSHIP","TYCO FIRE PRODUCTS LIMITED PARTNERSHIP","14806","27157","23227",NA,NA,"23152",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marinette","Marinette County","WI",NA,NA,"Marinette","MARINETTE COUNTY","WI",NA,"45.0781500011","-87.6234500002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57600,"GPD","Permitted",NA,NA,"E_110070225649","NA","TYCO FIRE PRODUCTS, LP","ONE STANTON STREET","ONE STANTON ST","CHECK","MARINETTE","WI","MARINETTE COUNTY","54143","GOOD","NA","NA","NA","339999","ALL OTHER MISCELLANEOUS MANUFACTURING.","NA","NA","NA","NA","NA","NA","NA","NA","NA","MARINETTE_ONE STANTON ST","NA","FRS","Y","/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx, USEPA_HIFLD_EIA_PPP_facility_v6.csv"
"WI","WD","GW","RM",NA,"CITY OF MARINETTE","TYCO FIRE PRODUCTS LIMITED PARTNERSHIP","TYCO FIRE PRODUCTS LIMITED PARTNERSHIP","14806","27158","23227",NA,NA,"23153",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marinette","Marinette County","WI",NA,NA,"Marinette","MARINETTE COUNTY","WI",NA,"45.0779400011","-87.6296899995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57500,"GPD","Permitted",NA,NA,"E_110070225649","NA","TYCO FIRE PRODUCTS, LP","ONE STANTON STREET","ONE STANTON ST","CHECK","MARINETTE","WI","MARINETTE COUNTY","54143","GOOD","NA","NA","NA","339999","ALL OTHER MISCELLANEOUS MANUFACTURING.","NA","NA","NA","NA","NA","NA","NA","NA","NA","MARINETTE_ONE STANTON ST","NA","FRS","Y","/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx, USEPA_HIFLD_EIA_PPP_facility_v6.csv"
"WI","WD","GW","RM",NA,"CITY OF MARINETTE","TYCO FIRE PRODUCTS LIMITED PARTNERSHIP","TYCO FIRE PRODUCTS LIMITED PARTNERSHIP","14806","27159","23227",NA,NA,"23154",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marinette","Marinette County","WI",NA,NA,"Marinette","MARINETTE COUNTY","WI",NA,"45.0759500007","-87.6229900002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57500,"GPD","Permitted",NA,NA,"E_110070225649","NA","TYCO FIRE PRODUCTS, LP","ONE STANTON STREET","ONE STANTON ST","CHECK","MARINETTE","WI","MARINETTE COUNTY","54143","GOOD","NA","NA","NA","339999","ALL OTHER MISCELLANEOUS MANUFACTURING.","NA","NA","NA","NA","NA","NA","NA","NA","NA","MARINETTE_ONE STANTON ST","NA","FRS","Y","/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx, USEPA_HIFLD_EIA_PPP_facility_v6.csv"
"WI","WD","GW","IN",NA,"CITY OF OSHKOSH","ADVANCE CONSTRUCTION",NA,"14789","27104","23196",NA,NA,"23099",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Winnebago",NA,NA,NA,NA,NA,NA,NA,NA,"43.983547501","-88.5370492995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18720000,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW","IN",NA,"CITY OF PORTAGE","GERKE EXCAVATING",NA,"14812","27172","23238",NA,NA,"23167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Columbia",NA,NA,NA,NA,NA,NA,NA,NA,"43.5411100009","-89.4444699998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,288000,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW","IN",NA,"CITY OF WAUKESHA","ADVANCE CONSTRUCTION INCORPORATED","ADVANCE CONSTRUCTION INCORPORATED","14825","27192","23256",NA,NA,"23187",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2201 American Boulevard","Waukesha","Brown","WI",NA,"2201 American Boulevard","De Pere","BROWN","WI",NA,"43.0053692012","-88.2433767002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,691200,"GPD","Permitted",NA,NA,"E_110039513871","NA","ADVANCE CONSTRUCTION INC","2201 AMERICAN BLVD","2201 AMERICAN BOULEVARD","UPDATED","DE PERE","WI","BROWN","54115","GOOD","NA","44.41151","-88.11065","NA","PLASTICS PRODUCTS, NOT ELSEWHERE CLASSIFIED","3089","NA","NA","NA","NA","NA","NA","3","54115 _","DE PERE_2201 AMERICAN BOULEVARD","FRS","FRS, PPP","N","/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx, USEPA_HIFLD_EIA_PPP_facility_v6.csv"
"WI","WD","GW","IN",NA,"CITY OF WISCONSIN RAPIDS","WISCONSIN RAPIDS CITY OF",NA,"14787","27094","23189",NA,NA,"23089",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wood",NA,NA,NA,NA,NA,NA,NA,NA,"44.3694460006","-89.8013160004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,720000,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW","NA",NA,"CLARK LORI","DRT SANDS INCORPORATED",NA,"13822","24570","21569",NA,NA,"20577",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chippewa",NA,NA,NA,NA,NA,NA,NA,NA,"45.1437999994","-91.6201999996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2880,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW","AG",NA,"CLEMENTS MARK","CLEMENTS MARK",NA,"14822","27188","23254",NA,NA,"23183",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chippewa",NA,NA,NA,NA,NA,NA,NA,NA,"45.0715000012","-91.5900600004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
