"State","ValueType","SourceType","Category","Saline","FacilityName","FacilityName1","FacilityName2","FacilityNumber","FacilityNumber1","FacilityNumber2","SourceName","SourceName1","SourceNumber","SourceNumber1","NAICS","SIC","Description","HUC8","HUC10","HUC12","AquiferName1","AquiferName2","BasinName1","BasinName2","Address1","City1","County1","State1","Zip1","Address2","City2","Zip2","Lat","Lon","Datum","Year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Units_monthly","Method_monthly","Annual_reported","Units_annual_reported","Method_annual_reported","DataProtected","DataSource"
"MN","WD","GW","IR",NA,"3m company","NA","NA","1989-6406","T27N-R21W-S28",NA,"1",NA,"194087","NA",NA,NA,"Agricultural Crop Irrigation",NA,NA,NA,"cjdn","jordan","cjdn","mississippi river twin cities",NA,NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.75,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW","PS",NA,"3m company","3m cottage grove manufacturing site","NA","1960-0687","T27N-R21W-S34",NA,"site well 1",NA,"231867","NA",NA,NA,"Commercial/Institutional Water Supply",NA,NA,NA,"cjdn","jordan","cjdn","mississippi river twin cities",NA,NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW","PS",NA,"3m company","3m cottage grove manufacturing site","NA","1960-0687","T27N-R21W-S34",NA,"site well 5",NA,"231871","NA",NA,NA,"Commercial/Institutional Water Supply",NA,NA,NA,"qwta","water table","qwta","mississippi river twin cities",NA,NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW","PS",NA,"3m company","3m cottage grove manufacturing site","NA","1960-0687","T27N-R21W-S34",NA,"site well 6",NA,"229117","NA",NA,NA,"Commercial/Institutional Water Supply",NA,NA,NA,"qwta","water table","qwta","mississippi river twin cities",NA,NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW","IN",NA,"3m company","3m cottage grove manufacturing site","NA","1960-0687","T27N-R21W-S34",NA,"site well 1",NA,"231867","NA",NA,NA,"Industrial Process Cooling - Once Through",NA,NA,NA,"cjdn","jordan","cjdn","mississippi river twin cities",NA,NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.672,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW","IN",NA,"3m company","3m cottage grove manufacturing site","NA","1960-0687","T27N-R21W-S34",NA,"site well 6",NA,"229117","NA",NA,NA,"Industrial Process Cooling - Once Through",NA,NA,NA,"qwta","water table","qwta","mississippi river twin cities",NA,NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225.784,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW","IN",NA,"3m company","3m cottage grove manufacturing site","NA","1960-0687","T27N-R21W-S34",NA,"site well 5",NA,"231871","NA",NA,NA,"Industrial Process Cooling - Once Through",NA,NA,NA,"qwta","water table","qwta","mississippi river twin cities",NA,NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,363.457,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW",NA,NA,"3m company","3m woodbury well site","NA","1967-0674","T28N-R21W-S35",NA,"3",NA,"233555","NA",NA,NA,"Pollution Containment",NA,NA,NA,"opdc","prairie du chien","opdc","mississippi river twin cities",NA,NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,248.003,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW",NA,NA,"3m company","3m woodbury well site","NA","1967-0674","T28N-R21W-S35",NA,"1",NA,"233141","NA",NA,NA,"Pollution Containment",NA,NA,NA,"opdccjdn","prairie du chien jordan","opdccjdn","mississippi river twin cities",NA,NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,436.222,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW",NA,NA,"3m company","3m woodbury well site","NA","1967-0674","T28N-R21W-S35",NA,"4",NA,"233135","NA",NA,NA,"Pollution Containment",NA,NA,NA,"opdc","prairie du chien","opdc","mississippi river twin cities",NA,NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,756.637,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW",NA,NA,"3m company","oakdale disposal","NA","1985-6321","T29N-R21W-S18",NA,"12",NA,"403798","NA",NA,NA,"Pollution Containment",NA,NA,NA,"qwta","water table","qwta","lower st croix river",NA,NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW",NA,NA,"3m company","oakdale disposal","NA","1985-6321","T29N-R21W-S18",NA,"5",NA,"403790","NA",NA,NA,"Pollution Containment",NA,NA,NA,"qwta","water table","qwta","lower st croix river",NA,NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005595,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW",NA,NA,"3m company","oakdale disposal","NA","1985-6321","T29N-R21W-S18",NA,"10",NA,"403795","NA",NA,NA,"Pollution Containment",NA,NA,NA,"qwta","water table","qwta","lower st croix river",NA,NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01985,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW",NA,NA,"3m company","oakdale disposal","NA","1985-6321","T29N-R21W-S18",NA,"3",NA,"403788","NA",NA,NA,"Pollution Containment",NA,NA,NA,"qwta","water table","qwta","lower st croix river",NA,NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22119,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW",NA,NA,"3m company","oakdale disposal","NA","1985-6321","T29N-R21W-S18",NA,"1",NA,"403786","NA",NA,NA,"Pollution Containment",NA,NA,NA,"qwta","water table","qwta","lower st croix river",NA,NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.289295,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW",NA,NA,"3m company","oakdale disposal","NA","1985-6321","T29N-R21W-S18",NA,"9",NA,"403794","NA",NA,NA,"Pollution Containment",NA,NA,NA,"qwta","water table","qwta","lower st croix river",NA,NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.335555,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW",NA,NA,"3m company","oakdale disposal","NA","1985-6321","T29N-R21W-S18",NA,"8",NA,"403793","NA",NA,NA,"Pollution Containment",NA,NA,NA,"qwta","water table","qwta","lower st croix river",NA,NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.478315,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW",NA,NA,"3m company","oakdale disposal","NA","1985-6321","T29N-R21W-S18",NA,"4",NA,"403789","NA",NA,NA,"Pollution Containment",NA,NA,NA,"qwta","water table","qwta","lower st croix river",NA,NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.50069,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW",NA,NA,"3m company","oakdale disposal","NA","1985-6321","T29N-R21W-S18",NA,"11",NA,"403796","NA",NA,NA,"Pollution Containment",NA,NA,NA,"qwta","water table","qwta","lower st croix river",NA,NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.80275,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW",NA,NA,"3m company","oakdale disposal","NA","1985-6321","T29N-R21W-S18",NA,"7",NA,"403792","NA",NA,NA,"Pollution Containment",NA,NA,NA,"qwta","water table","qwta","lower st croix river",NA,NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.13408,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW",NA,NA,"3m company","oakdale disposal","NA","1985-6321","T29N-R21W-S18",NA,"2",NA,"403787","NA",NA,NA,"Pollution Containment",NA,NA,NA,"qwta","water table","qwta","lower st croix river",NA,NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.61192,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW",NA,NA,"3m company","oakdale disposal","NA","1985-6321","T29N-R21W-S18",NA,"6",NA,"403791","NA",NA,NA,"Pollution Containment",NA,NA,NA,"qwta","water table","qwta","lower st croix river",NA,NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.590335,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW","IN",NA,"3m company","NA","NA","1986-6252","T29N-R22W-S28",NA,"4",NA,"200486","NA",NA,NA,"Non-metallic Processing (rubber, plastic, glass, concrete)",NA,NA,NA,"opdccjdn","prairie du chien jordan","opdccjdn","mississippi river twin cities",NA,NA,"Ramsey",NA,NA,NA,NA,NA,NA,NA,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.219,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW","IN",NA,"3m company","NA","NA","1986-6252","T29N-R22W-S28",NA,"1",NA,"200480","NA",NA,NA,"Non-metallic Processing (rubber, plastic, glass, concrete)",NA,NA,NA,"opdccjdn","prairie du chien jordan","opdccjdn","mississippi river twin cities",NA,NA,"Ramsey",NA,NA,NA,NA,NA,NA,NA,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.15,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW","IN",NA,"3m company","NA","NA","1986-6252","T29N-R22W-S28",NA,"2",NA,"200481","NA",NA,NA,"Non-metallic Processing (rubber, plastic, glass, concrete)",NA,NA,NA,"ostpopdc","st peter prairie du chien","ostpopdc","mississippi river twin cities",NA,NA,"Ramsey",NA,NA,NA,NA,NA,NA,NA,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166.123,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW","IN",NA,"3m company","NA","NA","1986-6252","T29N-R22W-S28",NA,"3",NA,"200484","NA",NA,NA,"Non-metallic Processing (rubber, plastic, glass, concrete)",NA,NA,NA,"opdccjdn","prairie du chien jordan","opdccjdn","mississippi river twin cities",NA,NA,"Ramsey",NA,NA,NA,NA,NA,NA,NA,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168.203,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW","IR",NA,"3m company","building 259","NA","1975-6084","T29N-R22W-S36",NA,"3",NA,"127256","NA",NA,NA,"Landscaping/Athletic Field Irrigation",NA,NA,NA,"opcj","prairie du chien jordan","opcj","mississippi river twin cities",NA,NA,"Ramsey",NA,NA,NA,NA,NA,NA,NA,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.83,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW","IR",NA,"3m company","3m bldg 207","NA","1986-6251","T29N-R22W-S36",NA,"1",NA,"207969","NA",NA,NA,"Landscaping/Athletic Field Irrigation",NA,NA,NA,"opdccstl","prairie du chien st lawrence","opdccstl","mississippi river twin cities",NA,NA,"Ramsey",NA,NA,NA,NA,NA,NA,NA,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.557,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW",NA,NA,"3m company hutchinson","NA","NA","1990-4173","T116N-R29W-S6",NA,"rw b",NA,"537543","NA",NA,NA,"Pollution Containment",NA,NA,NA,"qwta","water table","qwta","south fork crow river",NA,NA,"McLeod",NA,NA,NA,NA,NA,NA,NA,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02647,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW",NA,NA,"3m company hutchinson","NA","NA","1990-4173","T116N-R29W-S6",NA,"rw a",NA,"537544","NA",NA,NA,"Pollution Containment",NA,NA,NA,"qwta","water table","qwta","south fork crow river",NA,NA,"McLeod",NA,NA,NA,NA,NA,NA,NA,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.068834,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW","IN",NA,"8th and jefferson limited liability corporation","NA","anova furnishings","1998-5069","T107N-R7W-S25",NA,"1",NA,"255712","NA",NA,NA,"Non-metallic Processing (rubber, plastic, glass, concrete)",NA,NA,NA,"NA","NA","NA","mississippi river winona",NA,NA,"Winona",NA,NA,NA,NA,NA,NA,NA,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.92,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW","IN",NA,"aacron incorporated","trim plant","NA","1978-6281","T118N-R22W-S22",NA,"2",NA,"149848","NA",NA,NA,"Metal Processing",NA,NA,NA,"opdccjdn","prairie du chien jordan","opdccjdn","mississippi river twin cities",NA,NA,"Hennepin",NA,NA,NA,NA,NA,NA,NA,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175.678,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW","IN",NA,"aacron incorporated","arch plant","NA","1980-6182","T118N-R22W-S22",NA,"1",NA,"204341","NA",NA,NA,"Metal Processing",NA,NA,NA,"opdc","prairie du chien","opdc","mississippi river twin cities",NA,NA,"Hennepin",NA,NA,NA,NA,NA,NA,NA,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.731,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
