"State","ValueType","SourceType","Category","Saline","FacilityName","FacilityName1","FacilityName2","FacilityNumber","FacilityNumber1","FacilityNumber2","SourceName","SourceName1","SourceNumber","SourceNumber1","SourceNumber2","NAICS","SIC","Description","HUC8","HUC10","HUC12","AquiferName1","AquiferName2","BasinName1","BasinName2","Address1","City1","County1","State1","Zip1","Address2","City2","County2","State2","Zip2","Lat","Lon","Datum","Projection","Year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Units_monthly","Method_monthly","Annual_reported","Units_annual_reported","Method_annual_reported","DataProtected","FIPS5code","SITESELECTION_FACILITYID","SITESELECTION_NPDES_ID","SITESELECTION_NAME","SITESELECTION_ADDRESS","SITESELECTION_ADDRESS_Fix","SITESELECTION_ADRSFLAG","SITESELECTION_CITY","SITESELECTION_STATE","SITESELECTION_COUNTY","SITESELECTION_ZIP","SITESELECTION_FLAGZIP","SITESELECTION_PHONE","SITESELECTION_LATITUDE","SITESELECTION_LONGITUDE","SITESELECTION_NAICS","SITESELECTION_NAICSDESCR","SITESELECTION_SIC","SITESELECTION_SICDESCR","SITESELECTION_EMP","SITESELECTION_TotPerson","SITESELECTION_Area","SITESELECTION_AnnSaleVol","SITESELECTION_JobsReported","SITESELECTION_ZIP_PHONE","SITESELECTION_CITY_ADDRESS","SITESELECTION_LL_Src","SITESELECTION_DATASET_MATCHES_ALL2","SITESELECTION_NEW_REC","SITESELECTION_STATE_NAME","SITESELECTION_StateFIPS","SITESELECTION_CNTY_FIPS","SITESELECTION_ST_CNTY_FIPS","SITESELECTION_X","SITESELECTION_CDC_Region","SITESELECTION_huc2","DataSource"
"MN","WD",NA,"IN",NA,"AGGREGATE INDUSTRIES","LAKELAND PLANT","AGGREGATE INDUSTRIES",NA,"1985-6015",NA,NA,NA,NA,NA,NA,"21232","1440","Sand and Gravel Washing",NA,NA,NA,NA,NA,NA,NA,"6125 210th St N","Forest Lake","Washington","MN",NA,"6125 210th St N","Forest Lake","WASHINGTON","MN",NA,"44.962026999999999","-92.778210000000001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E_110070244612","NA","AGGREGATE INDUSTRIES","6125 210TH ST N","6125 210TH ST N","OK","FOREST LAKE","MN","WASHINGTON","55025","GOOD","NA","NA","NA","327320","READY-MIX CONCRETE MANUFACTURING.","NA","NA","NA","NA","NA","NA","NA","NA","FOREST LAKE_6125 210TH ST N","NA","FRS","Y","NA","NA","NA","NA","NA","NA","NA","/MN/MN_IN_WU.xlsx$MN IN SIC Task, /MN/read_me.docx, Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs, USEPA_HIFLD_EIA_PPP_facility_v7.csv"
"MN","WD",NA,"IN",NA,"AGGREGATE INDUSTRIES","LARSON QUARRY","AGGREGATE INDUSTRIES",NA,"2002-6042",NA,NA,NA,NA,NA,NA,"21232","1440","Sand and Gravel Washing",NA,NA,NA,NA,NA,NA,NA,"6125 210th St N","Forest Lake","Washington","MN",NA,"6125 210th St N","Forest Lake","WASHINGTON","MN",NA,"44.801878000000002","-93.012782999999999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E_110070244612","NA","AGGREGATE INDUSTRIES","6125 210TH ST N","6125 210TH ST N","OK","FOREST LAKE","MN","WASHINGTON","55025","GOOD","NA","NA","NA","327320","READY-MIX CONCRETE MANUFACTURING.","NA","NA","NA","NA","NA","NA","NA","NA","FOREST LAKE_6125 210TH ST N","NA","FRS","Y","NA","NA","NA","NA","NA","NA","NA","/MN/MN_IN_WU.xlsx$MN IN SIC Task, /MN/read_me.docx, Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs, USEPA_HIFLD_EIA_PPP_facility_v7.csv"
"MN","WD",NA,"IN",NA,"AGGREGATE INDUSTRIES","MATTSON PIT","AGGREGATE INDUSTRIES",NA,"2000-1099",NA,NA,NA,NA,NA,NA,"21232","1440","Sand and Gravel Washing",NA,NA,NA,NA,NA,NA,NA,"1515 1st Avenue N","Moorhead","Clay","MN",NA,"1515 1st Avenue N","Moorhead","CLAY","MN",NA,"47.034368000000001","-96.325631999999999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E_110001446178","NA","AGGREGATE INDUSTRIES","1515 1ST AVENUE NORTH","1515 1ST AVENUE N","UPDATED","MOORHEAD","MN","CLAY","56560-2209","DIFF","(218) 236-9640","46.87601","-96.7557","32732","READY-MIX CONCRETE MANUFACTURING","NA","NA","NA","NA","NA","NA","NA","56560 _ (218) 236-9640","MOORHEAD_1515 1ST AVENUE N","FRS","FRS","N","Minnesota","27","27","27027","NA","West_North_Central","09","/MN/MN_IN_WU.xlsx$MN IN SIC Task, /MN/read_me.docx, Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs, USEPA_HIFLD_EIA_PPP_facility_v7.csv"
"MN","WD",NA,"IN",NA,"AGGREGATE INDUSTRIES","NELSON PLANT","AGGREGATE INDUSTRIES",NA,"2000-6135",NA,NA,NA,NA,NA,NA,"21232","1440","Sand and Gravel Washing",NA,NA,NA,NA,NA,NA,NA,"6125 210th St N","Forest Lake","Washington","MN",NA,"6125 210th St N","Forest Lake","WASHINGTON","MN",NA,"44.789130999999998","-93.005082000000002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E_110070244612","NA","AGGREGATE INDUSTRIES","6125 210TH ST N","6125 210TH ST N","OK","FOREST LAKE","MN","WASHINGTON","55025","GOOD","NA","NA","NA","327320","READY-MIX CONCRETE MANUFACTURING.","NA","NA","NA","NA","NA","NA","NA","NA","FOREST LAKE_6125 210TH ST N","NA","FRS","Y","NA","NA","NA","NA","NA","NA","NA","/MN/MN_IN_WU.xlsx$MN IN SIC Task, /MN/read_me.docx, Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs, USEPA_HIFLD_EIA_PPP_facility_v7.csv"
"MN","WD",NA,"IN",NA,"AGGREGATE INDUSTRIES","NEWPORT READY MIX","AGGREGATE INDUSTRIES",NA,"2012-0069",NA,NA,NA,NA,NA,NA,"327","3200","Non-metallic Processing (rubber, plastic, glass, concrete)",NA,NA,NA,NA,NA,NA,NA,"6125 210th St N","Forest Lake","Washington","MN",NA,"6125 210th St N","Forest Lake","WASHINGTON","MN",NA,"44.883042000000003","-93.010484000000005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E_110070244612","NA","AGGREGATE INDUSTRIES","6125 210TH ST N","6125 210TH ST N","OK","FOREST LAKE","MN","WASHINGTON","55025","GOOD","NA","NA","NA","327320","READY-MIX CONCRETE MANUFACTURING.","NA","NA","NA","NA","NA","NA","NA","NA","FOREST LAKE_6125 210TH ST N","NA","FRS","Y","NA","NA","NA","NA","NA","NA","NA","/MN/MN_IN_WU.xlsx$MN IN SIC Task, /MN/read_me.docx, Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs, USEPA_HIFLD_EIA_PPP_facility_v7.csv"
"MN","WD",NA,"IN",NA,"AGGREGATE INDUSTRIES","PARK RAPIDS AGGREGATE","AGGREGATE INDUSTRIES",NA,"1990-1019",NA,NA,NA,NA,NA,NA,"21232","1440","Sand and Gravel Washing",NA,NA,NA,NA,NA,NA,NA,"20316 Highway 34","Henrietta Township","Hubbard","MN",NA,"20316 Highway 34","Henrietta Township","HUBBARD","MN",NA,"46.938881000000002","-94.946387999999999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E_110068506511","NA","AGGREGATE INDUSTRIES","20316 HIGHWAY 34","20316 HIGHWAY 34","OK","HENRIETTA TOWNSHIP","MN","HUBBARD","56470","GOOD","NA","NA","NA","NA","READY-MIXED CONCRETE","3273","NA","NA","NA","NA","NA","NA","NA","HENRIETTA TOWNSHIP_20316 HIGHWAY 34","NA","FRS","Y","Minnesota","27","57","27057","NA","West_North_Central","NA","/MN/MN_IN_WU.xlsx$MN IN SIC Task, /MN/read_me.docx, Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs, USEPA_HIFLD_EIA_PPP_facility_v7.csv"
"MN","WD",NA,"IN",NA,"AGGREGATE INDUSTRIES","PIT 21 POND","AGGREGATE INDUSTRIES",NA,"2000-1098",NA,NA,NA,NA,NA,NA,"21232","1440","Sand and Gravel Washing",NA,NA,NA,NA,NA,NA,NA,"1515 1st Avenue N","Moorhead","Clay","MN",NA,"1515 1st Avenue N","Moorhead","CLAY","MN",NA,"46.888002999999998","-96.436761000000004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E_110001446178","NA","AGGREGATE INDUSTRIES","1515 1ST AVENUE NORTH","1515 1ST AVENUE N","UPDATED","MOORHEAD","MN","CLAY","56560-2209","DIFF","(218) 236-9640","46.87601","-96.7557","32732","READY-MIX CONCRETE MANUFACTURING","NA","NA","NA","NA","NA","NA","NA","56560 _ (218) 236-9640","MOORHEAD_1515 1ST AVENUE N","FRS","FRS","N","Minnesota","27","27","27027","NA","West_North_Central","09","/MN/MN_IN_WU.xlsx$MN IN SIC Task, /MN/read_me.docx, Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs, USEPA_HIFLD_EIA_PPP_facility_v7.csv"
"MN","WD",NA,"IN",NA,"AGGREGATE INDUSTRIES","ELK RIVER SG","AGGREGATE INDUSTRIES",NA,"1988-3054",NA,NA,NA,NA,NA,NA,"21232","1440","Sand and Gravel Washing",NA,NA,NA,NA,NA,NA,NA,"1047 International Dr","Fergus Falls","Sherburne","MN",NA,"1047 International Dr","Fergus Falls",NA,"MN",NA,"45.358131999999998","-93.576193000000004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E_110070327606","NA","AGGREGATE INDUSTRIES","1047 INTERNATIONAL DRIVE","1047 INTERNATIONAL DR","UPDATED","FERGUS FALLS","MN","NA","56537","GOOD","NA","NA","NA","327320","READY-MIX CONCRETE MANUFACTURING.","NA","NA","NA","NA","NA","NA","NA","NA","FERGUS FALLS_1047 INTERNATIONAL DR","NA","FRS","Y","NA","NA","NA","NA","NA","NA","NA","/MN/MN_IN_WU.xlsx$MN IN SIC Task, /MN/read_me.docx, Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs, USEPA_HIFLD_EIA_PPP_facility_v7.csv"
"MN","WD",NA,"IN",NA,"AGGREGATE INDUSTRIES","ELK RIVER SG","AGGREGATE INDUSTRIES",NA,"1988-3054",NA,NA,NA,NA,NA,NA,"21232","1440","Sand and Gravel Washing",NA,NA,NA,NA,NA,NA,NA,"1515 1st Avenue N","Moorhead","Sherburne","MN",NA,"1515 1st Avenue N","Moorhead","CLAY","MN",NA,"45.358131999999998","-93.576193000000004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E_110001446178","NA","AGGREGATE INDUSTRIES","1515 1ST AVENUE NORTH","1515 1ST AVENUE N","UPDATED","MOORHEAD","MN","CLAY","56560-2209","DIFF","(218) 236-9640","46.87601","-96.7557","32732","READY-MIX CONCRETE MANUFACTURING","NA","NA","NA","NA","NA","NA","NA","56560 _ (218) 236-9640","MOORHEAD_1515 1ST AVENUE N","FRS","FRS","N","Minnesota","27","27","27027","NA","West_North_Central","09","/MN/MN_IN_WU.xlsx$MN IN SIC Task, /MN/read_me.docx, Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs, USEPA_HIFLD_EIA_PPP_facility_v7.csv"
"MN","WD",NA,"IN",NA,"AGGREGATE INDUSTRIES","ELK RIVER SG","AGGREGATE INDUSTRIES",NA,"1988-3054",NA,NA,NA,NA,NA,NA,"21232","1440","Sand and Gravel Washing",NA,NA,NA,NA,NA,NA,NA,"20316 Highway 34","Henrietta Township","Sherburne","MN",NA,"20316 Highway 34","Henrietta Township","HUBBARD","MN",NA,"45.358131999999998","-93.576193000000004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E_110068506511","NA","AGGREGATE INDUSTRIES","20316 HIGHWAY 34","20316 HIGHWAY 34","OK","HENRIETTA TOWNSHIP","MN","HUBBARD","56470","GOOD","NA","NA","NA","NA","READY-MIXED CONCRETE","3273","NA","NA","NA","NA","NA","NA","NA","HENRIETTA TOWNSHIP_20316 HIGHWAY 34","NA","FRS","Y","Minnesota","27","57","27057","NA","West_North_Central","NA","/MN/MN_IN_WU.xlsx$MN IN SIC Task, /MN/read_me.docx, Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs, USEPA_HIFLD_EIA_PPP_facility_v7.csv"
"MN","WD",NA,"IN",NA,"AGGREGATE INDUSTRIES","ELK RIVER SG","AGGREGATE INDUSTRIES",NA,"1988-3054",NA,NA,NA,NA,NA,NA,"21232","1440","Sand and Gravel Washing",NA,NA,NA,NA,NA,NA,NA,"45774 Cozy Oak Dr","Ottertail","Sherburne","MN",NA,"45774 Cozy Oak Dr","Ottertail",NA,"MN",NA,"45.358131999999998","-93.576193000000004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E_110070323975","NA","AGGREGATE INDUSTRIES","45774 COZY OAK DRIVE","45774 COZY OAK DR","UPDATED","OTTERTAIL","MN","NA","21836","GOOD","NA","NA","NA","327320","READY-MIX CONCRETE MANUFACTURING.","NA","NA","NA","NA","NA","NA","NA","NA","OTTERTAIL_45774 COZY OAK DR","NA","FRS","Y","NA","NA","NA","NA","NA","NA","NA","/MN/MN_IN_WU.xlsx$MN IN SIC Task, /MN/read_me.docx, Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs, USEPA_HIFLD_EIA_PPP_facility_v7.csv"
