"State","ValueType","SourceType","Category","Saline","FacilityName","FacilityName1","FacilityName2","FacilityNumber","FacilityNumber1","FacilityNumber2","SourceName","SourceName1","SourceNumber","SourceNumber1","NAICS","SIC","Description","HUC8","HUC10","HUC12","AquiferName1","AquiferName2","BasinName1","BasinName2","Address1","City1","County1","State1","Zip1","Address2","City2","County2","State2","Zip2","Lat","Lon","Datum","Projection","Year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Units_monthly","Method_monthly","Annual_reported","Units_annual_reported","Method_annual_reported","DataProtected","FIPS5code","SITESELECTION_FACILITYID","SITESELECTION_NPDES_ID","SITESELECTION_NAME","SITESELECTION_ADDRESS","SITESELECTION_ADDRESS_Fix","SITESELECTION_ADRSFLAG","SITESELECTION_CITY","SITESELECTION_STATE","SITESELECTION_COUNTY","SITESELECTION_ZIP","SITESELECTION_FLAGZIP","SITESELECTION_PHONE","SITESELECTION_LATITUDE","SITESELECTION_LONGITUDE","SITESELECTION_NAICS","SITESELECTION_NAICSDESCR","SITESELECTION_SIC","SITESELECTION_SICDESCR","SITESELECTION_FIPS","SITESELECTION_EMP","SITESELECTION_TotPerson","SITESELECTION_Area","SITESELECTION_AnnSaleVol","SITESELECTION_JobsReported","SITESELECTION_ZIP_PHONE","SITESELECTION_CITY_ADDRESS","SITESELECTION_LL_Src","SITESELECTION_DATASET_MATCHES_ALL2","SITESELECTION_NEW_REC","DataSource"
"ME",NA,NA,"CO",NA,"BAKER MOUNTAIN",NA,NA,"1",NA,NA,"NONE",NA,NA,NA,NA,NA,"Baker Mountain has no snowmaking.",NA,NA,NA,NA,NA,NA,NA,NA,"Moscow","Somerset",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WGS84",NA,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"gal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/ME/ME_IN_WU_CAC.xlsx$final_snowmaking_CAC"
"ME",NA,NA,"CO",NA,"BAKER MOUNTAIN",NA,NA,"1",NA,NA,"NONE",NA,NA,NA,NA,NA,"Baker Mountain has no snowmaking.",NA,NA,NA,NA,NA,NA,NA,NA,"Moscow","Somerset",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WGS84",NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"gal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/ME/ME_IN_WU_CAC.xlsx$final_snowmaking_CAC"
"ME","RL",NA,"IN",NA,"BATH IRON WORKS","BATH IRON WORKS","BATH IRON WORKS","ME0001732",NA,NA,"BATH WATER DISTRICT NEQUASSET LAKE",NA,NA,NA,NA,NA,"Outfall 005A and 007A are municipal water; 006A (does not appear in my data) is river/seawater. All discharges in the yard would be from City of Bath water. No processes that use river water in the facility. Three sources take in river water not associated with an industrial process: 1) The Fire Pump on Pier 4 would use river water during an emergency. 2) The ships use some river water in the ballast tanks. 3) The Dry Dock will use river water during submergence in the ballast tanks.","1050003",NA,"10500030602",NA,NA,NA,NA,"700 Washington St","Bath","Sagadahoc","ME",NA,"700 Washington St","Bath","Sagadahoc","ME",NA,"43.942847","-69.77541","WGS84",NA,2019,NA,NA,119989,NA,NA,336570,NA,NA,619497,NA,NA,6045,"gal",NA,NA,NA,NA,"TRUE",NA,"P_161931 _OR_ E_110000314605","MER05B212 _OR_ NA","BATH IRON WORKS","700 WASHINGTON STREET _OR_ 700 WASHINGTON ST.","700 WASHINGTON ST","UPDATED","BATH","ME","SAGADAHOC","4530 _OR_ 04530-2556","GOOD _OR_ DIFF","(207) 443-3311 _OR_ (207) 442-1142","43.910301 _OR_ NA","-69.815126 _OR_ NA","336611","SHIP BUILDING AND REPAIRING _OR_ SHIP BUILDING AND REPAIRING.","3731 _OR_ NA","NA","23023 _OR_ NA","5000 _OR_ NA","25 _OR_ NA","0 _OR_ NA","0 _OR_ NA","NA","04530 _ (207) 443-3311 _OR_ 04530 _ (207) 442-1142","BATH_700 WASHINGTON ST","PinPt _OR_ NA","Pin, Bus, DB, FRS, NPDES _OR_ FRS","N _OR_ Y","/ME/ME_IN_WU_CAC.xlsx$wu_discharge, /ME/site_specific_data_20240619/site_specific_data_20240619/master_coeffs.csv, USEPA_HIFLD_EIA_PPP_facility_v6.csv"
"ME","TR","SW","IN","FALSE","BATH IRON WORKS","BATH IRON WORKS","BATH IRON WORKS","ME0001732",NA,NA,"BATH WATER DISTRICT NEQUASSET LAKE",NA,NA,NA,NA,NA,"Outfall 005A and 007A are municipal water; 006A (does not appear in my data) is river/seawater. All discharges in the yard would be from City of Bath water. No processes that use river water in the facility. Three sources take in river water not associated with an industrial process: 1) The Fire Pump on Pier 4 would use river water during an emergency. 2) The ships use some river water in the ballast tanks. 3) The Dry Dock will use river water during submergence in the ballast tanks.","1050003",NA,"10500030602",NA,NA,NA,NA,"700 Washington St","Bath","Sagadahoc","ME",NA,"700 Washington St","Bath","Sagadahoc","ME",NA,"43.942847","-69.77541","WGS84",NA,2019,NA,NA,119989,NA,NA,336570,NA,NA,619497,NA,NA,6045,"gal",NA,NA,NA,"Estimated","TRUE",NA,"P_161931 _OR_ E_110000314605","MER05B212 _OR_ NA","BATH IRON WORKS","700 WASHINGTON STREET _OR_ 700 WASHINGTON ST.","700 WASHINGTON ST","UPDATED","BATH","ME","SAGADAHOC","4530 _OR_ 04530-2556","GOOD _OR_ DIFF","(207) 443-3311 _OR_ (207) 442-1142","43.910301 _OR_ NA","-69.815126 _OR_ NA","336611","SHIP BUILDING AND REPAIRING _OR_ SHIP BUILDING AND REPAIRING.","3731 _OR_ NA","NA","23023 _OR_ NA","5000 _OR_ NA","25 _OR_ NA","0 _OR_ NA","0 _OR_ NA","NA","04530 _ (207) 443-3311 _OR_ 04530 _ (207) 442-1142","BATH_700 WASHINGTON ST","PinPt _OR_ NA","Pin, Bus, DB, FRS, NPDES _OR_ FRS","N _OR_ Y","/ME/ME_IN_WU_CAC.xlsx$wu_monthly_recombined, /ME/site_specific_data_20240619/site_specific_data_20240619/master_coeffs.csv, USEPA_HIFLD_EIA_PPP_facility_v6.csv"
"ME","RL",NA,"IN",NA,"BATH IRON WORKS","BATH IRON WORKS","BATH IRON WORKS","ME0001732",NA,NA,"BATH WATER DISTRICT NEQUASSET LAKE",NA,NA,NA,NA,NA,"Outfall 005A and 007A are municipal water; 006A (does not appear in my data) is river/seawater. All discharges in the yard would be from City of Bath water. No processes that use river water in the facility. Three sources take in river water not associated with an industrial process: 1) The Fire Pump on Pier 4 would use river water during an emergency. 2) The ships use some river water in the ballast tanks. 3) The Dry Dock will use river water during submergence in the ballast tanks.","1050003",NA,"10500030602",NA,NA,NA,NA,"700 Washington St","Bath","Sagadahoc","ME",NA,"700 Washington St","Bath","Sagadahoc","ME",NA,"43.942847","-69.77541","WGS84",NA,2020,NA,NA,124,NA,NA,105,NA,NA,4412295,NA,NA,NA,"gal",NA,NA,NA,NA,"TRUE",NA,"P_161931 _OR_ E_110000314605","MER05B212 _OR_ NA","BATH IRON WORKS","700 WASHINGTON STREET _OR_ 700 WASHINGTON ST.","700 WASHINGTON ST","UPDATED","BATH","ME","SAGADAHOC","4530 _OR_ 04530-2556","GOOD _OR_ DIFF","(207) 443-3311 _OR_ (207) 442-1142","43.910301 _OR_ NA","-69.815126 _OR_ NA","336611","SHIP BUILDING AND REPAIRING _OR_ SHIP BUILDING AND REPAIRING.","3731 _OR_ NA","NA","23023 _OR_ NA","5000 _OR_ NA","25 _OR_ NA","0 _OR_ NA","0 _OR_ NA","NA","04530 _ (207) 443-3311 _OR_ 04530 _ (207) 442-1142","BATH_700 WASHINGTON ST","PinPt _OR_ NA","Pin, Bus, DB, FRS, NPDES _OR_ FRS","N _OR_ Y","/ME/ME_IN_WU_CAC.xlsx$wu_discharge, /ME/site_specific_data_20240619/site_specific_data_20240619/master_coeffs.csv, USEPA_HIFLD_EIA_PPP_facility_v6.csv"
"ME","TR","SW","IN","FALSE","BATH IRON WORKS","BATH IRON WORKS","BATH IRON WORKS","ME0001732",NA,NA,"BATH WATER DISTRICT NEQUASSET LAKE",NA,NA,NA,NA,NA,"Outfall 005A and 007A are municipal water; 006A (does not appear in my data) is river/seawater. All discharges in the yard would be from City of Bath water. No processes that use river water in the facility. Three sources take in river water not associated with an industrial process: 1) The Fire Pump on Pier 4 would use river water during an emergency. 2) The ships use some river water in the ballast tanks. 3) The Dry Dock will use river water during submergence in the ballast tanks.","1050003",NA,"10500030602",NA,NA,NA,NA,"700 Washington St","Bath","Sagadahoc","ME",NA,"700 Washington St","Bath","Sagadahoc","ME",NA,"43.942847","-69.77541","WGS84",NA,2020,NA,NA,124,NA,NA,105,NA,NA,4412295,NA,NA,NA,"gal",NA,NA,NA,"Estimated","TRUE",NA,"P_161931 _OR_ E_110000314605","MER05B212 _OR_ NA","BATH IRON WORKS","700 WASHINGTON STREET _OR_ 700 WASHINGTON ST.","700 WASHINGTON ST","UPDATED","BATH","ME","SAGADAHOC","4530 _OR_ 04530-2556","GOOD _OR_ DIFF","(207) 443-3311 _OR_ (207) 442-1142","43.910301 _OR_ NA","-69.815126 _OR_ NA","336611","SHIP BUILDING AND REPAIRING _OR_ SHIP BUILDING AND REPAIRING.","3731 _OR_ NA","NA","23023 _OR_ NA","5000 _OR_ NA","25 _OR_ NA","0 _OR_ NA","0 _OR_ NA","NA","04530 _ (207) 443-3311 _OR_ 04530 _ (207) 442-1142","BATH_700 WASHINGTON ST","PinPt _OR_ NA","Pin, Bus, DB, FRS, NPDES _OR_ FRS","N _OR_ Y","/ME/ME_IN_WU_CAC.xlsx$wu_monthly_recombined, /ME/site_specific_data_20240619/site_specific_data_20240619/master_coeffs.csv, USEPA_HIFLD_EIA_PPP_facility_v6.csv"
"ME","RL",NA,"IN",NA,"BATH IRON WORKS","BATH IRON WORKS","BATH IRON WORKS","ME0001732",NA,NA,"BATH WATER DISTRICT NEQUASSET LAKE",NA,NA,NA,NA,NA,"Outfall 005A and 007A are municipal water; 006A (does not appear in my data) is river/seawater. All discharges in the yard would be from City of Bath water. No processes that use river water in the facility. Three sources take in river water not associated with an industrial process: 1) The Fire Pump on Pier 4 would use river water during an emergency. 2) The ships use some river water in the ballast tanks. 3) The Dry Dock will use river water during submergence in the ballast tanks.","1050003",NA,"10500030602",NA,NA,NA,NA,"700 Washington St","Bath","Sagadahoc","ME",NA,"700 Washington St","Bath","Sagadahoc","ME",NA,"43.942847","-69.77541","WGS84",NA,2021,NA,NA,NA,NA,NA,121410,NA,NA,163620,NA,NA,NA,"gal",NA,NA,NA,NA,"TRUE",NA,"P_161931 _OR_ E_110000314605","MER05B212 _OR_ NA","BATH IRON WORKS","700 WASHINGTON STREET _OR_ 700 WASHINGTON ST.","700 WASHINGTON ST","UPDATED","BATH","ME","SAGADAHOC","4530 _OR_ 04530-2556","GOOD _OR_ DIFF","(207) 443-3311 _OR_ (207) 442-1142","43.910301 _OR_ NA","-69.815126 _OR_ NA","336611","SHIP BUILDING AND REPAIRING _OR_ SHIP BUILDING AND REPAIRING.","3731 _OR_ NA","NA","23023 _OR_ NA","5000 _OR_ NA","25 _OR_ NA","0 _OR_ NA","0 _OR_ NA","NA","04530 _ (207) 443-3311 _OR_ 04530 _ (207) 442-1142","BATH_700 WASHINGTON ST","PinPt _OR_ NA","Pin, Bus, DB, FRS, NPDES _OR_ FRS","N _OR_ Y","/ME/ME_IN_WU_CAC.xlsx$wu_discharge, /ME/site_specific_data_20240619/site_specific_data_20240619/master_coeffs.csv, USEPA_HIFLD_EIA_PPP_facility_v6.csv"
"ME","TR","SW","IN","FALSE","BATH IRON WORKS","BATH IRON WORKS","BATH IRON WORKS","ME0001732",NA,NA,"BATH WATER DISTRICT NEQUASSET LAKE",NA,NA,NA,NA,NA,"Outfall 005A and 007A are municipal water; 006A (does not appear in my data) is river/seawater. All discharges in the yard would be from City of Bath water. No processes that use river water in the facility. Three sources take in river water not associated with an industrial process: 1) The Fire Pump on Pier 4 would use river water during an emergency. 2) The ships use some river water in the ballast tanks. 3) The Dry Dock will use river water during submergence in the ballast tanks.","1050003",NA,"10500030602",NA,NA,NA,NA,"700 Washington St","Bath","Sagadahoc","ME",NA,"700 Washington St","Bath","Sagadahoc","ME",NA,"43.942847","-69.77541","WGS84",NA,2021,NA,NA,NA,NA,NA,121410,NA,NA,163620,NA,NA,NA,"gal",NA,NA,NA,"Estimated","TRUE",NA,"P_161931 _OR_ E_110000314605","MER05B212 _OR_ NA","BATH IRON WORKS","700 WASHINGTON STREET _OR_ 700 WASHINGTON ST.","700 WASHINGTON ST","UPDATED","BATH","ME","SAGADAHOC","4530 _OR_ 04530-2556","GOOD _OR_ DIFF","(207) 443-3311 _OR_ (207) 442-1142","43.910301 _OR_ NA","-69.815126 _OR_ NA","336611","SHIP BUILDING AND REPAIRING _OR_ SHIP BUILDING AND REPAIRING.","3731 _OR_ NA","NA","23023 _OR_ NA","5000 _OR_ NA","25 _OR_ NA","0 _OR_ NA","0 _OR_ NA","NA","04530 _ (207) 443-3311 _OR_ 04530 _ (207) 442-1142","BATH_700 WASHINGTON ST","PinPt _OR_ NA","Pin, Bus, DB, FRS, NPDES _OR_ FRS","N _OR_ Y","/ME/ME_IN_WU_CAC.xlsx$wu_monthly_recombined, /ME/site_specific_data_20240619/site_specific_data_20240619/master_coeffs.csv, USEPA_HIFLD_EIA_PPP_facility_v6.csv"
"ME","RL",NA,"IN",NA,"BATH IRON WORKS","BATH IRON WORKS","BATH IRON WORKS","ME0001732",NA,NA,"BATH WATER DISTRICT NEQUASSET LAKE",NA,NA,NA,NA,NA,"Outfall 005A and 007A are municipal water; 006A (does not appear in my data) is river/seawater. All discharges in the yard would be from City of Bath water. No processes that use river water in the facility. Three sources take in river water not associated with an industrial process: 1) The Fire Pump on Pier 4 would use river water during an emergency. 2) The ships use some river water in the ballast tanks. 3) The Dry Dock will use river water during submergence in the ballast tanks.","1050003",NA,"10500030602",NA,NA,NA,NA,"700 Washington St","Bath","Sagadahoc","ME",NA,"700 Washington St","Bath","Sagadahoc","ME",NA,"43.942847","-69.77541","WGS84",NA,2022,NA,NA,12152,NA,NA,NA,NA,NA,114900,NA,NA,NA,"gal",NA,NA,NA,NA,"TRUE",NA,"P_161931 _OR_ E_110000314605","MER05B212 _OR_ NA","BATH IRON WORKS","700 WASHINGTON STREET _OR_ 700 WASHINGTON ST.","700 WASHINGTON ST","UPDATED","BATH","ME","SAGADAHOC","4530 _OR_ 04530-2556","GOOD _OR_ DIFF","(207) 443-3311 _OR_ (207) 442-1142","43.910301 _OR_ NA","-69.815126 _OR_ NA","336611","SHIP BUILDING AND REPAIRING _OR_ SHIP BUILDING AND REPAIRING.","3731 _OR_ NA","NA","23023 _OR_ NA","5000 _OR_ NA","25 _OR_ NA","0 _OR_ NA","0 _OR_ NA","NA","04530 _ (207) 443-3311 _OR_ 04530 _ (207) 442-1142","BATH_700 WASHINGTON ST","PinPt _OR_ NA","Pin, Bus, DB, FRS, NPDES _OR_ FRS","N _OR_ Y","/ME/ME_IN_WU_CAC.xlsx$wu_discharge, /ME/site_specific_data_20240619/site_specific_data_20240619/master_coeffs.csv, USEPA_HIFLD_EIA_PPP_facility_v6.csv"
"ME","TR","SW","IN","FALSE","BATH IRON WORKS","BATH IRON WORKS","BATH IRON WORKS","ME0001732",NA,NA,"BATH WATER DISTRICT NEQUASSET LAKE",NA,NA,NA,NA,NA,"Outfall 005A and 007A are municipal water; 006A (does not appear in my data) is river/seawater. All discharges in the yard would be from City of Bath water. No processes that use river water in the facility. Three sources take in river water not associated with an industrial process: 1) The Fire Pump on Pier 4 would use river water during an emergency. 2) The ships use some river water in the ballast tanks. 3) The Dry Dock will use river water during submergence in the ballast tanks.","1050003",NA,"10500030602",NA,NA,NA,NA,"700 Washington St","Bath","Sagadahoc","ME",NA,"700 Washington St","Bath","Sagadahoc","ME",NA,"43.942847","-69.77541","WGS84",NA,2022,NA,NA,12152,NA,NA,NA,NA,NA,114900,NA,NA,NA,"gal",NA,NA,NA,"Estimated","TRUE",NA,"P_161931 _OR_ E_110000314605","MER05B212 _OR_ NA","BATH IRON WORKS","700 WASHINGTON STREET _OR_ 700 WASHINGTON ST.","700 WASHINGTON ST","UPDATED","BATH","ME","SAGADAHOC","4530 _OR_ 04530-2556","GOOD _OR_ DIFF","(207) 443-3311 _OR_ (207) 442-1142","43.910301 _OR_ NA","-69.815126 _OR_ NA","336611","SHIP BUILDING AND REPAIRING _OR_ SHIP BUILDING AND REPAIRING.","3731 _OR_ NA","NA","23023 _OR_ NA","5000 _OR_ NA","25 _OR_ NA","0 _OR_ NA","0 _OR_ NA","NA","04530 _ (207) 443-3311 _OR_ 04530 _ (207) 442-1142","BATH_700 WASHINGTON ST","PinPt _OR_ NA","Pin, Bus, DB, FRS, NPDES _OR_ FRS","N _OR_ Y","/ME/ME_IN_WU_CAC.xlsx$wu_monthly_recombined, /ME/site_specific_data_20240619/site_specific_data_20240619/master_coeffs.csv, USEPA_HIFLD_EIA_PPP_facility_v6.csv"
